Doculect,Concept,Segments
urar1246,MOUNTAIN,"['a', 'h', 'a', 'e', 'n', 'aː']"
urar1246,MOUTH,"['ʉ', 'h', 'aː', 'e']"
urar1246,NAME,"['k', 'ʉ', 'ɽ', 'aː']"
urar1246,NARROW,"['t', 'u', 'ɽ', 'u', 'e', '+', 'k', 'o', 'a']"
urar1246,NEAR,"['i', 'tʃ', 'ʉː', 'n', 'i']"
urar1246,NECK,"['n', 'u', 'l', 'u', 'n', 'u']"
urar1246,NEW,"['n', 'a', 'tʃ', 'a', 's', 'i', '+', 'ɲ', 'e']"
urar1246,NIGHT,"['n', 'u', 'k', 'u', 'e']"
urar1246,NOSE,"['a', 's', 'i']"
urar1246,NOT,"['n', 'i']"
urar1246,ONE,"['l', 'e', 'j̊', 'ũ']"
urar1246,OTHER,"['l', 'e', 'o', 'tʃ', 'a']"
urar1246,RED,"['l', 'a', 'n', 'a', 'h', 'a']"
urar1246,RIGHT,"['ɽ', 'a', 'u', 't', 'o', 'n', 'o']"
urar1246,RIVER,"['n', 'ʉ', 'k', 'ʉ', 'e']"
urar1246,ROPE,"['s', 'i', 'tʃ', 'u']"
urar1246,ROTTEN,"['s', 'e', 't', 'u']"
urar1246,SAY,"['n', 'a']"
urar1246,SEA,"['k', 'ʉ', 'k', 'ʉ', 'a', 'n', 'a']"
urar1246,SEE,"['k', 'w', 'aː']"
urar1246,SHARP,"['a', 'h', 'i', 'aː']"
urar1246,SHORT,"['m', 'a', 'u', 'e', 'k', 'i']"
urar1246,SKY,"['d', 'e', 'd', 'e']"
urar1246,SLEEP,"['s', 'i', 'n', 'i', 'a']"
urar1246,SMALL,"['l', 'aː', 'u', 'hʷ', 'i', 'ɽ', 'i']"
urar1246,SOME,"['t', 'a', 'b', 'a', 'ʉ', 'ɽ', 'ʉ']"
urar1246,STAR,"['a', 'ɽ', 'a', 's', 'i', 'h', 'j', 'e']"
urar1246,STONE,"['a', 'h', 'e', 'ɽ', 'i']"
urar1246,STRAIGHT,"['ɽ', 'a', 'u', 'i', 'tʃ', 'i']"
urar1246,SUN,"['e', 'n', 'o', 't', 'o']"
urar1246,SWIM,"['k', 'w', 'i', 'tʃ', 'u']"
urar1246,TAIL,"['n', 'ʉ', 's', 'e', 'i']"
urar1246,THAT,"['n', 'iː']"
urar1246,THERE,"['k', 'ʉ']"
urar1246,THEY,"['a', 'k', 'a', 'ʉ', 'ɽ', 'ʉ']"
urar1246,THICK,"['m', 'ʉ', 'l', 'ʉː', 't', 'o', 'a']"
urar1246,THIN,"['h', 'a', 'ɽ', 'e', 'h', 'eː', 'ɽ', 'i', 'a']"
urar1246,THINK,"['h', 'o', 'aː', 'u', 'k', 'a']"
urar1246,THIS,"['t', 'aː']"
urar1246,THREE,"['n', 'i', 'tʃ', 'a', 't', 'a', 'h', 'a']"
urar1246,TIE,"['i', 'tʃ', 'u', 'a']"
urar1246,TONGUE,"['l', 'e', 'l', 'e']"
urar1246,TOOTH,"['k', 'a', 't', 'ʉ']"
urar1246,TREE,"['e', 'n', 'ʉ', 'a']"
urar1246,TWO,"['k', 'u', 'ɽ', 'u', 'a', 't', 'a', 'h', 'a']"
urar1246,WATER,"['a', 'k', 'a', 'ʉ']"
urar1246,WET,"['s', 'e', 't', 'e', 'ẽ']"
urar1246,WHAT,"['dʒ', 'a']"
urar1246,WHEN,"['d', 'j', 'a', 'b', 'a', 'n', 'a']"
urar1246,WHERE,"['a', 'ã', 'k', 'a']"
urar1246,WHITE,"['s', 'o', 'm', 'a', 'h', 'a']"
urar1246,WIDE,"['k', 'a', 'ɽ', 'e', 't', 'o']"
urar1246,WOMAN,"['eː', 'n', 'e']"
urar1246,YEAR,"['h', 'aː', 'n', 'a', 'k', 'a']"
urar1246,YELLOW,"['k', 'a', 'f', 'w', 'a', 'h', 'a', 'j']"
urar1246,YOU,"['ŋ', 'aː', 'ɽ', 'a']"
urar1246,THOU,['iː']
waor1240,ALL,"['t', 'õ', 'b', 'ã', 'd', 'ã', 'd', 'i']"
waor1240,ANIMAL,"['k', 'æ̃', 'd', 'ĩ', 'g', 'ã']"
waor1240,ASH,"['g', 'õ', 'd', 'ã', 'i']"
waor1240,BACK,"['t', 'æ', 'k', 'æ', 'j', 'a', 'b', 'æ']"
waor1240,BAD,"['w', 'ẽ', 'd', 'æ', '+', 'w', 'ẽ', 'd', 'æ']"
waor1240,BARK,"['õ', 't', 'a', 'p', 'o']"
waor1240,BECAUSE,"['b', 'e', 'j', 'æ̃']"
waor1240,BELLY,"['j', 'ã', 'd', 'e', 'k', 'a']"
waor1240,BIG,"['j', 'æ̃', 'd', 'æ̃']"
waor1240,BIRD,"['a', 'j', 'a', 'b', 'õ']"
waor1240,BITE,"['p', 'o', 'k', 'æ̃']"
waor1240,BLACK,"['w', 'ẽ', 't', 'a', 'b', 'õ']"
waor1240,BLOOD,"['w', 'e', 'p', 'æ̃']"
waor1240,BLOW (OF WIND),"['w', 'o', '+', 'õ']"
waor1240,BLUNT,"['b', 'a', 'b', 'e', 'd', 'o', 'k', 'a']"
waor1240,BONE,"['b', 'a', 'b', 'ẽ']"
waor1240,BREATHE,"['g', 'ẽ', 'b', 'ã']"
waor1240,CLOUD,"['b', 'o', 'g', 'ĩ', 'b', 'ã']"
waor1240,COME,"['p', 'õ']"
waor1240,CORRECT (RIGHT),"['d', 'õ', '+', 'ĩ', 't', 'e']"
waor1240,DAY (NOT NIGHT),"['i', 't', 'æ', 'd', 'ẽ']"
waor1240,DIE,"['æ̃', 'b', 'æ̃', 'w', 'o', '+', 'w', 'æ̃']"
waor1240,DIRTY,"['w', 'ẽ', 't', 'a', 'b', 'õ']"
waor1240,DOG,"['g', 'ĩ', 't', 'a']"
waor1240,DRINK,"['b', 'e']"
waor1240,DRY,"['a', 'b', 'ĩ', 'b', 'õ']"
waor1240,DUST,"['g', 'i', 'd', 'ĩ', 'b', 'õ']"
waor1240,EAR,"['õ', 'd', 'õ', 'b', 'õ', 'k', 'a']"
waor1240,EARTH (SOIL),"['õ', 'g', 'i', 'p', 'o']"
waor1240,EAT,"['k', 'æ̃']"
waor1240,EGG,"['ĩ', 'k', 'ĩ', 'b', 'o']"
waor1240,EYE,"['a', 'w', 'ĩ', 'k', 'a']"
waor1240,FALL,"['t', 'æ̃', '+', 'w', 'æ̃ː']"
waor1240,FAR,"['g', 'oː', 'b', 'æ']"
waor1240,FEATHER,"['õ', 'b', 'ã']"
waor1240,FEW,"['w', 'æ', 'd', 'æ̃', 'k', 'e']"
waor1240,FIRE,"['g', 'õ', 'g', 'a']"
waor1240,FISH,"['g', 'æ', 'j', 'æ']"
waor1240,FIVE,"['õ', 'd', 'õ', 'p', 'o', '+', 'æ̃', 'b', 'æ̃', 'p', 'o', 'k', 'e']"
waor1240,FLOWER,"['õ', 'g', 'a', 'ĩ']"
waor1240,FLY (MOVE THROUGH AIR),"['g', 'o', 'b', 'õ', 'b', 'õ']"
waor1240,FOOT,"['õ', 'd', 'õ', 'w', 'a']"
waor1240,FOUR,"['b', 'ẽ', 'a', '+', 'g', 'o', '+', 'b', 'ẽ', 'a']"
waor1240,GIVE,"['p', 'õ', 'd', 'õ']"
waor1240,GOOD,"['w', 'a']"
waor1240,GRASS,"['g', 'a', 'g', 'ĩ', 'b', 'æ̃']"
waor1240,FAT (ORGANIC SUBSTANCE),"['o', 'g', 'ĩ', 'j', 'e']"
waor1240,GREEN,"['w', 'ĩ', 'j', 'a', 'd', 'æ̃']"
waor1240,HAIR,"['o', 'k', 'a', 'g', 'ĩ']"
waor1240,HAND,"['õ', 'd', 'õ', 'p', 'o']"
waor1240,HEAD,"['o', 'k', 'a', 'b', 'o']"
waor1240,HEAR,"['ẽ', 'j', 'ẽ']"
waor1240,HEART,"['b', 'ĩ', 'b', 'õ']"
waor1240,HEAVY,"['t', 'e', '+', 'ẽ', 'b', 'ẽ']"
waor1240,HIT,"['t', 'e', 'i', '+', 't', 'e', 'i', '+', 'p', 'ã']"
waor1240,HOW,"['æ', 'b', 'ã', 'd', 'õ', '+', 'k', 'æ', 't', 'e']"
waor1240,I,"['b', 'o', 't', 'õ']"
waor1240,IF,"['ĩ', 't', 'e', '+', 'b', 'a', 'ĩ']"
waor1240,IN,"['g', 'i', 'b', 'õ', 'g', 'a', '+', 'k', 'æ̃', 'k', 'a', 'd', 'ẽ']"
waor1240,KILL,"['w', 'æ̃', 'd', 'õ']"
waor1240,LAUGH,"['k', 'a', '+', 'k', 'a', '+', 't', 'o']"
waor1240,LEAF,"['õ', 'j', 'a', 'b', 'o']"
waor1240,LEFT,"['d', 'i', 'p', 'æ̃', 'b', 'æ̃', 'ĩ', 'd', 'õ']"
waor1240,BE ALIVE,"['k', 'ẽ', 'w', 'ẽ']"
waor1240,LIVER,"['b', 'a', 't', 'æ̃']"
waor1240,LONG,"['d', 'o', 'j', 'æ̃']"
waor1240,LOUSE,"['k', 'æ̃', 'p', 'æ']"
waor1240,MANY,"['d', 'ã', 'g', 'ĩ']"
waor1240,MOUNTAIN,"['ã', 'd', 'ã', 'k', 'i', 'd', 'i']"
waor1240,MOUTH,"['õ', 'd', 'õ', 'd', 'e']"
waor1240,NAME,"['ẽ', 'b', 'õ', 'w', 'o']"
waor1240,NARROW,"['g', 'i', 'j', 'æ̃']"
waor1240,NEAR,"['e', 'j', 'e', 'k', 'e', 'ĩ']"
waor1240,NECK,"['õ', 'd', 'õ', 'b', 'ẽ', 'k', 'a']"
waor1240,NEW,"['b', 'ĩː']"
waor1240,NIGHT,"['w', 'o', 'j', 'o', 'w', 'o', 't', 'æ̃']"
waor1240,NOSE,"['õ', 'd', 'õ', 'k', 'a', 'd', 'o']"
waor1240,NOT,"['w', 'ĩː']"
waor1240,ONE,"['a', 'd', 'o', 'k', 'e']"
waor1240,PERSON,"['w', 'a', 'o', 'k', 'ã']"
waor1240,RED,"['o', 'p', 'a', 't', 'a', 'w', 'æ̃']"
waor1240,RIGHT,"['t', 'õ', 'b', 'ẽ', 'b', 'æ̃', 'ĩ', 'd', 'õ']"
waor1240,RIVER,"['õ', 'd', 'õ']"
waor1240,ROOT,"['g', 'æ', 'j', 'æ̃', 'b', 'ẽ']"
waor1240,ROPE,"['g', 'æ', 'g', 'ĩ', 'k', 'a', 'b', 'ẽ']"
waor1240,ROTTEN,"['j', 'õ', 'b', 'æ̃', 'ĩ']"
waor1240,SAND,"['ẽ', 'b', 'õ', 'd', 'a', 'i']"
waor1240,SAY,['ã']
waor1240,SEA,"['g', 'ã', 'w', 'a', 'p', 'æ̃', '+', 'j', 'æ̃', 'd', 'æ̃']"
waor1240,SEE,['a']
waor1240,SEED,"['t', 'õ', 'b', 'ẽ', 'b', 'õ']"
waor1240,SHARP,"['w', 'a', 'ẽ', 'g', 'a']"
waor1240,SHORT,"['o', 'k', 'aː']"
waor1240,SIT,"['t', 'æ̃ː', '+', 'k', 'õ', 't', 'a']"
waor1240,SKY,"['õ', 'd', 'æ']"
waor1240,SLEEP,"['b', 'õ']"
waor1240,SMALL,"['g', 'i', 'j', 'æ̃']"
waor1240,SMOKE (EXHAUST),"['t', 'ẽ', 'b', 'ã', 'a']"
waor1240,SMOOTH,"['a', 'j', 'a', 'd', 'e', '+', 'k', 'æ']"
waor1240,SOME,"['p', 'ã', 'k', 'aː']"
waor1240,SPIT,"['t', 'o', 'w', 'æ', '+', 't', 'ã', 'd', 'õ']"
waor1240,STAND,"['g', 'õ', '+', 'k', 'æ']"
waor1240,STAR,"['d', 'ẽ', 'b', 'õ']"
waor1240,STONE,"['d', 'i', 'k', 'a']"
waor1240,STRAIGHT,"['t', 'õ']"
waor1240,SUCK,"['w', 'i', '+', 'õ']"
waor1240,SUN,"['d', 'æ̃', 'k', 'e']"
waor1240,SWIM,"['p', 'ã', 't', 'a']"
waor1240,TAIL,"['õ', 'd', 'õ', 'k', 'a', 'i', 'b', 'ĩ', 'j', 'æ̃']"
waor1240,THAT,"['t', 'õ', 'b', 'ẽ', 'b', 'i']"
waor1240,THEY,"['t', 'õ', 'b', 'ẽ', 'd', 'ã', 'd', 'i']"
waor1240,THICK,"['j', 'æ̃', 'd', 'æ̃']"
waor1240,THIN,"['g', 'iː', 'j', 'æ̃']"
waor1240,THINK,"['o', 'k', 'a', 'i', 'd', 'ẽ', '+', 'p', 'õ', 'd', 'ẽ']"
waor1240,THIS,"['t', 'õ', 'b', 'ẽ', 'b', 'o']"
waor1240,THREE,"['b', 'ẽ', 'a', '+', 'g', 'o', '+', 'a', 'd', 'o', 'k', 'e']"
waor1240,TIE,"['j', 'ã', '+', 'k', 'æ']"
waor1240,TONGUE,"['õ', 'd', 'õ', 'g', 'ẽ', 'd', 'ẽ', 'w', 'a']"
waor1240,TOOTH,"['b', 'a', 'g', 'a']"
waor1240,TREE,"['a', 'w', 'æ̃']"
waor1240,TWO,"['b', 'ẽ', 'a']"
waor1240,VOMIT,"['a', 'w', 'æ̃', '+', 'w', 'ẽ']"
waor1240,WATER,"['æ', 'p', 'æ̃']"
waor1240,WET,"['a', '+', 'b', 'e', 'ĩ']"
waor1240,WHAT,"['k', 'ĩ', 'd', 'õ']"
waor1240,WHEN,"['æ', 'j', 'e', 'd', 'ẽ', 'd', 'õ']"
waor1240,WHERE,"['æ', 'j', 'õ', 'b', 'õ', 'd', 'õ']"
waor1240,WHITE,"['d', 'ã', 'b', 'æ̃', 't', 'a']"
waor1240,WHO,"['æ', 'k', 'ã', 'd', 'õ']"
waor1240,WIDE,"['j', 'æ̃', 'd', 'æ̃']"
waor1240,WING,"['õ', 'd', 'õ', 'b', 'æ̃']"
waor1240,WIND,"['w', 'o', 'b', 'o', 'j', 'æ̃']"
waor1240,WOMAN,"['õ', 'k', 'i', 'j', 'æ̃', 'g', 'ã']"
waor1240,YEAR,"['w', 'a', 'd', 'e', 'p', 'o']"
waor1240,YELLOW,"['w', 'ĩ', 'j', 'a', 'd', 'æ̃']"
waor1240,YOU,"['b', 'ĩ', 'd', 'i', 't', 'õ']"
waor1240,THOU,"['b', 'i', 't', 'õ']"
yagu1244,ALL,"['t', 'ĩ', 't', 'ã', 'h', 'ũ']"
yagu1244,ANIMAL,"['h', 'a', 'w', 'ã', 't', 'a']"
yagu1244,ASH,"['p', 'u', 'p', 'u', 'h', 'u', 'ɾ', 'u']"
yagu1244,BACK,"['ɾ', 'u', 'n', 'u']"
yagu1244,BAD,"['n', 'i', 'k', 'j', 'a', 'ɾ', 'ã', 'j']"
yagu1244,BARK,"['h', 'a', 'j']"
yagu1244,BECAUSE,"['t', 'a', 'ɾ', 'j', 'a', 'h', 'ũ']"
yagu1244,BELLY,"['p', 'u', 't', 'e']"
yagu1244,BIG,"['h', 'ã', 'm', 'u']"
yagu1244,BIRD,"['h', 'ĩ', 'w', 'a', 'j']"
yagu1244,BITE,"['s', 'ũ', 'j']"
yagu1244,BLACK,"['w', 'a', 't', 'a', 'k', 'u']"
yagu1244,BLOOD,"['n', 'u', 't', 'a']"
yagu1244,BLOW (OF WIND),"['t', 'u']"
yagu1244,BLUNT,"['n', 'e', '+', 'm', 'õ', 't', 'a', 'ɾ', 'a']"
yagu1244,BONE,"['t', 'u']"
yagu1244,BREATHE,"['n', 'ã', 'ɾ', 'j', 'e']"
yagu1244,CLOUD,"['n', 'u', 'w', 'a', 'tʃ', 'i']"
yagu1244,COME,"['h', 'n', 'i']"
yagu1244,CORRECT (RIGHT),"['w', 'a', 's', 'e']"
yagu1244,DAY (NOT NIGHT),"['h', 'n', 't', 'a']"
yagu1244,DIE,"['t', 'i']"
yagu1244,DIRTY,"['k', 'a', 'n', 's', 'i']"
yagu1244,DOG,"['n', 'i', 'q', 'i']"
yagu1244,DRINK,"['h', 'a', 't', 'u']"
yagu1244,DRY,"['p', 'ũ', 'j']"
yagu1244,DUST,"['h', 'u', 'ɾ', 'u']"
yagu1244,EAR,"['h', 'a', 'j']"
yagu1244,EARTH (SOIL),"['m', 'u', 'k', 'a', 't', 'i']"
yagu1244,EAT,"['h', 'i', 'm', 'j', 'i']"
yagu1244,EGG,"['h', 'ũ']"
yagu1244,EYE,"['h', 'ũ', 'n', 'ũ', 't', 'j', 'ã']"
yagu1244,FALL,"['h', 'ũ', 'p', 'a', 't', 'j', 'e']"
yagu1244,FAR,"['ɾ', 'i', 'p', 'j', 'a']"
yagu1244,FEATHER,"['m', 'ũ', '+', 'h', 'a', 's', 'i']"
yagu1244,FEW,"['t', 'e']"
yagu1244,FIRE,"['h', 'i', 't', 'a', 'j']"
yagu1244,FISH,"['k', 'i', 'w', 'ã']"
yagu1244,FIVE,"['t', 'a', 't', 'a', 'h', 'j', 'o']"
yagu1244,FLOWER,"['q', 'i']"
yagu1244,FLY (MOVE THROUGH AIR),"['n', 'u', 'w', 'a', 'tʃ', 'a', 't', 'u']"
yagu1244,FOOT,"['n', 'u', 'm', 'u', 't', 'u']"
yagu1244,FOUR,"['t', 'a', 'ɾ', 'j', 'a', 'h', 'ũ', 'j', 'u']"
yagu1244,GIVE,"['s', 'ã', 'j']"
yagu1244,GOOD,"['s', 'a', 'm', 'ĩ']"
yagu1244,GRASS,"['s', 'o']"
yagu1244,FAT (ORGANIC SUBSTANCE),"['n', 'ĩ', 't', 'i']"
yagu1244,GREEN,"['h', 'a', 't', 'j', 'a']"
yagu1244,HAIR,"['ɾ', 'a', '+', 't', 'i', 'w', 'a', 'j']"
yagu1244,HAND,"['s', 'a', 'h', 'o', 'm', 'u', 't', 'u']"
yagu1244,HEAD,"['h', 'ũ', 'n', 'õ']"
yagu1244,HEAR,"['t', 'u', 'w', 'ã', 'tʃ', 'u']"
yagu1244,HEART,"['h', 'ũ', 'n', 'ũ', 't', 'j', 'ã']"
yagu1244,HEAVY,"['s', 'a', 'ɾ', 'a', 'n', 's', 'a', 'ɾ', 'a']"
yagu1244,HERE,"['h', 'i', 'j', 'u']"
yagu1244,HIT,"['h', 'ũ', 'w', 'a', 'j']"
yagu1244,HOW,"['n', 'ũ', 't', 'j', 'u', 'ɾ', 'a', 'm', 'u', 's', 'i']"
yagu1244,I,"['ɾ', 'a', 'j']"
yagu1244,IF,"['t', 'i']"
yagu1244,IN,"['m', 'u', 's', 'i']"
yagu1244,KILL,"['h', 'ũ', 'w', 'a', 'j']"
yagu1244,LAUGH,"['t', 'o', 't', 'i']"
yagu1244,LEAF,"['w', 'ĩ']"
yagu1244,LEFT,"['m', 'ĩ', 't', 'a', 'j']"
yagu1244,BE ALIVE,"['w', 'i', 'tʃ', 'a', 's', 'ã', 't', 'a']"
yagu1244,LIVER,"['h', 'ũ', 'w', 'a', 't', 'u']"
yagu1244,LONG,"['h', 'ã', 'm', 'u', 'k', 'ã']"
yagu1244,LOUSE,"['ɾ', 'u', 'n', 'i']"
yagu1244,MANY,"['h', 'a', 'ɾ', 'j', 'i']"
yagu1244,MOUNTAIN,"['m', 'u', 's', 'i']"
yagu1244,MOUTH,"['h', 'ũ']"
yagu1244,NAME,"['h', 'ĩ', 't', 'j', 'a']"
yagu1244,NARROW,"['p', 'a', 's', 'i']"
yagu1244,NEAR,"['n', 'ũ', 'h', 'i']"
yagu1244,NECK,"['h', 'ũ', 't', 'u', 'n', 'u', 'w', 'ũ']"
yagu1244,NEW,"['w', 'a', 't', 'i']"
yagu1244,NIGHT,"['n', 'u', 'p', 'o', 'ɾ', 'a']"
yagu1244,NOSE,"['n', 'u', 'ɾ', 'ũ']"
yagu1244,NOT,"['h', 'n', 'ã', 'j']"
yagu1244,ONE,"['t', 'a', 'ɾ', 'a', 'k', 'i']"
yagu1244,OTHER,"['d', 'a']"
yagu1244,PERSON,"['n', 'i', 'h', 'j', 'ã', 'm', 'ĩ']"
yagu1244,RED,"['ɾ', 'u', 'n', 'a', 'j']"
yagu1244,RIGHT,"['n', 't', 'i', 't', 'j', 'u', 't', 'a', 'j']"
yagu1244,RIVER,"['s', 'i', 'ɲ', 'u']"
yagu1244,ROOT,"['h', 'ũ', 'n', 'u', 't', 'i']"
yagu1244,ROPE,"['h', 'ũ']"
yagu1244,ROTTEN,"['p', 'u', 'ɾ', 'j', 'a']"
yagu1244,SAND,"['t', 'ĩ']"
yagu1244,SAY,"['h', 't', 'a', 'j']"
yagu1244,SEA,"['h', 'ã', 'm', 'u', 'n', 'ã', 'w', 'a']"
yagu1244,SEE,"['t', 'i']"
yagu1244,SEED,"['s', 'i']"
yagu1244,SHARP,"['m', 'õ', 't', 'a', 'ɾ', 'a']"
yagu1244,SHORT,"['h', 'a', 'p', 'u']"
yagu1244,SIT,"['m', 'ã', 's', 'a']"
yagu1244,SKY,"['h', 'a', 'ɾ', 'i', 'tʃ', 'u']"
yagu1244,SLEEP,"['m', 'ã', 'j']"
yagu1244,SMALL,"['p', 'a', 's', 'i']"
yagu1244,SMOKE (EXHAUST),"['n', 'u', 'w', 'a', 'tʃ', 'i']"
yagu1244,SMOOTH,"['w', 'a', 's', 'i', 't', 'j', 'a']"
yagu1244,SOME,"['t', 'a', 'ɾ', 'a']"
yagu1244,SPIT,"['h', 'ũ', 't', 'o', 'tʃ', 'i']"
yagu1244,STAND,"['ɾ', 'a', 'n', 'i']"
yagu1244,STAR,"['t', 'a', 'ɾ', 'tʃ', 'i']"
yagu1244,STONE,"['ɾ', 'a', 'w', 'i', 'tʃ', 'ũ']"
yagu1244,STRAIGHT,"['w', 'a', 's', 'e']"
yagu1244,SUCK,"['t', 'i', 'ɾ', 'i', 'j']"
yagu1244,SUN,"['h', 'i', 'ɲ', 'ĩ']"
yagu1244,SWIM,"['n', 'ũ', 'n', 'i']"
yagu1244,TAIL,"['m', 'ũ', 's', 'i', 'j']"
yagu1244,THAT,"['n', 'i', 'n', 'i']"
yagu1244,THERE,"['h', 'a', 's', 'i', 'j']"
yagu1244,THEY,"['ɾ', 'i']"
yagu1244,THICK,"['w', 'a', 't', 'a', 'n', 'u']"
yagu1244,THIN,"['m', 'i', 'ɾ', 'i', 'j', 'ũ']"
yagu1244,THINK,"['h', 'a', 'tʃ', 'i', 'p', 'i', 'j', 'ã', 'h', 'a', 't', 'a']"
yagu1244,THIS,"['h', 'i', 'n', 'u']"
yagu1244,THREE,"['m', 'u', 'm', 'u', 'ɾ', 'ĩ']"
yagu1244,TIE,"['p', 'u', 'tʃ', 'u']"
yagu1244,TONGUE,"['t', 'a', 'tʃ', 'i']"
yagu1244,TOOTH,"['h', 'o']"
yagu1244,TREE,"['n', 'ĩ', 'n', 'u']"
yagu1244,TWO,"['h', 'ũ', 'j']"
yagu1244,VOMIT,"['k', 'o', 't', 'j', 'a', 'n', 'ũ', 'j']"
yagu1244,WATER,"['h', 'ã']"
yagu1244,WET,"['p', 'a', 'ɾ', 'o', 'n', 'i']"
yagu1244,WHAT,"['n', 'ũ', 't', 'j', 'a', 'ɾ', 'a']"
yagu1244,WHEN,"['n', 'ũ', 't', 'j', 'e', 'ɾ', 'i', 'w', 'j', 'e']"
yagu1244,WHERE,"['t', 'e']"
yagu1244,WHITE,"['h', 'a', 'p', 'a', 'ɾ', 'u']"
yagu1244,WHO,"['tʃ', 'ĩ']"
yagu1244,WIDE,"['k', 'o']"
yagu1244,WING,"['h', 'a', 'j', '+', 'n', 'i', 'p', 'j', 'ã']"
yagu1244,WIND,"['ɾ', 'i', 'tʃ', 'o']"
yagu1244,WOMAN,"['w', 'a', 't', 'u', 'ɾ', 'a']"
yagu1244,YEAR,"['n', 'i', 'h', 'j', 'ã']"
yagu1244,YELLOW,"['w', 'a', 's', 'u', 'n', 'ũ', 't', 'i']"
yagu1244,YOU,"['h', 'i', 'ɾ', 'j', 'e']"
yagu1244,THOU,"['h', 'i']"
waor1240,EARTH (SOIL),"['õ', '+', 'g', 'i', 'p', 'o']"
waor1240,DUST,"['g', 'i', 'd', 'ĩ', '+', 'b', 'õ']"
waor1240,SAND,"['ẽ', 'b', 'õ', 'd', 'a', 'i']"
waor1240,WATER,"['æ', '+', 'p', 'æ̃']"
waor1240,SEA,"['g', 'ã', 'w', 'a', '+', 'p', 'æ̃', '+', 'y/j', 'æ̃', 'd', 'æ̃']"
waor1240,LAKE,"['g', 'ã', 'w', 'a', '+', 'p', 'æ̃']"
waor1240,FOREST,"['a', '+', 'w', 'æ̃', '+', 'd', 'ẽ']"
waor1240,TREE,"['a', '+', 'w', 'æ̃']"
waor1240,SKY,"['õ', '+', 'õ', 'd', 'æ']"
waor1240,SUN,"['d', 'æ̃', 'k', 'e']"
waor1240,STAR,"['d', 'ẽ', '+', 'b', 'õ']"
waor1240,WIND,"['w', 'o', 'b', 'o', 'y/j', 'æ̃']"
waor1240,CLOUD,"['b', 'o', 'g', 'ĩ', 'b', 'ã']"
waor1240,FOG,"['b', 'o', 'g', 'ĩ', 'b', 'ã']"
waor1240,SNOW,"['y/j', 'o', 'g', 'i', '+', 'b', 'õ']"
waor1240,ICE,"['y/j', 'o', 'g', 'i', '+', 'ĩ', '+', 'k', 'a']"
waor1240,FIRE,"['g', 'õ', '+', 'g', 'a']"
waor1240,SMOKE (EXHAUST),"['t', 'ẽ', 'b', 'ã', 'a']"
waor1240,ASH,"['g', 'õ', '+', 'd', 'ã', 'i']"
waor1240,BURNING,"['g', 'õ']"
waor1240,BURNING,"['b', 'æ', 'k', 'o']"
waor1240,PERSON,"['w', 'a', 'o', '+', 'k', 'ã']"
waor1240,WOMAN,"['õ', 'k', 'i', 'y/j', 'æ̃', '+', 'g', 'ã']"
waor1240,CHILD (YOUNG HUMAN),"['w', 'ẽ', 'y/j', 'æ̃', '+', 'g', 'ã']"
waor1240,HUSBAND,"['d', 'ã', '+', 'd', 'õ', '+', 'o', 'g', 'æ̃', '+', 'g', 'ã']"
waor1240,WIFE,"['d', 'ã', '+', 'd', 'õ', '+', 'o', 'g', 'æ̃', '+', 'g', 'ã']"
waor1240,FATHER,"['b', 'æ̃', 'p', 'o']"
waor1240,MOTHER,"['b', 'a', 'd', 'ã']"
waor1240,I,"['b', 'o', '+', 't', 'õ']"
waor1240,THOU,"['b', 'i', '+', 't', 'õ']"
waor1240,YOU,"['b', 'ĩ', '+', 'd', 'i', '+', 't', 'õ']"
waor1240,THEY,"['t', 'õ', 'b', 'ẽ', '+', 'd', 'ã', '+', 'd', 'i']"
waor1240,ANIMAL,"['k', 'æ̃', '+', 'd', 'ĩ', '+', 'g', 'ã']"
waor1240,ANIMAL,"['b', 'a', 'b', 'æ', '+', 'k', 'ã']"
waor1240,BIRD,"['a', 'y/j', 'a', 'b', 'õ']"
waor1240,DOG,"['g', 'ĩ', 't', 'a']"
waor1240,FISH,"['g', 'æ', 'y/j', 'æ']"
waor1240,LOUSE,"['k', 'æ̃', 'p', 'æ']"
waor1240,WORM,"['a', 'y/j', 'a', 'g', 'õ']"
waor1240,SNAKE,"['t', 'æ̃', 't', 'æ']"
waor1240,BLOOD,"['w', 'e', '+', 'p', 'æ̃']"
waor1240,BONE,"['b', 'a', 'b', 'ẽ']"
waor1240,TAIL,"['õ', 'd', 'õ', '+', 'k', 'a', 'i', '+', 'b', 'ĩ', 'y/j', 'æ̃']"
waor1240,BACK,"['t', 'æ', 'k', 'æ', '+', 'y/j', 'a', 'b', 'æ']"
waor1240,HEAD,"['o', '+', 'k', 'a', '+', 'b', 'o']"
waor1240,EYE,"['a', 'w', 'ĩ', 'k', 'a']"
waor1240,EAR,"['õ', 'd', 'õ', '+', 'b', 'õ', 'k', 'a']"
waor1240,NOSE,"['õ', 'd', 'õ', '+', 'k', 'a', 'd', 'o']"
waor1240,MOUTH,"['õ', 'd', 'õ', '+', 'd', 'e']"
waor1240,TONGUE,"['õ', 'd', 'õ', '+', 'g', 'ẽ', 'd', 'ẽ', 'w', 'a']"
waor1240,TOOTH,"['b', 'a', '+', 'g', 'a']"
waor1240,NECK,"['õ', 'd', 'õ', '+', 'b', 'ẽ', 'k', 'a']"
