# Wordlist

# DATA
ID	DOCULECT	VALUE	FORM	CONCEPT	TOKENS	COGID	MORPHEMES	ALIGNMENT	NOTE
4109	Yagua	samusi	samusi	tail	s a m u s i	1926		s a m u s i	
4294	Yanesha	pasmeʎ	pasmeʎ	tail	p a s m e ʎ	1927		p a s m e ʎ	
#
155	Iquito	iina	iina	that	iː n a	1928		iː n a -	that or which
316	Ocaina	xaʔiim̥a	xaʔiim̥a	that	x a ʔ iː m̥ a	1933		x a ʔ iː m̥ a	
523	Resigaro	giʔitʰé	giʔitʰé	that	g i ʔ i tʰ !é/e	1934		g i ʔ i tʰ !é/e	
524	Resigaro	héʔe	héʔe	that	h !é/e ʔ e	1930		h !é/e - ʔ - - - e	
711	WitotoMinica	baie	baie	that	b a i e	1937		b a - i e	
927	WitotoMurui	baie	baie	that	b ai e	1937		b ai - - e	
1133	WitotoNipode	badá	badá	that	b a d !á/a	1937		b a d - !á/a	
1362	Aguaruna	anu	anu	that	a n ʊ	1928		a n ʊ -	
1493	Arabela	kwno	kwno	that	k u n o	1929		k u n o	
1606	Candoshi-Shapra	ini	ini	that	i n i	1928		i n i -	
1732	Chayahuita	isoʔ	isoʔ	that	i s o ʔ	1932		i s o ʔ	
1855	Muniche	ɨnhane	ɨnhane	that	ɨ n h a n e	1930		- ɨ n h a n - e	
1956	Taushiro	ni	ni	that	n i	1928		- n i -	
2070	Waorani	tõbẽbi	tõbẽbi	that	t !õ/o b !ẽ/e b i	1936		t !õ/o b !ẽ/e b i	
2279	Proto-Bora-Muinane	hoʔ-	hoʔ-	that	h o ʔ	1930		h o - ʔ - - - -	
2280	Bora	éʔ-neé	éʔ-neé	that	!é/e ʔ n e !é/e	1930		- !é/e - ʔ - n e !é/e	
2281	Muinane	hóʔo-no	hóʔo-no	that	h !ó/o ʔ o n o	1930		h !ó/o - ʔ o n - o	
2715	AchuarShiwiar	nu	nu	that	n u	1928		- n u -	
2857	Canichana	eje	eje	that	e j e	1931		e j e	
3331	Shiwilu	ma’	ma’	that	m a ʔ	1935		m a ʔ	
3512	Shuar	nu	nu	that	n u	1928		- n u -	
3800	Urarina	n̪ĩĩ́	n̪ĩĩ́	that	n !̪ĩ/i !ĩ́/i	1928		- n !̪ĩ/i !ĩ́/i	
3894	Wampis	au	au	that	a u	1928		- - a u	
4369	Yanesha	ɲeɲtʲ	ɲeɲtʲ	that	ɲ e ɲ tʲ	1938		ɲ e ɲ tʲ	
4588	Zaparo	nuka	nuka	that	n u k a	1939		n u k a	
#
156	Iquito	tii	tii	there	t iː	1944		- t iː	there
379	Ocaina	tʲãã	tʲãã	there	tʲ !ãã/aː	1944		- tʲ !ãã/aː	
380	Ocaina	dziráhɯ̃ʔ	dziráhɯ̃ʔ	there	dz i r !á/a h !ɯ̃/ɯ ʔ	1953		dz i r !á/a h !ɯ̃/ɯ ʔ	
560	Resigaro	neé	neé	there	n !eé/eː	1946		n !eé/eː	
762	WitotoMinica	batɯ́ne	batɯ́ne	there	b a t !ɯ́/ɯ n e	1950		b a t !ɯ́/ɯ n e	
763	WitotoMinica	hadɯ́	hadɯ́	there	h a d !ɯ́/ɯ	1950		h a d - - !ɯ́/ɯ	
973	WitotoMurui	batɯne	batɯne	there	b a t ɯ n e	1950		b a t ɯ n e	
974	WitotoMurui	hadɯ	hadɯ	there	h a d ɯ	1950		h a d - - ɯ	
1179	WitotoNipode	baɗɯ́	baɗɯ́	there	b a ɗ !ɯ́/ɯ	1950		b a ɗ - - !ɯ́/ɯ	
1180	WitotoNipode	hadɯ́	hadɯ́	there	h a d !ɯ́/ɯ	1950		h a d - - !ɯ́/ɯ	
1363	Aguaruna	anui	anui	there	a n ʊ i	1940		a n ʊ i	
1494	Arabela	kwnikwi	kwnikwi	there	k u n i k i	1941		k u n i k i	
1957	Taushiro	tʃon	tʃon	there	tʃ o n	1948		tʃ o n	
2400	Proto-Bora-Muinane	oo-no	oo-no	there	o o n o	1942		o o n o	
2401	Bora	éé-ne	éé-ne	there	!é/e !é/e n e	1942		!é/e !é/e n e	
2402	Muinane	óó-no	óó-no	there	!ó/o !ó/o n o	1942		!ó/o !ó/o n o	
2716	AchuarShiwiar	áni	áni	there	!á/a n i	1940		!á/a n - i	
2858	Canichana	nocohche	nocohche	there	n o k o h tʃ e	1943		n o k o h tʃ e	
3332	Shiwilu	nanek	nanek	there	n a n ə ˀk	1947		n a n ə ˀk	
3513	Shuar	nuí	nuí	there	n u !í/i	1940		- n u !í/i	
3618	Omurano	ńtali	ńtali	there	n t a l i	1945		n t a l i	Tessmann: dort
3695	Yameo	lŏmā́tṛĕ	lŏmā́tṛĕ	there	l !ŏ/o m !ā́/a t !ṛ/r !ĕ/e	1951		l !ŏ/o m !ā́/a t !ṛ/r !ĕ/e	Tessmann: dort
3866	Urarina	t̪ahiʲá	t̪ahiʲá	there	t a h !iʲ/i !á/a	1949		t a h !iʲ/i !á/a	
3896	Wampis	nui	nui	there	n u i	1940		- n u i	
4448	Yanesha	tʲaɻ	tʲaɻ	there	tʲ a ɻ	1952		tʲ a ɻ	
4589	Zaparo	ati	ati	there	a t i	1944		a t i	
#
157	Iquito	na=	na=	they	n a	1954		n a - -	they
303	Ocaina	ɯɯsa	ɯɯsa	they	ɯː s a	1960		ɯː s a	
304	Ocaina	áá	áá	they	!áá/aː	1962		!áá/aː	
305	Ocaina	ɯɯm̥á	ɯɯm̥á	they	ɯː m̥ !á/a	1968		ɯː - m̥ - !á/a	
306	Ocaina	ɯɯká	ɯɯká	they	ɯː k !á/a	1971		ɯː k !á/a	
513	Resigaro	naʔá	naʔá	they	n a ʔ !á/a	1961		n a ʔ !á/a	
699	WitotoMinica	aɸémakɯ	aɸémakɯ	they	a ɸ !é/e m a k ɯ	1965		a ɸ !é/e m - - - a k - ɯ	
700	WitotoMinica	íaiʤɯnoɯ	íaiʤɯnoɯ	they	!í/i a i dʒ ɯ n o ɯ	1965		- - !í/i - a i dʒ ɯ n o ɯ	
701	WitotoMinica	íaɯŋuaɯ	íaɯŋuaɯ	they	!í/i a ɯ ŋ u a ɯ	1970		!í/i a ɯ ŋ u a ɯ	
916	WitotoMurui	imakɯ	imakɯ	they	i m a k ɯ	1965		- - i m - - - a k - ɯ	
917	WitotoMurui	iaɯmaiaɯ	iaɯmaiaɯ	they	i aɯ m ai aɯ	1968		i aɯ m ai aɯ	
918	WitotoMurui	iaɯɲuaɯ	iaɯɲuaɯ	they	i aɯ ɲ u aɯ	1970		i aɯ - ɲ u aɯ -	
1122	WitotoNipode	apémakɯ	apémakɯ	they	a p !é/e m a k ɯ	1965		a p !é/e m - - - a k - ɯ	
1123	WitotoNipode	apémaɯʤɯnoɯ	apémaɯʤɯnoɯ	they	a p !é/e m a ɯ dʒ ɯ n o ɯ	1965		a p !é/e m a ɯ dʒ ɯ n o ɯ	
1124	WitotoNipode	dáɯʤɯnoɯ	dáɯʤɯnoɯ	they	d !á/a ɯ dʒ ɯ n o ɯ	1965		- d !á/a - - ɯ dʒ ɯ n o ɯ	
1364	Aguaruna	dita	dita	they	d i t a	1954		d i t a	
1495	Arabela	na	na	they	n a	1954		n a - -	
1607	Candoshi-Shapra	tʃija	tʃija	they	tʃ i j a	1956		tʃ i j a	
1733	Chayahuita	inapita	inapita	they	i n a p i t a	1958		i n a p i t a	
1856	Muniche	açaɨne	açaɨne	they	a ç a ɨ n e	1959		a ç a ɨ n e	
2071	Waorani	tõbẽdãdi	tõbẽdãdi	they	t !õ/o b !ẽ/e d !ã/a d i	1964		t !õ/o b !ẽ/e d !ã/a d i	
2254	Proto-Bora-Muinane	dii-to	dii-to	they	d i i t o	1955		d i i t o	
2255	Bora	tií-tʰʲe	tií-tʰʲe	they	t i !í/i tʰʲ e	1955		t i !í/i tʰʲ e	
2256	Muinane	díí-to	díí-to	they	d !í/i !í/i t o	1955		d !í/i !í/i t o	
2717	AchuarShiwiar	ni	ni	they	n i	1954		n i - -	Form when the adressee is ausent. Rarely used form: aníta
2718	AchuarShiwiar	áu	áu	they	!áu/au	1962		!áu/au	Form when the adressee is present.
2859	Canichana	ikona	ikona	they	i k o n a	1957		i k o n a	
3514	Shuar	au	au	they	au	1962		au	masculine
3515	Shuar	nii	nii	they	n iː	1954		n iː - -	feminine
3804	Urarina	aʰkaaɨd̺ɨ́	aʰkaaɨd̺ɨ́	they	!aʰ/a̤ k a a !ɨd̺ɨ́/ɨ d ɨ	1963		!aʰ/a̤ k a a !ɨd̺ɨ́/ɨ d ɨ	
3892	Wampis	nita	nita	they	n i t a	1954		n i t a	
4160	Yagua	irye	irye	they	i rʲ e	1966		i rʲ e	
4163	Yagua	ri	ri	they	r i	1969		r i	
4363	Yanesha	ɲet	ɲet	they	ɲ e t	1954		ɲ e t -	
4590	Zaparo	nukwaka	nukwaka	they	n u kʷ a k a	1967		n u kʷ a k a	Short form: nuka
#
158	Iquito	yaasina	yaasina	thick	j aː s i n a	1977		j aː s i n a	thick
408	Ocaina	hɯtʲááxo	hɯtʲááxo	thick	h ɯ tʲ !áá/aː x o	1979		h ɯ tʲ !áá/aː x - - - o	
583	Resigaro	ʤíʤaagí	ʤíʤaagí	thick	dʒ !í/i dʒ aː g !í/i	1980		dʒ !í/i dʒ aː g !í/i	
795	WitotoMinica	hédakɯede	hédakɯede	thick	h !é/e d a k ɯ e d e	1979		h !é/e d a k ɯ e d e	
1002	WitotoMurui	hedakɯede	hedakɯede	thick	h e d a k ɯ e d e	1979		h e d a k ɯ e d e	
1207	WitotoNipode	hédakɯede	hédakɯede	thick	h !é/e d a k ɯ e d e	1979		h !é/e d a k ɯ e d e	
1365	Aguaruna	kampuham	kampuham	thick	k a m p ʊ h a m	1972		k a m - p ʊ h a m	
1496	Arabela	pueɾeetuuka	pueɾeetuuka	thick	p u e ɾ eː t uː k a	1973		p u e ɾ eː t uː k a	
1608	Candoshi-Shapra	waʃitaani	waʃitaani	thick	w a ʃ i t aː n i	1975		w a ʃ i t aː n i	
1734	Chayahuita	tanonɨn	tanonɨn	thick	t a n o n ɨ n	1976		t a n o n ɨ n	
1857	Muniche	mɨpeʔʂu	mɨpeʔʂu	thick	m ɨ p e ʔ ʂ u	1978		m ɨ p e ʔ ʂ u	
2072	Waorani	jæ̃dæ̃	jæ̃dæ̃	thick	j !æ̃/æ d !æ̃/æ	1983		j !æ̃/æ d !æ̃/æ	
2445	Proto-Bora-Muinane	peeme	peeme	thick	p e e m e	1974		p e e m - - e	
2446	Bora	pʰɨɨ́mɨ	pʰɨɨ́mɨ	thick	pʰ ɨ !ɨ́/ɨ m ɨ	1974		pʰ ɨ !ɨ́/ɨ m - - ɨ	
2447	Muinane	ɸééme-ne	ɸééme-ne	thick	ɸ !é/e !é/e m e n e	1974		ɸ !é/e !é/e m e n e	
2719	AchuarShiwiar	nupáram	nupáram	thick	n u p !á/a r a m	1972		- - n u p !á/a r a m	Because of semantics and order of the entries: tuup,ápu
3333	Shiwilu	tanatek	tanatek	thick	t a n a tˀ ə k	1981		t a n a tˀ ə k	
3516	Shuar	kámpuram	kámpuram	thick	k !á/a m p u ɾ a m	1972		k !á/a m - p u ɾ a m	
3812	Urarina	t̪as̪iṹhũãĩ	t̪as̪iṹhũãĩ	thick	t a s i !ṹ/u h !ũ/u !ã/a !ĩ/i	1982		t a s i !ṹ/u h !ũ/u !ã/a !ĩ/i	
3915	Wampis	wankaram	wankaram	thick	w a n k a r a m	1972		w a n - k a r a m	
3917	Wampis	kampuram	kampuram	thick	k a m p u r a m	1972		k a m - p u r a m	
4240	Yagua	jamupo	jamupo	thick	h a m u p o	1984		h a m u p o	
4454	Yanesha	βʲatʲ	βʲatʲ	thick	βʲ a tʲ	1985		βʲ a tʲ	
4456	Yanesha	ɾakɪt	ɾakɪt	thick	ɾ a k ɪ t	1986		ɾ a k ɪ t	
#
159	Iquito	kiísana	kiísana	thin	k !ií/iː s a n a	1993		k !ií/iː s a n a	thin
409	Ocaina	bóho	bóho	thin	b !ó/o h o	1994		b !ó/o h o	
410	Ocaina	xaβiiʔtʲóɸoʔ	xaβiiʔtʲóɸoʔ	thin	x a β iː ʔ tʲ !ó/o ɸ o ʔ	2005		x a β iː ʔ tʲ !ó/o ɸ o ʔ	
584	Resigaro	ooʤa	ooʤa	thin	oː dʒ a	1995		oː dʒ a	
796	WitotoMinica	ʤɯ́aɯde	ʤɯ́aɯde	thin	dʒ !ɯ́/ɯ a ɯ d e	2002		dʒ !ɯ́/ɯ a ɯ d e	
1003	WitotoMurui	ʤɯaɯde	ʤɯaɯde	thin	dʒ ɯ aɯ d e	2002		dʒ ɯ aɯ - d e	
1208	WitotoNipode	ʤɯ́aɯde	ʤɯ́aɯde	thin	dʒ !ɯ́/ɯ a ɯ d e	2002		dʒ !ɯ́/ɯ a ɯ d e	
1366	Aguaruna	tsɨhɨg	tsɨhɨg	thin	ts ɨ h ɨ ŋ	1988		ts ɨ h ɨ ŋ	
1497	Arabela	masejokwa	masejokwa	thin	m a s e h o k ua	1989		m a s e h o k ua	
1609	Candoshi-Shapra	ʈʂaŋkitama	ʈʂaŋkitama	thin	ʈʂ a ŋ k i t a m a	1991		ʈʂ a ŋ k i t a m a	
1735	Chayahuita	ʃintɨnin	ʃintɨnin	thin	ʃ i n t ɨ n i n	1992		ʃ i n t ɨ n i n	
1958	Taushiro	hoʔwuhiɾo	hoʔwuhiɾo	thin	h o ʔ w u h i ɾ o	1998		h o ʔ w u h i ɾ o	
2073	Waorani	giijæ̃	giijæ̃	thin	g i i j !æ̃/æ	2001		g i i j !æ̃/æ	
2448	Proto-Bora-Muinane	ɨtʦi-	ɨtʦi-	thin	ɨ t ts i	1993		- ɨ t - ts i	
2449	Proto-Bora-Muinane	aini-	aini-	thin	a i n i	1990		a - i n i	
2450	Bora	ani	ani	thin	a n i	1990		a n i - -	
2451	Bora	ɯhʦʰi	ɯhʦʰi	thin	ɯ h tsʰ i	1993		- ɯ h - tsʰ i	
2452	Muinane	ɨ́sino	ɨ́sino	thin	!ɨ́/ɨ s i n o	1993		- !ɨ́/ɨ s i n o	
2453	Muinane	áɲino	áɲino	thin	!á/a ɲ i n o	1990		!á/a ɲ i n o	
2720	AchuarShiwiar	watsáru	watsáru	thin	w a ts !á/a r u	1987		w a ts !á/a r u	
3334	Shiwilu	simen	simen	thin	s i m ə n	1996		s i m ə n	
3517	Shuar	yayu	yayu	thin	j a j u	1997		j a j u	
3844	Urarina	haɹe̥heéd̺iʲa	haɹe̥heéd̺iʲa	thin	h a ɹ e h e !é/e d !̺iʲ/i a	1999		h a ɹ e h e !é/e d !̺iʲ/i a	
3922	Wampis	japat	japat	thin	h a p a t	2000		h a p a t	
4242	Yagua	pasipuda	pasipuda	thin	p a s i p u d a	2003		p a s i p u d a	
4458	Yanesha	pʷeˀpeɾ	pʷeˀpeɾ	thin	pʷ e ʔ p e ɾ	2004		pʷ e ʔ p e ɾ	
#
161	Iquito	iina	iina	this	iː n a	2008		- iː n - a	
312	Ocaina	bĩ́ĩ́	bĩ́ĩ́	this	b !ĩ́ĩ́/iː	2012		b !ĩ́ĩ́/iː - -	
313	Ocaina	bĩ́hã	bĩ́hã	this	b !ĩ́/i h !ã/a	2012		b !ĩ́/i h !ã/a	
314	Ocaina	baʔi	baʔi	this	b a ʔ i	2012		b a ʔ i	
315	Ocaina	bɯ	bɯ	this	b ɯ	2012		b ɯ - -	
521	Resigaro	giʔí	giʔí	this	g i ʔ !í/i	2006		g i ʔ !í/i	
522	Resigaro	hí	hí	this	h !í/i	2006		- - h !í/i	
710	WitotoMinica	bíe	bíe	this	b !í/i e	2012		b !í/i - e	
926	WitotoMurui	bie	bie	this	b i e	2012		b i - e	
1132	WitotoNipode	bedá	bedá	this	b e d !á/a	2012		b e d !á/a	
1368	Aguaruna	juu	juu	this	j ʊː	2006		- - j ʊː	
1499	Arabela	nio	nio	this	n i o	2007		n i - o	
1611	Candoshi-Shapra	ini	ini	this	i n i	2008		- i n - i	
1737	Chayahuita	isoʔ	isoʔ	this	i s o ʔ	2010		i s o ʔ	
1859	Muniche	ɨnhane	ɨnhane	this	ɨ n h a n e	2011		ɨ n h a n e	
1960	Taushiro	ni	ni	this	n i	2007		n i - -	
2074	Waorani	tõbẽbo	tõbẽbo	this	t !õ/o b !ẽ/e b o	2014		t !õ/o b !ẽ/e b o	
2276	Proto-Bora-Muinane	hi-	hi-	this	h i	2006		- - h i	
2277	Bora	í-ɲeé	í-ɲeé	this	!í/i ɲ e !é/e	2008		- !í/i ɲ e !é/e	
2278	Muinane	hí-no	hí-no	this	h !í/i n o	2008		h !í/i n - o	
2722	AchuarShiwiar	jũ	jũ	this	h !ũ/u	2006		- - h !ũ/u	
2860	Canichana	jovieje	jovieje	this	j o v i e j e	2009		j o v i e j e	
3336	Shiwilu	asu’	asu’	this	a s u ʔ	2010		a s u ʔ	
3519	Shuar	ju	ju	this	h u	2006		- - h u	
3776	Urarina	kaá	kaá	this	k a !á/a	2013		k a !á/a	
3893	Wampis	ju	ju	this	h u	2006		- - h u	
4166	Yagua	dya	dya	this	dʲ a	2015		dʲ a	
4368	Yanesha	aɲ	aɲ	this	a ɲ	2016		a ɲ	
4592	Zaparo	niicha	niicha	this	n iː tʃ a	2007		n iː tʃ a	
#
162	Iquito	kiaa=	kiaa=	thou	kʲ aː	2018		kʲ aː -	
285	Ocaina	õ	õ	thou	!õ/o	2025		!õ/o -	
286	Ocaina	õɯ̃	õɯ̃	thou	!õ/o !ɯ̃/ɯ	2025		!õ/o !ɯ̃/ɯ	
287	Ocaina	o	o	thou	o	2025		o -	
508	Resigaro	pʰú	pʰú	thou	pʰ !ú/u	2026		pʰ !ú/u	
692	WitotoMinica	o	o	thou	o	2025		o -	
909	WitotoMurui	o	o	thou	o	2025		o -	
1115	WitotoNipode	o	o	thou	o	2025		o -	
1390	Aguaruna	amɨ	amɨ	thou	a m ɨ	2017		a m ɨ	
1521	Arabela	kwia	kwia	thou	k i a	2018		k i a	
1631	Candoshi-Shapra	ʃija	ʃija	thou	ʃ i j a	2020		ʃ i j a	
1759	Chayahuita	kɨma	kɨma	thou	k ɨ m a	2022		k ɨ - m a	
1877	Muniche	aʔpaʔpɨ	aʔpaʔpɨ	thou	a ʔ p a ʔ p ɨ	2024		a ʔ p a ʔ p ɨ	
1979	Taushiro	ijo	ijo	thou	i j o	2020		- i j o	
2092	Waorani	bitõ	bitõ	thou	b i t !õ/o	2028		b i t !õ/o	
2239	Proto-Bora-Muinane	ɨɨ	ɨɨ	thou	ɨ ɨ	2019		ɨ ɨ	
2240	Bora	ɯɯ́	ɯɯ́	thou	ɯ !ɯ́/ɯ	2019		ɯ !ɯ́/ɯ	
2241	Muinane	ɨ́ɨ́-hóʔo	ɨ́ɨ́-hóʔo	thou	!ɨ́/ɨ !ɨ́/ɨ h !ó/o ʔ o	2023		!ɨ́/ɨ !ɨ́/ɨ h !ó/o ʔ o	
2723	AchuarShiwiar	ámẽ	ámẽ	thou	!á/a m !ẽ/ɨ	2017		!á/a m !ẽ/ɨ	
2861	Canichana	inahali	inahali	thou	i n a h a l i	2021		i n a h a l i	
3337	Shiwilu	kenma	kenma	thou	kˀ ə n m a	2022		kˀ ə n m a	
3520	Shuar	ame	ame	thou	a m ɨ	2017		a m ɨ	
3762	Urarina	ií	ií	thou	i !í/i	2027		i !í/i	
3888	Wampis	ame	ame	thou	a m e	2017		a m e	
4158	Yagua	ji	ji	thou	h i	2029		h i	
4361	Yanesha	pʲa	pʲa	thou	pʲ a	2026		pʲ a	
4593	Zaparo	chaha	chaha	thou	tʃ a h a	2030		tʃ a h a	Short form: cha
#
163	Iquito	sɨɨ́saramaajɨtáami	sɨɨ́saramaajɨtáami	three	s !ɨɨ́/ɨː s a r a m aː h ɨ t !áa/aː m i	2037		s !ɨɨ́/ɨː s a r a m aː h ɨ t !áa/aː m i	three
280	Ocaina	han̥ããmaʔtʲáámaʔ	han̥ããmaʔtʲáámaʔ	three	h a n̥ !ãã/aː m a ʔ tʲ !áá/aː m a ʔ	2041		h a n̥ !ãã/aː m a ʔ tʲ !áá/aː m a ʔ	
504	Resigaro	migaakúʔ sagúʔ	migaakúʔ sagúʔ	three	m i g aː k !ú/u ʔ s a g !ú/u ʔ	2044		m i g aː k !ú/u ʔ s a g !ú/u ʔ	
687	WitotoMinica	daámani	daámani	three	d !aá/aː m a n i	2047		d !aá/aː - - - m a n i	
905	WitotoMurui	dahe amani	dahe amani	three	d a h e a m a n i	2047		d a h e a m a n i	
1111	WitotoNipode	da ámani	da ámani	three	d a !á/a m a n i	2047		d a - - !á/a m a n i	
1369	Aguaruna	kampatum	kampatum	three	k a m p a t ʊ m	2031		k a m p a t ʊ m	
1500	Arabela	j̃iuuj̃ianaɾaka	j̃iuuj̃ianaɾaka	three	!h̃/h i uː !h̃/h i a n a ɾ a k a	2032		!h̃/h i uː !h̃/h i a n a ɾ a k a	
1612	Candoshi-Shapra	tootʃpa	tootʃpa	three	t oː tʃ p a	2033		t oː tʃ p a	
1738	Chayahuita	kaɾa	kaɾa	three	k a ɾ a	2035		- k a ɾ a	
1860	Muniche	utsmɨ	utsmɨ	three	u ts m ɨ	2040		u ts m ɨ	
1961	Taushiro	washiunweantu	washiunweantu	three	w a ʃ i u n w e a n t u	2046		w a ʃ i u n w e a n t u	
2724	AchuarShiwiar	kampátam	kampátam	three	k a m p !á/a t a m	2031		k a m p !á/a t a m	
2862	Canichana	caarxata	caarxata	three	k a a ɾ h a t a	2034		k a a ɾ h a t a	
3018	Juri	umüea	umüea	three	u m ɨ e a	2038		u m ɨ e a	Martius: 3
3019	Juri	gojogóba	gojogóba	three	g o h o g !ó/o b a	2051		g o h o g !ó/o b a	Martius: 3
3020	Juri	keuyecopáh	keuyecopáh	three	k e u j e c o p !á/a ʔ	2052		k e u j e c o p !á/a ʔ	Martius: 3
3122	Pebas	tamoimansa	tamoimansa	three	t a m o i m a n s a	2043		t a m o i m a n s a	Martius: 3
3188	MiranhaCarapana-Tapuya	söckössí	söckössí	three	s !ö/o k !ö/o s s !í/i	2039		s !ö/o k !ö/o s s !í/i	Martius: 3
3338	Shiwilu	kala	kala	three	k a l a	2035		- k a l a	
3521	Shuar	menáintiu	menáintiu	three	m ɨ n !ái/ei n t i u	2045		m ɨ n !ái/ei n t i u	
3565	Chibito	útsi	útsi	three	!ú/u ts i	2036		!ú/u ts i	Tessmann: drei
3584	Omurano	ononṍ̠o̠n	ononṍ̠o̠n	three	o n o n !ṍ̠/o !o̠/o n	2042		o n o n !ṍ̠/o !o̠/o n	Tessmann: drei
3643	Tequiraca	akū́wa	akū́wa	three	a k !ū́/u w a	2035		a k !ū́/u w a	Tessmann: drei
3656	Yameo	kin̊sắ (von kimsa Ketsch.)	kin̊sắ	three	k i !n̊/n s !ắ/a	2039		- - k i !n̊/n s !ắ/a	Tessmann: drei
3910	Wampis	kampatum	kampatum	three	k a m p a t u m	2031		k a m p a t u m	
4248	Yagua	mumuri̠	mumuri̠	three	m u m u r !i̠/i	2048		m u m u r !i̠/i	
4463	Yanesha	maˀpa	maˀpa	three	m a ʔ p a	2049		m a ʔ p a	
4594	Zaparo	aymukamara	aymukamara	three	ai m u k a m a r a	2050		ai m u k a m a r a	
#
14	Iquito	sɨ́ɨni	sɨ́ɨni	to bite	s !ɨ́ɨ/ɨː n i	2055		s !ɨ́ɨ/ɨː - n i -	bite
341	Ocaina	aanɯ̃	aanɯ̃	to bite	aː n !ɯ̃/ɯ	2060		aː - n - - !ɯ̃/ɯ	
538	Resigaro	em̥ú	em̥ú	to bite	e m̥ !ú/u	2061		e m̥ !ú/u	
733	WitotoMinica	aɯníde	aɯníde	to bite	a ɯ n !í/i d e	2060		a ɯ n !í/i d e	
946	WitotoMurui	aɯnide	aɯnide	to bite	aɯ n i d e	2060		aɯ - n i d e	
1152	WitotoNipode	aɯníde	aɯníde	to bite	a ɯ n !í/i d e	2060		a ɯ n !í/i d e	
1265	Aguaruna	ɨsat	ɨsat	to bite	ɨ s a t	2054		ɨ s a - t -	
1398	Arabela	saaniu	saaniu	to bite	s aː n i u	2055		s aː - n i u	
1529	Candoshi-Shapra	kapoʈʂomaama	kapoʈʂomaama	to bite	k a p o ʈʂ o m aː m a	2057		k a p o ʈʂ o m aː m a	
1639	Chayahuita	kɨtɨɾin	kɨtɨɾin	to bite	k ɨ t ɨ ɾ i n	2058		k ɨ t ɨ ɾ i n	
1766	Muniche	ʂa	ʂa	to bite	ʂ a	2059		ʂ a	
1886	Taushiro	aʔxo	aʔxo	to bite	a ʔ x o	2063		a ʔ x o	
1989	Waorani	pokæ̃	pokæ̃	to bite	p o k !æ̃/æ	2065		p o k !æ̃/æ	
2331	Proto-Bora-Muinane	eeʔdu-	eeʔdu-	to bite	e e ʔ d u	2056		e e ʔ - d u	
2332	Bora	ɨʔto	ɨʔto	to bite	ɨ ʔ t o	2056		ɨ - ʔ - t o	
2333	Muinane	éédu-	éédu-	to bite	!é/e !é/e d u	2056		!é/e - - !é/e d u	
2573	AchuarShiwiar	sákratin	sákratin	to bite	s !á/a k r a t i n	2053		s !á/a k r a t i n	Phonological alternation: esáitin,esákatrin
3203	Shiwilu	kitek’apalli	kitek’apalli	to bite	k i tˀ ə k ʔ a p a ʎ i	2062		k i tˀ ə k ʔ a p a ʎ i	
3382	Shuar	esá-i	esá-i	to bite	ɨ s !á/a i	2054		ɨ s !á/a - - i	
3753	Urarina	kal̪aá	kal̪aá	to bite	k a l a !á/a	2064		k a l a !á/a	
3976	Wampis	esait	esait	to bite	e s a i t	2054		e s a i t -	
4196	Yagua	yasu̠	yasu̠	to bite	j a s !u̠/u	2066		j a s !u̠/u	
4402	Yanesha	at͡ʃɻeɲet͡s	at͡ʃɻeɲet͡s	to bite	a tʃ ɻ e ɲ e ts	2067		a tʃ ɻ e ɲ e ts	
4489	Zaparo	tsainyu	tsainyu	to bite	ts a i ɲ u	2055		ts a i ɲ u -	
#
17	Iquito	núuni	núuni	to blow (of wind)	n !úu/uː n i	2069		n !úu/uː n i -	blow or blow on something
438	Ocaina	ɸooɸo	ɸooɸo	to blow (of wind)	ɸ oː ɸ o	2073		ɸ oː ɸ o	
439	Ocaina	hɯɯʔxa	hɯɯʔxa	to blow (of wind)	h ɯː ʔ x a	2082		h ɯː ʔ x a	
610	Resigaro	ɸóo kʰú	ɸóo kʰú	to blow (of wind)	ɸ !óo/oː kʰ !ú/u	2074		ɸ !óo/oː kʰ !ú/u	
829	WitotoMinica	haiɲóde	haiɲóde	to blow (of wind)	h a i ɲ !ó/o d e	2079		h a i ɲ !ó/o d e	
830	WitotoMinica	ɸúude	ɸúude	to blow (of wind)	ɸ !úu/uː d e	2079		ɸ !úu/uː - - - d e	
1034	WitotoMurui	ɸuride	ɸuride	to blow (of wind)	ɸ u r i d e	2079		ɸ u - r i d e	
1035	WitotoMurui	hɯɯde	hɯɯde	to blow (of wind)	h ɯː d e	2080		h ɯː d e	
1036	WitotoMurui	ɸiraide	ɸiraide	to blow (of wind)	ɸ i r ai d e	2079		ɸ i - r ai d e	
1037	WitotoMurui	θaɯrɯride	θaɯrɯride	to blow (of wind)	θ aɯ r ɯ r i d e	2083		θ aɯ r ɯ r i d e	
1038	WitotoMurui	betaride	betaride	to blow (of wind)	b e t a r i d e	2084		b e t a r i d e	
1242	WitotoNipode	haiɲóde	haiɲóde	to blow (of wind)	h a i ɲ !ó/o d e	2079		h a i ɲ !ó/o d e	
1243	WitotoNipode	púunoɗe	púunoɗe	to blow (of wind)	p !úu/uː n o ɗ e	2079		p !úu/uː - n o ɗ e	
1268	Aguaruna	umpuut	umpuut	to blow (of wind)	ʊ m p ʊː t	2068		ʊ m p ʊː t - -	
1401	Arabela	nooniu	nooniu	to blow (of wind)	n oː n i u	2069		n oː n i u	
