ID	CONCEPT_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOCODE	CONCEPT_CONCEPTICON_ID	COMMENT	FAMILY	SUBGROUP	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID	COGIDS	ALIGNMENT	MORPHEMES	STRUCTURE
1581	82_tokill	to kill	Arabela	Arabela	monu	monu	m o n u		1417		Zaparoan	Zaparoan	4 7 4 7	AXBZ	MUNY	4	4.M.C 4.U.V 4.N.C 4.Y.V	2.0 1.5 1.75 0.8	monu	0	2500	4167	- m o n u	m o n u	c v c v
1706	82_tokill	to kill	Candoshi-Shapra	Candoshi-Shapra	patʃamaama	patʃamaama	p a tʃ a m aː m a		1417		Candoshi-Shapra	Isolate	1 7 1 7 4 7 4 7	AXBYBYBZ	PATAMAMA	6	6.P.C 6.A.V 6.T.C 6.A.V 6.M.C 6.A.V 6.M.C 6.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	patʃamaːma	0	2502	4171	p a tʃ a m aː m a	p a tʃ a m aː m a	c v c v c v c v
1823	82_tokill	to kill	Chayahuita	Shawi	tɨpaɾin	tɨpaɾin	t ɨ p a ɾ i n		1417		Cahuapanan	Cahuapanan	1 7 1 7 5 7 4	AXBYBYN	TIPARIN	8	8.T.C 8.I.V 8.P.C 8.A.V 8.R.C 8.I.V 8.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	tɨpaɾin	0	2504	4175	t ɨ p a ɾ i n	t ɨ p a ɾ i n	c v c v c v c
1949	82_tokill	to kill	Muniche	Muniche	pi	pi	p i		1417		Muniche	Isolate	1 7	AX	PI	15	15.P.C 15.I.V	2.0 1.5	pi	0	2508	4179	p i	p i	c v
2188	82_tokill	to kill	Waorani	Sabela	wæ̃dõ	wæ̃dõ	w æ d o		1417		Waorani	Isolate	6 7 1 7	AXBZ	WETU	28	28.W.C 28.E.V 28.T.C 28.U.V	2.0 1.5 1.75 0.8	wædo	0	2515	4190	w æ d o	w æ d o	c v c v
2520	82_tokill	to kill	Bora	Bora	ʦɨ́hɨ-βé-ʦʰo	ʦɨ́hɨ-βé-ʦʰo	ts ɨ h ɨ + β ɛ + tsʰ o		1417		Boran	Boran	2 7 3 7 9 3 7 9 2 7	AXBZ_AX_AX	CIHI_BE_CU	5	5.C.C 5.I.V 5.H.C 5.I.V 5._._ 5.B.C 5.E.V 5._._ 5.C.C 5.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5	tsɨhɨ+βɛ+tsʰo	0	2501	4168 4169 4170	ts ɨ h - - - - ɨ + β ɛ + tsʰ o	ts ɨ h ɨ + β ɛ + tsʰ o	c v c v + c v + c v
2521	82_tokill	to kill	Muinane	Muinane	gíhéβesu-ʔi	gíhéβesu-ʔi	g i h e β e s u + ʔ i		1417		Boran	Boran	1 7 3 7 3 7 3 7 9 1 7	AXBYBYBZ_AX	KIHEBESY_HI	14	14.K.C 14.I.V 14.H.C 14.E.V 14.B.C 14.E.V 14.S.C 14.Y.V 14._._ 14.H.C 14.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8 0.0 2.0 1.5	giheβesu+ʔi	0	2507	4168 4178	g i h e β e s u + ʔ i	g i h e β e s u + ʔ i	c v c v c v c v + c v
2812	82_tokill	to kill	AchuarShiwiar	Achuar	máatin	máatin	m aː t i n		1417		Chicham	Chicham	4 7 1 7 4	AXBYN	MATIN	1	1.M.C 1.A.V 1.T.C 1.I.V 1.N.c	2.0 1.5 1.75 1.3 0.8	maːtin	0	2499	4166	m aː t i n - -	m aː t i n	c v c v c
3433	82_tokill	to kill	Shiwilu	Jebero	di’apalli	di’apalli	ð i ʔ a p a ʎ i		1417		Cahuapanan	Cahuapanan	3 7 1 7 1 7 5 7	AXBYBYBZ	DIHAPALI	21	21.D.C 21.I.V 21.H.C 21.A.V 21.P.C 21.A.V 21.L.C 21.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	ðiʔapaʎi	0	2512	4186	ð i ʔ a p a ʎ i	ð i ʔ a p a ʎ i	c v c v c v c v
3615	82_tokill	to kill	Shuar	Shuar	ma-a	ma-a	m a + a		1417		Chicham	Chicham	4 7 9 7	AX_X	MA_A	22	22.M.C 22.A.V 22._._ 22.A.V	2.0 1.5 0.0 1.5	ma+a	0	2499	4166 4187	m a - - - - - + a	m a + a	c v + v
3936	82_tokill	to kill	Urarina	Urarina	aʰt̪eiɲãã́	aʰt̪eiɲãã́	a̤ t e i ɲ a a		1417		Urarina	Isolate	7 1 7 7 4 7 7	XBYYBYZ	ATEINAA	26	26.A.V 26.T.C 26.E.V 26.I.V 26.N.C 26.A.V 26.A.V	1.5 1.75 1.3 1.3 1.75 1.3 0.8	a̤teiɲaa	0	2514	4189	a̤ t e i ɲ a a	a̤ t e i ɲ a a	v c v v c v v
4165	82_tokill	to kill	Wampis	Huambisa	maat	maat	m aː t		1417		Chicham	Chicham	4 7 1	AXN	MAT	27	27.M.C 27.A.V 27.T.c	2.0 1.5 0.8	maːt	0	2499	4166	m aː t - - - -	m aː t	c v c
4345	82_tokill	to kill	Yagua	Yagua	yaway	yaway	j a w a j		1417		Peba-Yagua	Peba-Yagua	6 7 6 7 6	AXBYN	JAWAJ	32	32.J.C 32.A.V 32.W.C 32.A.V 32.J.c	2.0 1.5 1.75 1.3 0.8	jawaj	0	2517	4192	j a w a j	j a w a j	c v c v c
4396	82_tokill	to kill	Yagua	Yagua	suwañi	suwañi	s u w a ɲ i		1417		Peba-Yagua	Peba-Yagua	3 7 6 7 4 7	AXBYBZ	SYWANI	32	32.S.C 32.Y.V 32.W.C 32.A.V 32.N.C 32.I.V	2.0 1.5 1.75 1.3 1.75 0.8	suwaɲi	1	2518	4193	s u w a ɲ i	s u w a ɲ i	c v c v c v
4608	82_tokill	to kill	Yanesha	Yanesha'	mɨseɲet͡s	mɨseɲet͡s	m ɨ s e ɲ e ts		1417		Arawakan	Arawakan	4 7 3 7 4 7 2	AXBYBYN	MISENEC	34	34.M.C 34.I.V 34.S.C 34.E.V 34.N.C 34.E.V 34.C.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	mɨseɲets	0	2499	4166	m ɨ s e ɲ e ts	m ɨ s e ɲ e ts	c v c v c v c
4716	82_tokill	to kill	Zaparo	Záparo	amunu	amunu	a m u n u		1417		Zaparoan	Zaparoan	7 4 7 4 7	XBYBZ	AMYNY	35	35.A.V 35.M.C 35.Y.V 35.N.C 35.Y.V	1.5 1.75 1.3 1.75 0.8	amunu	0	2500	4167	a m u n u	a m u n u	v c v c v
81	83_toknowfacts	to know (facts)	Iquito	Iquito	nakusíìnì	nakusíìnì	n a k u s iː n i		1410		Zaparoan	Zaparoan	4 7 1 7 3 7 4 7	AXBYBYBZ	NAKYSINI	11	11.N.C 11.A.V 11.K.C 11.Y.V 11.S.C 11.I.V 11.N.C 11.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	nakusiːni	0	2520	4209	n a k u s iː n i	n a k u s iː n i	c v c v c v c v
478	83_toknowfacts	to know (facts)	Ocaina	Ocaina	ááxa	ááxa	aː x a		1410		Huitotoan	Huitotoan	7 3 7	XBZ	AGA	16	16.A.V 16.G.C 16.A.V	1.5 1.75 0.8	aːxa	0	2521	4210	aː x a	aː x a	v c v
479	83_toknowfacts	to know (facts)	Ocaina	Ocaina	ooroha	ooroha	oː r o h a		1410		Huitotoan	Huitotoan	7 5 7 3 7	XBYBZ	URUHA	16	16.U.V 16.R.C 16.U.V 16.H.C 16.A.V	1.5 1.75 1.3 1.75 0.8	oːroha	0	2528	4218	oː r o h a	oː r o h a	v c v c v
670	83_toknowfacts	to know (facts)	Resigaro	Resígaro	manaá tóʔ	manaá tóʔ	m a n aː + t o ʔ		1410		Arawakan	Arawakan	4 7 4 7 9 1 7 1	AXBZ_AXN	MANA_TUH	20	20.M.C 20.A.V 20.N.C 20.A.V 20._._ 20.T.C 20.U.V 20.H.c	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	manaː+toʔ	0	2522	4211 4212	m a n aː + t o ʔ	m a n aː + t o ʔ	c v c v + c v c
866	83_toknowfacts	to know (facts)	WitotoMinica	Minica Huitoto	onóde	onóde	o n o d e		1410		Huitotoan	Huitotoan	7 4 7 1 7	XBYBZ	UNUTE	29	29.U.V 29.N.C 29.U.V 29.T.C 29.E.V	1.5 1.75 1.3 1.75 0.8	onode	0	2525	4215	o n o d e	o n o d e	v c v c v
1080	83_toknowfacts	to know (facts)	WitotoMurui	Murui Huitoto	uiɲote	uiɲote	ui ɲ o t e		1410		Huitotoan	Huitotoan	7 4 7 1 7	XBYBZ	YNUTE	30	30.Y.V 30.N.C 30.U.V 30.T.C 30.E.V	1.5 1.75 1.3 1.75 0.8	uiɲote	0	2525	4215	ui ɲ o t e	ui ɲ o t e	v c v c v
1285	83_toknowfacts	to know (facts)	WitotoNipode	Nüpode Huitoto	onóde	onóde	o n o d e		1410		Huitotoan	Huitotoan	7 4 7 1 7	XBYBZ	UNUTE	31	31.U.V 31.N.C 31.U.V 31.T.C 31.E.V	1.5 1.75 1.3 1.75 0.8	onode	0	2525	4215	o n o d e	o n o d e	v c v c v
2813	83_toknowfacts	to know (facts)	AchuarShiwiar	Achuar	nekáatin	nekáatin	n ɨ k aː t i n		1410		Chicham	Chicham	4 7 1 7 1 7 4	AXBYBYN	NIKATIN	1	1.N.C 1.I.V 1.K.C 1.A.V 1.T.C 1.I.V 1.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	nɨkaːtin	0	2519	4208	n ɨ k aː t i n	n ɨ k aː t i n	c v c v c v c
3434	83_toknowfacts	to know (facts)	Shiwilu	Jebero	ñinchitapalli	ñinchitapalli	ɲ i n dʒ i t a p a ʎ i		1410		Cahuapanan	Cahuapanan	4 7 4 1 7 1 7 1 7 5 7	AXMBYBYBYBZ	NINTITAPALI	21	21.N.C 21.I.V 21.N.c 21.T.C 21.I.V 21.T.C 21.A.V 21.P.C 21.A.V 21.L.C 21.I.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	ɲindʒitapaʎi	0	2523	4213	ɲ i n dʒ i t a p a ʎ i	ɲ i n dʒ i t a p a ʎ i	c v c c v c v c v c v
3616	83_toknowfacts	to know (facts)	Shuar	Shuar	neká-	neká-	n ɨ k a		1410		Chicham	Chicham	4 7 1 7	AXBZ	NIKA	22	22.N.C 22.I.V 22.K.C 22.A.V	2.0 1.5 1.75 0.8	nɨka	0	2519	4208	n ɨ k a - - -	n ɨ k a	c v c v
3979	83_toknowfacts	to know (facts)	Urarina	Urarina	kuiʰt̪ɨkɨn̪ãã́	kuiʰt̪ɨkɨn̪ãã́	k u i̤ t ɨ k ɨ n a a		1410		Urarina	Isolate	1 7 7 1 7 1 7 4 7 7	AXYBYBYBYZ	KYITIKINAA	26	26.K.C 26.Y.V 26.I.V 26.T.C 26.I.V 26.K.C 26.I.V 26.N.C 26.A.V 26.A.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.75 1.3 0.8	kui̤tɨkɨnaa	0	2524	4214	k u i̤ t ɨ k ɨ n a a	k u i̤ t ɨ k ɨ n a a	c v v c v c v c v v
4158	83_toknowfacts	to know (facts)	Wampis	Huambisa	nekat	nekat	n e k a t		1410		Chicham	Chicham	4 7 1 7 1	AXBYN	NEKAT	27	27.N.C 27.E.V 27.K.C 27.A.V 27.T.c	2.0 1.5 1.75 1.3 0.8	nekat	0	2519	4208	n e k a t - -	n e k a t	c v c v c
4363	83_toknowfacts	to know (facts)	Yagua	Yagua	ya̠datya	ya̠datya	j a d a tʲ a		1410		Peba-Yagua	Peba-Yagua	6 7 1 7 1 7	AXBYBZ	JATATA	32	32.J.C 32.A.V 32.T.C 32.A.V 32.T.C 32.A.V	2.0 1.5 1.75 1.3 1.75 0.8	jadatʲa	0	2526	4216	j a d a tʲ a	j a d a tʲ a	c v c v c v
4575	83_toknowfacts	to know (facts)	Yanesha	Yanesha'	eɲoteɲets	eɲoteɲets	e ɲ o t e ɲ e ts		1410		Arawakan	Arawakan	7 4 7 1 7 4 7 2	XBYBYBYN	ENUTENEC	34	34.E.V 34.N.C 34.U.V 34.T.C 34.E.V 34.N.C 34.E.V 34.C.c	1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	eɲoteɲets	0	2527	4217	e ɲ o t e ɲ e ts	e ɲ o t e ɲ e ts	v c v c v c v c
4717	83_toknowfacts	to know (facts)	Zaparo	Záparo	aytɨnu	aytɨnu	ai t ɨ n u		1410		Zaparoan	Zaparoan	7 1 7 4 7	XBYBZ	ATINY	35	35.A.V 35.T.C 35.I.V 35.N.C 35.Y.V	1.5 1.75 1.3 1.75 0.8	aitɨnu	0	2527	4217	- - ai t ɨ n u -	ai t ɨ n u	v c v c v
83	85_tolaugh	to laugh	Iquito	Iquito	satáani	satáani	s a t aː n i		1355	laugh	Zaparoan	Zaparoan	3 7 1 7 4 7	AXBYBZ	SATANI	11	11.S.C 11.A.V 11.T.C 11.A.V 11.N.C 11.I.V	2.0 1.5 1.75 1.3 1.75 0.8	sataːni	0	2535	4233	s a - t aː n i -	s a t aː n i	c v c v c v
249	85_tolaugh	to laugh	Ticuna	Ticuna	kú	kú	k u		1355	laugh	Ticuna-Yuri	Ticuna-Yuri	1 7	AX	KY	25	25.K.C 25.Y.V	2.0 1.5	ku	0	2538	4236	k u	k u	c v
1445	85_tolaugh	to laugh	Aguaruna	Aguaruna	duʃiamu	duʃiamu	d ʊ ʃ i a m ʊ		1355		Chicham	Chicham	1 7 3 7 7 4 7	AXBYYBZ	TYSIAMY	2	2.T.C 2.Y.V 2.S.C 2.I.V 2.A.V 2.M.C 2.Y.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	dʊʃiamʊ	0	2530	4226	d ʊ ʃ i a m ʊ	d ʊ ʃ i a m ʊ	c v c v v c v
1582	85_tolaugh	to laugh	Arabela	Arabela	soɾekwenu	soɾekwenu	s o ɾ ɨ k uɨ n u		1355		Zaparoan	Zaparoan	3 7 5 7 1 7 4 7	AXBYBYBZ	SURIKYNY	4	4.S.C 4.U.V 4.R.C 4.I.V 4.K.C 4.Y.V 4.N.C 4.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	soɾɨkuɨnu	0	2531	4227	s o ɾ ɨ k uɨ n u	s o ɾ ɨ k uɨ n u	c v c v c v c v
1707	85_tolaugh	to laugh	Candoshi-Shapra	Candoshi-Shapra	stamaama	stamaama	s t a m aː m a		1355		Candoshi-Shapra	Isolate	3 1 7 4 7 4 7	ACYBYBZ	STAMAMA	6	6.S.C 6.T.C 6.A.V 6.M.C 6.A.V 6.M.C 6.A.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	stamaːma	0	2532	4228	s t a m aː m a	s t a m aː m a	c c v c v c v
1824	85_tolaugh	to laugh	Chayahuita	Shawi	winaɾin	winaɾin	w i n a ɾ i n		1355		Cahuapanan	Cahuapanan	6 7 4 7 5 7 4	AXBYBYN	WINARIN	8	8.W.C 8.I.V 8.N.C 8.A.V 8.R.C 8.I.V 8.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	winaɾin	0	2534	4232	w i n a ɾ i n	w i n a ɾ i n	c v c v c v c
1950	85_tolaugh	to laugh	Muniche	Muniche	ʈʂaʂti	ʈʂaʂti	ʈʂ a ʂ t i		1355		Muniche	Isolate	2 7 3 1 7	AXMBZ	CASTI	15	15.C.C 15.A.V 15.S.c 15.T.C 15.I.V	2.0 1.5 1.1 1.75 0.8	ʈʂaʂti	0	2536	4234	ʈʂ a ʂ t i	ʈʂ a ʂ t i	c v c c v
2189	85_tolaugh	to laugh	Waorani	Sabela	ka_ka_to	ka_ka_to	k a + k a + t o		1355		Waorani	Isolate	1 7 9 1 7 9 1 7	AX_AX_AX	KA_KA_TU	28	28.K.C 28.A.V 28._._ 28.K.C 28.A.V 28._._ 28.T.C 28.U.V	2.0 1.5 0.0 2.0 1.5 0.0 2.0 1.5	ka+ka+to	0	2541	4236 4239 4240	k a + k a + t o	k a + k a + t o	c v + c v + c v
2815	85_tolaugh	to laugh	AchuarShiwiar	Achuar	wishírtin	wishírtin	v i ʃ i r t i n		1355		Chicham	Chicham	3 7 3 7 5 1 7 4	AXBYMBYN	BISIRTIN	1	1.B.C 1.I.V 1.S.C 1.I.V 1.R.c 1.T.C 1.I.V 1.N.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	viʃirtin	0	2529	4225	v i ʃ i r t i n	v i ʃ i r t i n	c v c v c c v c
3436	85_tolaugh	to laugh	Shiwilu	Jebero	yamerapalli	yamerapalli	j a m ə ɾ a p a ʎ i		1355		Cahuapanan	Cahuapanan	6 7 4 7 5 7 1 7 5 7	AXBYBYBYBZ	JAMERAPALI	21	21.J.C 21.A.V 21.M.C 21.E.V 21.R.C 21.A.V 21.P.C 21.A.V 21.L.C 21.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	jaməɾapaʎi	0	2537	4235	j a m ə ɾ a p a ʎ i	j a m ə ɾ a p a ʎ i	c v c v c v c v c v
3937	85_tolaugh	to laugh	Urarina	Urarina	en̪ũãn̪ãã́	en̪ũãn̪ãã́	e n u a n a a		1355		Urarina	Isolate	7 4 7 7 4 7 7	XBYYBYZ	ENYANAA	26	26.E.V 26.N.C 26.Y.V 26.A.V 26.N.C 26.A.V 26.A.V	1.5 1.75 1.3 1.3 1.75 1.3 0.8	enuanaa	0	2539	4237	e n u a n a a	e n u a n a a	v c v v c v v
4155	85_tolaugh	to laugh	Wampis	Huambisa	wishikat	wishikat	w i ʃ i k a t		1355		Chicham	Chicham	6 7 3 7 1 7 1	AXBYBYN	WISIKAT	27	27.W.C 27.I.V 27.S.C 27.I.V 27.K.C 27.A.V 27.T.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	wiʃikat	0	2540	4238	w i ʃ i k a t	w i ʃ i k a t	c v c v c v c
4369	85_tolaugh	to laugh	Yagua	Yagua	yatodi	yatodi	j a t o d i		1355		Peba-Yagua	Peba-Yagua	6 7 1 7 1 7	AXBYBZ	JATUTI	32	32.J.C 32.A.V 32.T.C 32.U.V 32.T.C 32.I.V	2.0 1.5 1.75 1.3 1.75 0.8	jatodi	0	2542	4241	j a t o d i	j a t o d i	c v c v c v
4581	85_tolaugh	to laugh	Yanesha	Yanesha'	tʃeˀteɲets	tʃeˀteɲets	tʃ e ʔ t e ɲ e ts		1355		Arawakan	Arawakan	1 7 1 1 7 4 7 2	AXMBYBYN	TEHTENEC	34	34.T.C 34.E.V 34.H.c 34.T.C 34.E.V 34.N.C 34.E.V 34.C.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	tʃeʔteɲets	0	2535	4233	tʃ e ʔ t e ɲ e ts	tʃ e ʔ t e ɲ e ts	c v c c v c v c
4719	85_tolaugh	to laugh	Zaparo	Záparo	tsutanu	tsutanu	ts u t a n u		1355		Zaparoan	Zaparoan	2 7 1 7 4 7	AXBYBZ	CYTANY	35	35.C.C 35.Y.V 35.T.C 35.A.V 35.N.C 35.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	tsutanu	0	2535	4233	ts u - t a n u -	ts u t a n u	c v c v c v
88	89_tolie	to lie	Iquito	Iquito	iwɨɨtáani	iwɨɨtáani	i w ɨː t aː n i		1411	be lying down	Zaparoan	Zaparoan	7 6 7 1 7 4 7	XBYBYBZ	IWITANI	11	11.I.V 11.W.C 11.I.V 11.T.C 11.A.V 11.N.C 11.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	iwɨːtaːni	0	2545	4248	i w ɨː t aː n i	i w ɨː t aː n i	v c v c v c v
253	89_tolie	to lie	Ticuna	Ticuna	kā	kā	k a		1411	lie	Ticuna-Yuri	Ticuna-Yuri	1 7	AX	KA	25	25.K.C 25.A.V	2.0 1.5	ka	1	2546	4249	k a	k a	c v
2819	89_tolie	to lie	AchuarShiwiar	Achuar	tepéstin	tepéstin	t ɨ p ɨ s t i n		1411		Chicham	Chicham	1 7 1 7 3 1 7 4	AXBYMBYN	TIPISTIN	1	1.T.C 1.I.V 1.P.C 1.I.V 1.S.c 1.T.C 1.I.V 1.N.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	tɨpɨstin	0	2543	4246	t ɨ p ɨ s t i n	t ɨ p ɨ s t i n	c v c v c c v c
3620	89_tolie	to lie	Shuar	Shuar	tepesma	tepesma	t ɨ p ɨ s m a		1411		Chicham	Chicham	1 7 1 7 3 4 7	AXBYBCZ	TIPISMA	22	22.T.C 22.I.V 22.P.C 22.I.V 22.S.C 22.M.C 22.A.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	tɨpɨsma	0	2543	4246	t ɨ p ɨ s m a -	t ɨ p ɨ s m a	c v c v c c v
4055	89_tolie	to lie	Urarina	Urarina	n̪ẽl̪ud̺án̪ã	n̪ẽl̪ud̺án̪ã	n e l u d a n a		1411		Urarina	Isolate	4 7 5 7 1 7 4 7	AXBYBYBZ	NELYTANA	26	26.N.C 26.E.V 26.L.C 26.Y.V 26.T.C 26.A.V 26.N.C 26.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	neludana	0	2547	4250	n e l u d a n a	n e l u d a n a	c v c v c v c v
4177	89_tolie	to lie	Wampis	Huambisa	tepet	tepet	t e p e t		1411		Chicham	Chicham	1 7 1 7 1	AXBYN	TEPET	27	27.T.C 27.E.V 27.P.C 27.E.V 27.T.c	2.0 1.5 1.75 1.3 0.8	tepet	0	2543	4246	t e p e - t - -	t e p e t	c v c v c
4561	89_tolie	to lie	Yanesha	Yanesha'	pʲaneɲets	pʲaneɲets	pʲ a n e ɲ e ts		1411		Arawakan	Arawakan	1 7 4 7 4 7 2	AXBYBYN	PANENEC	34	34.P.C 34.A.V 34.N.C 34.E.V 34.N.C 34.E.V 34.C.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	pʲaneɲets	0	2548	4251	pʲ a n e ɲ e ts	pʲ a n e ɲ e ts	c v c v c v c
9	90_tolive	to live	Iquito	Iquito	iwíini	iwíini	i w iː n i		1422	live	Zaparoan	Zaparoan	7 6 7 4 7	XBYBZ	IWINI	11	11.I.V 11.W.C 11.I.V 11.N.C 11.I.V	1.5 1.75 1.3 1.75 0.8	iwiːni	0	2550	4256	i w iː n i -	i w iː n i	v c v c v
574	90_tolive	to live	Ocaina	Ocaina	hiitʲóra ĩĩ	hiitʲóra ĩĩ	h iː tʲ o r a + i i		1422		Huitotoan	Huitotoan	3 7 1 7 5 7 9 7 7	AXBYBZ_XZ	HITURA_II	16	16.H.C 16.I.V 16.T.C 16.U.V 16.R.C 16.A.V 16._._ 16.I.V 16.I.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 1.5 0.8	hiːtʲora+ii	0	2557	4265 4266	h iː tʲ o r a + i i	h iː tʲ o r a + i i	c v c v c v + v v
744	90_tolive	to live	Resigaro	Resígaro	an̥iigí	an̥iigí	a n̥ iː g i		1422		Arawakan	Arawakan	7 4 7 1 7	XBYBZ	ANIKI	20	20.A.V 20.N.C 20.I.V 20.K.C 20.I.V	1.5 1.75 1.3 1.75 0.8	an̥iːgi	0	2558	4267	a n̥ iː g i	a n̥ iː g i	v c v c v
965	90_tolive	to live	WitotoMinica	Minica Huitoto	káade	káade	k aː d e		1422		Huitotoan	Huitotoan	1 7 1 7	AXBZ	KATE	29	29.K.C 29.A.V 29.T.C 29.E.V	2.0 1.5 1.75 0.8	kaːde	0	2564	4273	k aː - - d e	k aː d e	c v c v
1175	90_tolive	to live	WitotoMurui	Murui Huitoto	kahede	kahede	k a h e d e		1422		Huitotoan	Huitotoan	1 7 3 7 1 7	AXBYBZ	KAHETE	30	30.K.C 30.A.V 30.H.C 30.E.V 30.T.C 30.E.V	2.0 1.5 1.75 1.3 1.75 0.8	kahede	0	2564	4273	k a h e d e	k a h e d e	c v c v c v
1380	90_tolive	to live	WitotoNipode	Nüpode Huitoto	káade	káade	k aː d e		1422		Huitotoan	Huitotoan	1 7 1 7	AXBZ	KATE	31	31.K.C 31.A.V 31.T.C 31.E.V	2.0 1.5 1.75 0.8	kaːde	0	2564	4273	k aː - - d e	k aː d e	c v c v
1381	90_tolive	to live	WitotoNipode	Nüpode Huitoto	híerede	híerede	h i e ɾ e d e		1422		Huitotoan	Huitotoan	3 7 7 5 7 1 7	AXYBYBZ	HIERETE	31	31.H.C 31.I.V 31.E.V 31.R.C 31.E.V 31.T.C 31.E.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	hieɾede	0	2567	4276	h i e ɾ e d e	h i e ɾ e d e	c v v c v c v
1448	90_tolive	to live	Aguaruna	Aguaruna	puhut	puhut	p ʊ h ʊ t		1422		Chicham	Chicham	1 7 3 7 1	AXBYN	PYHYT	2	2.P.C 2.Y.V 2.H.C 2.Y.V 2.T.c	2.0 1.5 1.75 1.3 0.8	pʊhʊt	0	2549	4255	p ʊ h ʊ - t - -	p ʊ h ʊ t	c v c v c
1585	90_tolive	to live	Arabela	Arabela	kwiniu	kwiniu	k i n i u		1422		Zaparoan	Zaparoan	1 7 4 7 7	AXBYZ	KINIY	4	4.K.C 4.I.V 4.N.C 4.I.V 4.Y.V	2.0 1.5 1.75 1.3 0.8	kiniu	0	2550	4256	- k i n i u	k i n i u	c v c v v
1710	90_tolive	to live	Candoshi-Shapra	Candoshi-Shapra	tamaama	tamaama	t a m aː m a		1422		Candoshi-Shapra	Isolate	1 7 4 7 4 7	AXBYBZ	TAMAMA	6	6.T.C 6.A.V 6.M.C 6.A.V 6.M.C 6.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tamaːma	0	2552	4259	t a m aː m a	t a m aː m a	c v c v c v
1827	90_tolive	to live	Chayahuita	Shawi	yaʔwɨɾin	yaʔwɨɾin	j a ʔ w ɨ ɾ i n		1422		Cahuapanan	Cahuapanan	6 7 1 6 7 5 7 4	AXBCYBYN	JAHWIRIN	8	8.J.C 8.A.V 8.H.C 8.W.C 8.I.V 8.R.C 8.I.V 8.N.c	2.0 1.5 1.75 1.5 1.3 1.75 1.3 0.8	jaʔwɨɾin	0	2553	4260	j a ʔ w ɨ ɾ i n	j a ʔ w ɨ ɾ i n	c v c c v c v c
1952	90_tolive	to live	Muniche	Muniche	ɾɨ	ɾɨ	ɾ ɨ		1422		Muniche	Isolate	5 7	AX	RI	15	15.R.C 15.I.V	2.0 1.5	ɾɨ	0	2556	4264	ɾ ɨ	ɾ ɨ	c v
2068	90_tolive	to live	Taushiro	Taushiro	inɨ	inɨ	i n ɨ		1422		Taushiro	Isolate	7 4 7	XBZ	INI	23	23.I.V 23.N.C 23.I.V	1.5 1.75 0.8	inɨ	0	2561	4270	i n ɨ	i n ɨ	v c v
2192	90_tolive	to live	Waorani	Sabela	kẽwẽ	kẽwẽ	k e w e		1422		Waorani	Isolate	1 7 6 7	AXBZ	KEWE	28	28.K.C 28.E.V 28.W.C 28.E.V	2.0 1.5 1.75 0.8	kewe	0	2563	4272	k e w e	k e w e	c v c v
2714	90_tolive	to live	Bora	Bora	póʔɨ́ɨ́-pe	póʔɨ́ɨ́-pe	p o ʔ ɨ ɨ + p ɛ		1422		Boran	Boran	1 7 1 7 7 9 1 7	AXBYZ_AX	PUHII_PE	5	5.P.C 5.U.V 5.H.C 5.I.V 5.I.V 5._._ 5.P.C 5.E.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5	poʔɨɨ+pɛ	0	2551	4257 4258	p o ʔ ɨ ɨ + p ɛ	p o ʔ ɨ ɨ + p ɛ	c v c v v + c v
