ID	STRUCTURE	FREQUENCY	AchuarShiwiar	Aguaruna	Arabela	Bora	Chayahuita	Iquito	Muinane	Ocaina	Resigaro	Shiwilu	Shuar	Urarina	Wampis	Waorani	WitotoMinica	WitotoMurui	WitotoNipode	Yagua	Yanesha	Zaparo	COGNATESETS	CONCEPTS
146	v	3	Ø	Ø	o	Ø	Ø	iː	Ø	Ø	Ø	-	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	1284:5, 4453:5, 1684:1	grass / in / to spit
156	v	3	Ø	Ø	-	a	Ø	aː	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	Ø	o	a	Ø	a	1603:5, 4147:4, 4167:0	how / to hunt (game) / to kill
63	v	2	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	-	o	-	Ø	Ø	Ø	1396:2, 1572:3	hand / here
65	v	2	Ø	Ø	Ø	Ø	Ø	Ø	Ø	o	Ø	Ø	Ø	Ø	Ø	Ø	e	e	e	Ø	Ø	Ø	3477:8, 3890:5	thick / to eat
84	v	2	Ø	Ø	Ø	Ø	-	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	a	-	-	Ø	Ø	Ø	1669:2, 2792:6	if / sea (ocean)
89	v	2	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɯ	e	ɯ	Ø	Ø	Ø	603:1, 2420:3	dirty / other
90	v	2	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ai	ai	a	Ø	Ø	Ø	1040:2, 3378:1	fire / that
92	v	2	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɯ	a	a	Ø	Ø	Ø	1669:4, 2150:1	if / near
96	v	2	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	o	-	o	Ø	Ø	Ø	2032:4, 4996:4	mountain / water
97	v	2	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	o	a	o	Ø	Ø	Ø	2164:3, 4556:3	neck / to suck
98	v	2	Ø	Ø	Ø	-	Ø	Ø	o	Ø	e	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	2195:3, 3370:3	new / that
99	v	2	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	e	ei	e	Ø	Ø	Ø	2353:0, 4191:1	old / to kill
100	v	2	Ø	Ø	o	Ø	Ø	uː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	4167:2, 4453:3	to kill / to spit
102	v	2	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	-	Ø	Ø	Ø	-	a	-	Ø	Ø	Ø	562:0, 4363:2	day (opposite of night rather than time measure) / to rub
104	v	2	Ø	Ø	Ø	Ø	Ø	Ø	Ø	oː	Ø	Ø	Ø	Ø	Ø	Ø	oː	oː	oː	Ø	Ø	Ø	930:1, 971:0	father / feather (larger feathers rather than down)
107	v	2	Ø	Ø	Ø	Ø	Ø	Ø	Ø	iː	Ø	Ø	Ø	Ø	Ø	Ø	e	i	e	Ø	Ø	Ø	1439:2, 2541:7	he / right (hand)
108	v	2	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	e	e	a	Ø	Ø	Ø	1439:5, 3378:3	he / that
112	v	2	Ø	Ø	-	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	o	-	3681:0, 3832:0	to breathe / to drink
142	v	2	Ø	Ø	uɨ	Ø	Ø	ɨː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	e	ɨ	3013:3, 3917:2	sleep / to fall (drop rather than topple)
169	v	1	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	aɯ	Ø	Ø	Ø	706:6	dust
170	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	u	-	Ø	Ø	Ø	787:4	earth (soil)
174	v	1	Ø	Ø	u	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	Ø	a	954:5	feather (larger feathers rather than down)
177	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	-	ɯ	Ø	Ø	Ø	1040:5	fire
179	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	-	ɯ	Ø	Ø	Ø	1165:1	fog
182	v	1	Ø	Ø	i	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	1284:1	grass
183	v	1	Ø	Ø	a	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	au	1284:3	grass
187	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	oː	Ø	Ø	Ø	Ø	Ø	Ø	oɯ	ɯ	oɯ	Ø	Ø	Ø	1396:4	hand
188	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	a	-	a	Ø	Ø	Ø	1439:0	he
189	v	1	Ø	Ø	Ø	i	Ø	Ø	i	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	1441:2	he
191	v	1	Ø	Ø	-	i	Ø	-	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	1466:3	head
193	v	1	Ø	Ø	iː	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	1542:2	heavy
196	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	e	o	o	Ø	Ø	Ø	1572:5	here
197	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	i	i	i	Ø	Ø	Ø	1635:3	husband
198	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	e	i	Ø	Ø	Ø	1669:1	if
201	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	iː	i	a	Ø	Ø	Ø	1745:1	leaf
204	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	e	ɯ	e	Ø	Ø	Ø	1787:9	left (hand)
205	v	1	Ø	Ø	o	Ø	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	1828:1	liver
212	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɯ	ɯ	u	Ø	Ø	Ø	1966:1	meat (flesh)
213	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɯ	ɯ	a	Ø	Ø	Ø	1966:3	meat (flesh)
215	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ai	i	ɯ	Ø	Ø	Ø	1966:5	meat (flesh)
217	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	e	ei	a	Ø	Ø	Ø	1997:0	mother
220	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ai	a	a	Ø	Ø	Ø	2032:1	mountain
221	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	i	i	Ø	Ø	Ø	2150:0	near
226	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	-	ai	Ø	Ø	Ø	2164:5	neck
227	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɯ	oɯ	o	Ø	Ø	Ø	2164:7	neck
233	v	1	Ø	Ø	u	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	2222:3	night
234	v	1	Ø	Ø	ua	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	2222:5	night
235	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	ɯː	-	ɯː	Ø	Ø	Ø	2229:2	night
237	v	1	Ø	Ø	a	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	2255:3	nose
238	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	iː	Ø	Ø	Ø	Ø	Ø	e	e	e	e	Ø	Ø	2303:2	not
240	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	a	e	Ø	Ø	Ø	2311:5	not
246	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	e	-	-	Ø	Ø	Ø	2541:3	right (hand)
248	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɯ	Ø	Ø	Ø	Ø	Ø	Ø	i	i	i	Ø	Ø	Ø	2567:4	river
251	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	ai	ai	Ø	Ø	Ø	2684:3	rotten (especially log)
258	v	1	Ø	Ø	Ø	Ø	-	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	a	ai	a	Ø	Ø	Ø	2792:3	sea (ocean)
262	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	i	i	Ø	Ø	Ø	2924:5	short
264	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	e	e	Ø	Ø	Ø	2924:7	short
267	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɯ	Ø	Ø	Ø	Ø	Ø	Ø	-	-	-	Ø	Ø	Ø	2986:1	sky
268	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	a	i	Ø	Ø	Ø	3059:1	small
270	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɯ	o	ɯ	Ø	Ø	Ø	3059:3	small
276	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɯː	ɯ	ɯː	Ø	Ø	Ø	3114:1	smooth
277	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	ɯ	-	Ø	Ø	Ø	3114:3	smooth
281	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	u	o	Ø	Ø	Ø	3182:4	star
287	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	e	e	ɯ	Ø	Ø	Ø	3408:5	there
289	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	a	-	a	Ø	Ø	Ø	3441:0	they
291	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɯː	Ø	Ø	Ø	Ø	Ø	Ø	e	i	e	Ø	Ø	Ø	3441:2	they
292	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	ɯ	ɯ	ɯ	Ø	Ø	Ø	3441:6	they
298	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	ɯ	ɯ	ɯ	Ø	Ø	Ø	3477:5	thick
300	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	iː	Ø	Ø	Ø	Ø	Ø	Ø	i	i	e	Ø	Ø	Ø	3529:1	this
301	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	e	e	a	Ø	Ø	Ø	3529:3	this
306	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	aː	a	a	Ø	Ø	Ø	3604:1	three
307	v	1	Ø	Ø	-	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	3622:2	to bite
310	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	o	i	o	-	Ø	Ø	3663:3	to blow (of wind)
321	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	u	ui	o	Ø	Ø	Ø	3890:2	to eat
324	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	ə	ai	i	Ø	Ø	Ø	3923:2	to fall (drop rather than topple)
326	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ui	ai	ui	Ø	Ø	Ø	3956:5	to fear
328	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	eː	eː	eː	Ø	Ø	Ø	4019:1	to fly
329	v	1	Ø	Ø	o	Ø	Ø	uː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	4068:1	to hear
333	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	o	-	-	Ø	Ø	Ø	4138:5	to hold (in hand)
340	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	o	ui	o	Ø	Ø	Ø	4215:0	to know (facts)
345	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	aː	a	aː	Ø	Ø	Ø	4273:1	to live
348	v	1	Ø	Ø	u	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	o	4453:7	to spit
353	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɯː	ɯː	ɯː	Ø	Ø	Ø	4609:0	to swim
360	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	-	i	-	Ø	Ø	Ø	4762:5	to walk
363	v	1	Ø	Ø	-	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	ɨ	Ø	Ø	Ø	Ø	Ø	-	Ø	u	4888:3	tree
365	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	ɯ	a	Ø	Ø	Ø	4996:1	water
366	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	ui	i	Ø	Ø	Ø	4996:5	water
370	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	o	o	o	Ø	Ø	Ø	5032:3	we
373	v	1	Ø	Ø	Ø	Ø	a	Ø	Ø	-	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	5085:1	what?
378	v	1	Ø	Ø	-	Ø	Ø	ɨː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	5110:1	when?
379	v	1	Ø	Ø	-	Ø	Ø	ɨː	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	5202:3	who?
382	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ai	a	ai	Ø	Ø	Ø	5248:2	wide
384	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	e	-	e	Ø	Ø	Ø	5248:6	wide
386	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	oː	Ø	Ø	Ø	Ø	Ø	Ø	i	i	i	Ø	Ø	Ø	5289:3	wind
387	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	o	Ø	Ø	Ø	Ø	Ø	Ø	o	o	oɯ	Ø	Ø	Ø	5289:5	wind
391	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	aɯ	i	Ø	Ø	Ø	5418:0	worm
392	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	oɯ	o	oɯ	Ø	Ø	Ø	5418:5	worm
393	v	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	oɯ	oɯ	aɯ	Ø	Ø	Ø	5453:4	ye
395	v	1	Ø	Ø	i	Ø	Ø	aː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	5475:6	year
62	v	2	uː	ʊː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	uː	Ø	uː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	306:1, 1465:1	big / head
161	v	1	uː	ʊ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	99:4	ashes
308	v	1	ui	ʊː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3649:3	to blow (of wind)
351	v	1	ua	ʊ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4593:3	to swim
9	v	51	u	ʊ	Ø	Ø	i	aː	i	ɯɯ	i	Ø	u	Ø	u	Ø	e	e	ai	u	Ø	u	99:1, 149:1, 149:4, 422:1, 467:2, 727:1, 771:1, 800:1, 1733:1, 2254:1, 2906:1, 3073:1, 3073:3, 3340:2, 3864:1, 4452:0, 4452:2, 4593:1, 4886:1, 5109:3, 5161:1, 5161:3, 5353:1, 502:0, 1158:1, 1218:6, 1347:3, 1799:3, 2159:1, 2959:1, 3208:1, 4286:3, 5435:2, 953:0, 1091:0, 1283:1, 2671:4, 3272:1, 3649:0, 4255:1, 4255:3, 2526:0, 2526:3, 381:1, 381:3, 523:1, 1562:1, 1603:1, 1984:2, 3226:2, 3522:3	ashes / back (person's) / black / blood / bone / child (young person rather than as relationship term) / cloud / ear / earth (soil) / egg / feather (larger feathers rather than down) / five / fog / four / grass / guts / here / how / leaf / leg / mother / neck / nose / right (hand) / rotten (especially log) / short / skin (person's) / smoke (of fire) / stick (of wood) / straight / tail / this / to blow (of wind) / to eat / to live / to play / to spit / to swim / tree / when? / white / woman / ye
147	v	10	u	ʊ	ɨː	Ø	o	ɨː	Ø	Ø	Ø	u	u	i	u	Ø	u	ui	u	e	Ø	-	534:0, 1165:0, 3085:0, 4503:2, 5120:3, 706:2, 1128:4, 1984:4, 4542:1, 5134:1	cloud / dust / flower / fog / mother / smoke (of fire) / to squeeze / to suck / when? / where?
131	v	9	u	ʊ	i	ɛ	Ø	a	o	aː	Ø	Ø	u	i	u	Ø	a	a	a	Ø	e	u	2567:2, 3477:3, 4077:1, 4640:1, 4762:1, 2090:1, 3368:2, 3524:2, 4233:1	name / river / that / thick / this / to hear / to laugh / to think / to walk
105	v	8	u	ʊ	ua	ɛ	Ø	a	o	ɯ	Ø	Ø	ɨ	Ø	e	Ø	ɯ	ɯ	ɯ	Ø	Ø	a	1390:0, 2048:3, 1284:7, 1889:3, 2255:5, 1685:3, 2090:5, 5133:1	grass / hand / in / louse / mouth / name / nose / where?
