ID	STRUCTURE	FREQUENCY	AchuarShiwiar	Aguaruna	Arabela	Bora	Chayahuita	Iquito	Muinane	Ocaina	Resigaro	Shiwilu	Shuar	Urarina	Wampis	Waorani	WitotoMinica	WitotoMurui	WitotoNipode	Yagua	Yanesha	Zaparo	COGNATESETS	CONCEPTS
313	c	1	n	t	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3680:8	to breathe
338	c	1	n	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	-	Ø	Ø	Ø	Ø	Ø	ɲ	Ø	4166:4	to kill
364	c	1	mʲ	m	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	m	Ø	m	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4925:2	two
6	c	29	m	m	Ø	Ø	m	Ø	Ø	-	Ø	m	m	Ø	m	Ø	Ø	Ø	Ø	Ø	Ø	Ø	130:2, 347:4, 1158:7, 1347:1, 1682:2, 1799:0, 1917:3, 1958:2, 3208:2, 3967:0, 5435:3, 422:2, 1316:2, 1774:0, 2193:2, 3469:8, 3680:0, 3831:1, 4621:7, 4886:2, 5231:7, 1888:2, 3554:3, 1852:5, 3583:2, 3583:7, 3649:1, 523:7, 5085:0	at / bird / blood / cloud / fog / green / guts / in / left (hand) / leg / long / louse / man (male human) / meat (flesh) / new / stick (of wood) / thick / thou / three / to blow (of wind) / to breathe / to drink / to fight / to think / tree / what? / wide / ye
42	c	29	m	m	Ø	m	m	-	m	m	Ø	m	m	Ø	m	Ø	m	m	m	Ø	m	-	135:0, 1334:0, 1526:2, 1551:0, 1689:0, 1899:3, 2164:2, 2207:2, 2311:2, 2353:4, 3322:4, 3604:2, 4138:0, 4191:0, 4501:1, 4639:2, 4945:0, 5453:1, 562:3, 930:0, 2567:1, 4762:0, 706:1, 1061:2, 2090:0, 2792:0, 2973:5, 4166:0, 4731:1	at / day (opposite of night rather than time measure) / dust / father / fish / green / heart / heavy / in / louse / name / neck / new / not / old / river / sea (ocean) / sky / sun / three / to hold (in hand) / to kill / to squeeze / to think / to vomit / to walk / two / ye
75	c	11	m	b	Ø	m	Ø	Ø	m	m̥	Ø	Ø	m	Ø	m	Ø	m	m	m	Ø	-	Ø	1465:0, 3073:0, 381:0, 2504:0, 1439:3, 2986:4, 3441:3, 4887:1, 2090:2, 3226:1, 4542:0	black / he / head / name / right (correct) / sky / smoke (of fire) / stick (of wood) / they / to suck / tree
134	c	10	m	-	n	ɲ	Ø	n	ɲ	Ø	Ø	Ø	-	n	m	Ø	Ø	Ø	Ø	Ø	ɲ	ɲ	1542:1, 2821:4, 3622:3, 3709:3, 4068:4, 4256:3, 1685:2, 2758:4, 4002:4, 4452:5	heavy / in / say / see / to bite / to come / to fly / to hear / to live / to spit
230	c	1	m	m	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	m	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	2193:6	new
355	c	1	kʲ	k	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	k	Ø	k	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4685:3	to tie
21	c	37	k	k	k	Ø	-	k	Ø	g	Ø	ɾ	k	Ø	k	Ø	b	-	b	Ø	tʲ	-	99:3, 467:1, 727:0, 771:3, 1255:3, 1316:4, 1465:2, 1827:1, 2221:0, 2366:2, 2366:6, 2407:2, 2608:0, 2608:3, 3073:2, 3243:0, 3340:3, 4452:4, 4593:2, 5231:3, 1158:5, 1218:7, 1799:2, 2159:0, 4208:2, 4286:2, 4755:2, 381:2, 523:5, 2671:0, 3583:0, 1061:4, 1984:3, 2504:4, 3044:2, 3923:0, 2222:4	ashes / black / bone / cloud / ear / earth (soil) / fish / fog / four / good / green / head / leg / liver / mother / neck / night / one / other / right (correct) / root / rotten (especially log) / small / smoke (of fire) / stone / tail / three / to fall (drop rather than topple) / to know (facts) / to play / to spit / to swim / to walk / wide
46	c	30	k	k	k	-	k	k	-	x	Ø	kʷ	k	k	k	Ø	k	k	k	Ø	mʷ	kʷ	1334:2, 1526:0, 1526:4, 1814:0, 2164:0, 2207:0, 2843:0, 3182:1, 3259:4, 3956:2, 4273:0, 4639:0, 4639:4, 4701:0, 4745:0, 4745:2, 5322:3, 629:3, 3477:4, 4077:0, 4077:2, 4640:3, 4762:2, 4785:2, 5032:0, 2:0, 1541:0, 2459:0, 3012:0, 3501:0	I / dog / green / heart / heavy / leg / neck / new / red / see / sleep / star / stone / thick / thin / to fear / to hear / to live / to think / to tie / to vomit / to walk / to wash / we / wing
122	c	16	k	Ø	k	kʷ	Ø	k	g	k	k	k	k	k	k	Ø	k	k	k	-	Ø	k	468:2, 1284:6, 1828:0, 2255:4, 2821:2, 3013:2, 3075:5, 4453:4, 5110:4, 221:3, 954:0, 1466:4, 1684:0, 5020:0, 5202:0, 5411:4	bark / bone / feather (larger feathers rather than down) / grass / head / in / liver / nose / see / sleep / smoke (of fire) / to spit / we / when? / who? / worm
79	c	7	k	-	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	-	Ø	-	Ø	-	-	-	Ø	Ø	Ø	4067:4, 5109:7, 3967:4, 4300:4, 1091:4, 4323:4, 4731:4	five / to fight / to hear / to pull / to push / to vomit / when?
81	c	7	k	k	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	k	Ø	k	Ø	g	g	g	Ø	Ø	Ø	230:1, 819:2, 971:1, 2656:1, 5339:2, 5418:2, 4542:2	bark / egg / feather (larger feathers rather than down) / rope / to suck / with (accompanying) / worm
148	c	3	k	k	Ø	Ø	k	Ø	Ø	Ø	Ø	g	k	Ø	k	Ø	k	k	-	Ø	Ø	Ø	706:3, 1128:3, 1966:2	dust / flower / meat (flesh)
200	c	1	k	k	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	k	Ø	p	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1733:2	leaf
316	c	1	k	k	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	-	Ø	k	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3775:2	to die
352	c	1	k	m	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	m	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4593:4	to swim
24	c	14	j	j	h	Ø	j	j	Ø	Ø	Ø	ð	j	Ø	j	Ø	Ø	Ø	Ø	Ø	Ø	j	99:0, 616:0, 2193:0, 3171:0, 3243:2, 3680:2, 3864:0, 4593:0, 5201:0, 523:0, 1128:0, 1158:0, 2973:2, 1284:2	ashes / cloud / dog / flower / fog / grass / new / sky / star / stone / to breathe / to eat / to swim / who?
12	c	44	h	h	Ø	Ø	k	Ø	h	h	ʔ	Ø	h	Ø	h	Ø	h	h	h	Ø	Ø	Ø	274:0, 405:0, 687:0, 750:0, 819:0, 1695:0, 1726:0, 1787:0, 2420:0, 2483:0, 2621:0, 2897:0, 3059:0, 3139:0, 3322:0, 3761:0, 3850:0, 3956:0, 4442:0, 4996:0, 629:0, 3477:0, 4785:0, 5289:0, 5332:0, 800:2, 833:0, 1019:0, 1390:3, 2254:2, 3340:1, 4685:0, 4925:0, 5161:2, 1347:4, 2159:5, 2598:0, 4300:0, 4781:2, 1091:3, 4255:2, 1541:2, 3522:2, 4526:2	belly / black / dog / dull (knife) / ear / egg / eye / fire / five / guts / hand / heavy / in / lake / left (hand) / neck / nose / other / red / road (or trail) / root / sharp (as knife) / small / snake / sun / tail / thick / this / to cut / to drink / to fear / to live / to pull / to smell (perceive odor) / to stand / to tie / to wash / two / water / white / wind / with (accompanying)
140	c	3	h	h	Ø	ʔ	Ø	Ø	ʔ	Ø	ʔ	Ø	h	Ø	h	Ø	Ø	Ø	Ø	Ø	Ø	Ø	2195:2, 3370:2, 3775:0	new / that / to die
141	c	2	h	j	Ø	-	Ø	Ø	-	Ø	Ø	Ø	h	Ø	h	Ø	Ø	Ø	Ø	j	Ø	Ø	1562:0, 4147:0	here / to hunt (game)
166	c	1	h	m	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	306:0	big
5	c	51	-	m	Ø	tʰ	Ø	Ø	t	-	Ø	Ø	tʃ	Ø	t	Ø	d	d	d	d	Ø	Ø	405:6, 603:6, 666:6, 687:5, 971:3, 1334:6, 1551:4, 1813:1, 2032:7, 2311:0, 2483:5, 2684:5, 2687:4, 2843:3, 2897:5, 3026:3, 3059:6, 3114:6, 3182:3, 3212:2, 3510:3, 3761:4, 3850:4, 4019:2, 4273:4, 4310:4, 4394:4, 4442:4, 4484:4, 4501:3, 4503:1, 4503:4, 4556:4, 4609:1, 4668:5, 4701:4, 4745:5, 4862:3, 5120:5, 5183:5, 5339:0, 3477:7, 3627:3, 4077:4, 4640:5, 5503:6, 424:0, 2299:0, 2366:0, 3663:4, 4147:2	black / blood / dirty / dry (substance) / dull (knife) / feather (larger feathers rather than down) / green / heavy / leg / mountain / not / one / red / rotten (especially log) / see / sharp (as knife) / sleep / small / smooth / star / stick (of wood) / thick / thin / to bite / to blow (of wind) / to cut / to drink / to fly / to hear / to hunt (game) / to live / to pull / to sew / to smell (perceive odor) / to split / to squeeze / to suck / to swim / to think / to throw / to tie / to vomit / tooth (front rather than molar) / when? / white / with (accompanying) / yellow
88	c	3	-	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	t	-	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	306:3, 800:5, 2020:3	big / egg / mountain
95	c	2	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	k	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1917:6, 1958:5	man (male human) / meat (flesh)
109	c	2	-	t	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	tʃ	Ø	t	Ø	Ø	Ø	Ø	Ø	Ø	Ø	2407:0, 3272:2	other / straight
128	c	2	-	-	Ø	Ø	ʔ	Ø	Ø	-	Ø	-	-	Ø	-	Ø	Ø	Ø	Ø	Ø	-	Ø	3708:2, 5085:2	to come / what?
159	c	1	-	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	m	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	35:0	all (of a number)
160	c	1	-	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ŋ	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	99:2	ashes
162	c	1	-	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	n	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	99:5	ashes
164	c	1	-	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	m	Ø	m	Ø	Ø	Ø	Ø	Ø	Ø	Ø	99:7	ashes
168	c	1	-	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	553:4	day (opposite of night rather than time measure)
184	c	1	-	b	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1316:5	green
208	c	1	-	-	Ø	Ø	n	Ø	Ø	Ø	Ø	n	-	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1888:4	louse
253	c	1	-	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	tʃ	Ø	tʃ	Ø	d	r	d	Ø	Ø	Ø	2751:0	say
254	c	1	-	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	n	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	2787:0	sea (ocean)
255	c	1	-	j	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	j	Ø	j	Ø	Ø	Ø	Ø	Ø	Ø	Ø	2787:2	sea (ocean)
265	c	1	-	-	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	p	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	-	2973:6	sky
274	c	1	-	m	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3073:9	smoke (of fire)
279	c	1	-	j	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3171:2	star
283	c	1	-	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	w	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3301:3	sun
288	c	1	-	Ø	-	Ø	Ø	-	Ø	Ø	Ø	Ø	-	Ø	t	Ø	Ø	Ø	Ø	Ø	t	Ø	3428:2	they
293	c	1	-	k	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	k	Ø	w	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3469:0	thick
299	c	1	-	Ø	Ø	Ø	Ø	Ø	-	Ø	g	Ø	-	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3522:0	this
302	c	1	-	-	Ø	Ø	k	Ø	Ø	Ø	Ø	kˀ	-	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3554:0	thou
303	c	1	-	-	Ø	Ø	-	Ø	Ø	Ø	Ø	n	-	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3554:2	thou
339	c	1	-	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	-	Ø	Ø	Ø	Ø	Ø	ts	Ø	4166:6	to kill
375	c	1	-	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	m	Ø	Ø	Ø	Ø	Ø	Ø	Ø	5109:5	when?
8	+	11	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	-	-	Ø	Ø	Ø	274:3, 274:4, 2420:4, 3212:3, 3212:4, 3884:2, 3884:3, 4668:2, 5418:1, 5453:2, 5453:3	belly / other / stick (of wood) / to eat / to throw / worm / ye
10	+	9	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	-	-	-	Ø	Ø	Ø	562:6, 562:7, 930:2, 930:3, 2986:2, 2986:3, 3441:7, 3441:8, 3561:1	day (opposite of night rather than time measure) / father / sky / they / thou
41	+	2	Ø	Ø	Ø	-	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	-	-	Ø	Ø	Ø	424:2, 424:3	blood
367	+	1	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	-	-	Ø	Ø	-	5020:2	we
40	+	3	-	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	-	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	5411:0, 5411:1, 5411:2	worm
