ID	STRUCTURE	FREQUENCY	AchuarShiwiar	Aguaruna	Andoa	Arabela	Bora	Candoshi-Shapra	Chayahuita	Chibito	Coeruna	Iquito	Juri	MiranhaCarapana-Tapuya	Muinane	Muniche	Ocaina	Omurano	Pebas	Proto-Bora-Muinane	Resigaro	Shiwilu	Shuar	Taushiro	Tequiraca	Ticuna	Urarina	Wampis	Waorani	WitotoMinica	WitotoMurui	WitotoNipode	Yagua	Yameo	Yanesha	Zaparo	COGNATESETS	CONCEPTS
383	V	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	o	o	o.ɯ	Ø	Ø	Ø	Ø	3145:5	wind
389	V	1	Ø	Ø	Ø	Ø	ɯ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɨ	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3229:3	worm
391	V	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɯ	ɯ	aɯ	Ø	Ø	Ø	Ø	3258:2	ye
395	V	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	o.ʔ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɯ	ɯ	ɯ	Ø	Ø	Ø	Ø	3357:1	dog
398	V	1	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	ɨ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3372:3	I
399	V	1	Ø	Ø	Ø	Ø	ɯ.ʔ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɨ.ɨ	Ø	Ø	Ø	Ø	ɨ.ɨ.ʔ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3395:1	dull (knife)
400	V	1	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	i.i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3413:1	dust
402	V	1	Ø	Ø	o	iu	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	3490:1	egg
404	V	1	Ø	Ø	i	iu	Ø	Ø	Ø	Ø	Ø	aː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	3490:3	egg
408	V	1	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a.a	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3519:1	eye
411	V	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɯː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɯ	ɯ	ɯ	Ø	Ø	Ø	Ø	3538:2	eye
413	V	1	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3576:7	sea (ocean)
417	V	1	Ø	Ø	Ø	Ø	ɨ.ʔ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3636:0	feather (larger feathers rather than down)
418	V	1	Ø	Ø	Ø	Ø	ɨ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	e.e	Ø	Ø	Ø	Ø	e.e	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3636:3	feather (larger feathers rather than down)
81	V	2	uː	ʊː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	uː	Ø	Ø	Ø	Ø	uː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	362:1, 1560:1	big / head
251	V	1	uː	uː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	uː	Ø	Ø	Ø	Ø	uː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1077:1	old
419	V	1	uː	ʊ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3649:3	ashes
14	V	44	u	ʊ	Ø	Ø	Ø	oː	o	Ø	Ø	Ø	Ø	i	Ø	Ø	e	Ø	-	Ø	iː	u	u	Ø	Ø	u	Ø	u	Ø	e	e	e	e	e	Ø	Ø	385:1, 385:4, 438:1, 566:1, 1010:1, 1447:1, 1709:3, 1759:0, 1759:2, 2374:1, 2735:0, 2735:2, 2880:1, 2928:1, 3011:3, 3183:1, 3240:2, 3294:4, 3431:1, 3466:1, 3489:1, 3505:1, 3550:1, 1182:0, 1182:3, 1822:4, 2070:1, 2070:3, 3092:1, 120:1, 1487:1, 1566:1, 2924:1, 216:1, 732:1, 1286:5, 3649:1, 3044:1, 3044:3, 97:4, 365:1, 3028:1, 1046:1, 2918:9	animal / ashes / back (person's) / black / blood / bone / cloud / ear / earth (soil) / egg / flower / fog / grass / head / here / leaf / many / nose / not / right (hand) / rotten (especially log) / short / skin (person's) / smoke (of fire) / straight / tail / thick / tree / two / warm (of weather) / water / when? / where? / white / woman / ye / yellow
70	V	17	u	ʊː	Ø	-	i	Ø	Ø	Ø	Ø	ɨː	Ø	Ø	i	Ø	Ø	Ø	Ø	i	i	Ø	u	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	662:0, 662:2, 695:3, 1107:1, 1107:7, 1111:1, 1111:4, 1210:4, 1498:1, 1582:1, 1607:3, 2678:0, 2678:2, 3266:1, 3613:3, 1866:1, 3073:3	bad (deleterious or unsuitable) / big / father / here / louse / other / river / sky / snake / this / to swim / who? / year
37	V	11	u	u	Ø	Ø	Ø	Ø	Ø	Ø	o	Ø	Ø	e	Ø	Ø	-	i	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	264:3, 461:2, 625:3, 820:1, 934:1, 1668:1, 2959:0, 1842:5, 3113:1, 3546:4, 672:4	animal / child (young person rather than as relationship term) / guts / how / leg / long / mountain / neck / stick (of wood) / thin / wife
118	V	2	u	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	235:1, 528:1	at / in
152	V	2	u	ʊ	Ø	Ø	Ø	o	o	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	365:3, 3625:1	feather (larger feathers rather than down) / head
178	V	1	u	ʊ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɨ	Ø	Ø	Ø	Ø	ɨ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	300:0	hand
230	V	1	u	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	ɨ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	934:4	neck
292	V	1	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u.i	Ø	Ø	Ø	Ø	u.i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1566:3	smoke (of fire)
311	V	1	u	ʊ	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	i	Ø	Ø	iː	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1777:2	that
366	V	1	iː	iː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	iː	Ø	Ø	Ø	Ø	iː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	2954:0	we
406	V	1	iː	iː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	iː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3516:1	eye
22	V	37	i	i	Ø	Ø	iː	Ø	ɨ	Ø	Ø	Ø	Ø	Ø	iː	Ø	Ø	Ø	Ø	iː	Ø	ə	i	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	-	Ø	e	Ø	1:1, 438:3, 1010:3, 1087:3, 1087:5, 1109:1, 1109:3, 1235:1, 1668:3, 1792:3, 2833:0, 2880:3, 2899:1, 2928:3, 2959:2, 2991:3, 3170:2, 3213:0, 3431:3, 3489:3, 3505:4, 120:6, 1322:2, 1322:4, 1606:3, 1826:6, 422:1, 422:3, 3092:6, 3514:1, 3514:4, 270:0, 1264:3, 1809:1, 2840:3, 3028:3, 353:1	I / animal / bird / child (young person rather than as relationship term) / cloud / ear / egg / fog / hair / he / heavy / here / nose / one / other / road (or trail) / rope / sand / snake / stick (of wood) / there / they / tongue / tree / two / water / what? / where? / with (accompanying) / woods
154	V	4	i	i.i	e	Ø	Ø	Ø	Ø	Ø	Ø	ɨ	Ø	Ø	Ø	Ø	Ø	Ø	e	Ø	Ø	Ø	i.i	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	i	i	a	ɨ	3360:1, 3360:4, 343:1, 567:3	dog / he / leaf
85	V	2	i	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1709:5, 1851:3	all (of a number) / straight
151	V	2	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	iː	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	18:1, 1248:3	fire / root
187	V	1	i	ɨ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɨ	Ø	Ø	Ø	Ø	ɨ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	395:2	heart
188	V	1	i	ɛi	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	e.i	Ø	Ø	Ø	Ø	a.i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	395:6	heart
191	V	1	i	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	461:0	how
236	V	1	i	i	Ø	Ø	Ø	Ø	i.ʔ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	986:3	night
256	V	1	i	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1087:1	one
268	V	1	i	ʊ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1137:6	red
314	V	1	i	Ø	Ø	Ø	Ø	i.j.a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	iː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1808:1	they
369	V	1	i	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ei	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3011:5	when?
158	V	5	aː	a	Ø	Ø	Ø	Ø	ɨ	Ø	e	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	i	a	ɨ	Ø	a	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	e	Ø	216:3, 1728:3, 2295:2, 2840:1, 3559:4	far / grass / sun / to hit / tongue
121	V	2	aː	a.j.a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	aː	Ø	Ø	Ø	Ø	aː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	863:1, 1642:1	name / star
231	V	1	aː	ə.ɨ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a.ɨ	Ø	Ø	Ø	Ø	a.ɨ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	936:1	bark
394	V	1	aː	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	aː	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3345:3	dog
277	V	1	a.u	o.ʊ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a.u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1286:1	rotten (especially log)
129	V	5	a.i	ɛ.i	Ø	Ø	Ø	Ø	Ø	u.i	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	e	Ø	e.i	Ø	Ø	Ø	Ø	a.i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1495:3, 2833:2, 721:0, 2856:2, 2857:1	man (male human) / sky / tongue / tooth (front rather than molar)
264	V	1	a.i	ə.ɨ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a.ɨ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1123:0	person
9	V	107	a	a	Ø	Ø	ɛ	Ø	a	Ø	Ø	Ø	Ø	ɨ	o	i	aː	a	Ø	o	Ø	a	a	a	Ø	a	Ø	a	Ø	oɯ	o	o	Ø	Ø	-	Ø	49:1, 49:3, 131:1, 241:1, 264:0, 566:3, 602:3, 625:1, 647:0, 647:2, 664:2, 664:5, 693:3, 758:1, 758:3, 820:3, 1077:4, 1137:1, 1137:3, 1224:1, 1234:1, 1234:4, 1235:4, 1447:3, 1495:1, 1688:1, 1688:3, 1851:1, 1885:0, 2374:4, 2899:3, 2941:3, 2991:1, 3071:1, 3091:1, 3091:7, 3129:1, 3152:1, 3152:3, 3170:1, 3183:3, 3213:2, 3227:0, 3227:2, 3240:0, 3294:1, 3466:4, 3512:0, 3512:3, 120:3, 721:3, 1207:3, 1244:1, 1244:4, 1322:1, 1487:3, 1606:1, 1826:1, 1826:3, 1822:1, 1822:7, 3092:3, 3302:1, 3302:3, 3576:1, 3576:3, 967:1, 967:3, 967:6, 1264:1, 1842:1, 1842:3, 732:2, 732:4, 1901:1, 1901:4, 3345:1, 3605:1, 3605:3, 97:1, 512:1, 986:1, 1809:4, 2295:0, 2840:6, 3113:3, 3546:1, 3559:1, 353:4, 530:3, 662:8, 970:1, 1082:3, 1089:4, 1141:8, 1582:6, 1607:6, 1711:6, 1711:9, 1794:3, 2884:2, 2884:5, 2978:6, 3395:12, 866:1, 1369:1, 3258:4	all (of a number) / animal / bad (deleterious or unsuitable) / because / belly / big / bird / blood / cloud / day (opposite of night rather than time measure) / dog / dull (knife) / earth (soil) / far / father / fish / flower / fog / foot / green / guts / he / if / in / leaf / left (hand) / leg / liver / long / louse / man (male human) / many / meat (flesh) / mountain / name / new / night / old / one / red / river / road (or trail) / root / rope / sand / sea (ocean) / short / skin (person's) / sky / snake / stone / straight / there / they / thick / thin / thou / three / to hit / tongue / tree / two / water / wet / what? / who? / wide / wife / wind / wing / with (accompanying) / woman / woods / worm / ye / yellow
27	V	35	a	a	a	a	Ø	Ø	a	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	eː	ə	a	Ø	a	Ø	a	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	217:5, 648:5, 1110:3, 1266:1, 1266:3, 1266:5, 1269:7, 1523:1, 1568:2, 1568:4, 1568:6, 2092:1, 2382:1, 2382:5, 3012:1, 3265:2, 155:1, 155:5, 363:2, 363:4, 694:3, 694:5, 694:7, 3517:1, 3517:5, 2929:5, 3627:1, 3627:3, 851:5, 1127:3, 1307:4, 2859:2, 3073:1, 3372:1, 270:3	I / belly / blood / eye / feather (larger feathers rather than down) / grass / hair / head / liver / louse / nose / other / person / rope / salt / sleep / smoke (of fire) / to drink / tooth (front rather than molar) / tree / water / when? / who? / year
247	V	1	a	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1038:1	not
287	V	1	a	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1447:5	short
312	V	1	a	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1792:0	there
318	V	1	a	ʊ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1901:6	three
368	V	1	a	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3011:1	when?
380	V	1	a	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	aː	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3091:4	wide
15	V	50	-	-	Ø	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	-	Ø	a	a	a	Ø	Ø	Ø	Ø	100:1, 100:5, 593:4, 640:2, 663:4, 685:0, 704:5, 867:1, 922:1, 1055:1, 1078:7, 1120:2, 1160:2, 1218:3, 1259:1, 1259:5, 1280:3, 1283:1, 1304:1, 1504:3, 1672:1, 1672:4, 1752:5, 1832:3, 2284:1, 2284:3, 2562:1, 2592:4, 2641:1, 2712:8, 2712:10, 2732:4, 2755:3, 2917:3, 2952:1, 2952:3, 3177:3, 3235:0, 3292:3, 3388:1, 3568:0, 1673:1, 2882:0, 2882:5, 525:1, 3312:3, 1685:0, 1685:4, 992:1, 1728:0	all (of a number) / day (opposite of night rather than time measure) / dry (substance) / far / flower / leg / long / louse / name / near / night / not / old / one / other / red / river / root / rope / rotten (especially log) / sky / stick (of wood) / sun / there / thick / to cut / to hear / to push / to smell (perceive odor) / to split / to think / to throw / to tie / tree / two / with (accompanying) / worm / yellow
49	V	16	-	Ø	Ø	Ø	o	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	u	o	Ø	-	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	73:4, 121:1, 218:1, 218:3, 302:1, 695:6, 988:4, 1011:7, 1933:2, 2094:2, 2277:3, 2930:6, 3306:1, 3306:2, 2720:3, 2856:0	day (opposite of night rather than time measure) / five / fog / grass / hand / louse / night / nose / to bite / to drink / to hear / to throw / tooth (front rather than molar) / water
55	V	4	-	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɨ	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	264:5, 300:4, 647:4, 1487:5	guts / hand / liver / skin (person's)
82	V	2	-	ɨ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	ɨ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	936:3, 3240:4	bark / ye
84	V	2	-	ʊ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1709:1, 1792:2	straight / there
119	V	2	-	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	362:3, 732:6	head / many
186	V	1	-	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	395:0	heart
194	V	1	-	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	461:5	how
252	V	1	-	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1077:6	old
253	V	1	-	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1077:8	old
265	V	1	-	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1123:3	person
310	V	1	-	a	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	-	Ø	Ø	-	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1777:0	that
384	V	1	-	ɨ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɨ	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3152:5	wing
125	C	4	ʃ	ʃ	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ˀk	ʃˀ	Ø	Ø	Ø	Ø	ʃ	Ø	Ø	Ø	Ø	Ø	Ø	ts	Ø	1851:2, 3431:4, 270:4, 2840:4	all (of a number) / ear / hair / tongue
94	C	2	ʃ	ʃ	Ø	Ø	Ø	Ø	ʃ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ʃ	Ø	Ø	Ø	Ø	ʃ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	721:1, 986:2	man (male human) / night
43	C	12	ŋ	ŋ	Ø	Ø	Ø	Ø	n	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	n	ŋ	Ø	Ø	Ø	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	192:2, 758:4, 3091:2, 3294:2, 3466:2, 120:4, 721:4, 1244:2, 3092:4, 3514:2, 97:2, 3546:2	animal / bird / cloud / earth (soil) / flower / fog / good / man (male human) / meat (flesh) / root / wide / yellow
