ID	STRUCTURE	FREQUENCY	AchuarShiwiar	Aguaruna	Andoa	Arabela	Bora	Candoshi-Shapra	Canichana	Chayahuita	Chibito	Coeruna	Iquito	Juri	MiranhaCarapana-Tapuya	Muinane	Muniche	Ocaina	Omurano	Pebas	Proto-Bora-Muinane	Resigaro	Shiwilu	Shuar	Taushiro	Tequiraca	Ticuna	Urarina	Wampis	Waorani	WitotoMinica	WitotoMurui	WitotoNipode	Yagua	Yameo	Yanesha	Zaparo	COGNATESETS	CONCEPTS
34	V	41	a	a	Ø	Ø	ɛ	a	Ø	Ø	i	Ø	iː	Ø	Ø	o	Ø	aː	Ø	Ø	o	Ø	Ø	-	Ø	Ø	Ø	Ø	a	Ø	a	a	a	Ø	Ø	Ø	i	50:1, 50:3, 603:2, 666:1, 890:0, 1787:1, 1813:2, 1838:1, 1873:0, 1899:4, 2311:1, 2353:5, 2541:1, 2621:4, 2659:1, 2687:1, 2924:1, 3322:5, 3408:1, 3604:3, 3761:3, 3956:1, 4442:1, 4484:3, 4668:4, 4701:3, 4945:3, 5339:3, 2567:2, 3477:3, 4077:1, 4640:1, 4762:1, 1130:1, 2090:1, 3212:1, 3401:2, 4323:3, 4363:4, 4621:9, 4755:5	all (of a number) / dirty / dry (substance) / far / flower / left (hand) / leg / liver / long / louse / name / not / old / right (hand) / river / root / rope / rotten (especially log) / short / stick (of wood) / sun / there / thick / three / to cut / to fear / to hear / to push / to rub / to smell (perceive odor) / to split / to think / to throw / to tie / to walk / two / with (accompanying)
219	V	16	a	a	i	ua	a	Ø	Ø	a	Ø	o	i	Ø	u	a	Ø	o	Ø	Ø	a	Ø	a	a	Ø	u	i	a	a	Ø	u	u	u	e	Ø	e	i	328:3, 2032:8, 2207:3, 4745:3, 5183:0, 5245:3, 2:1, 512:1, 1061:1, 1128:1, 1685:1, 3012:1, 3587:2, 4067:0, 5208:1, 5411:5	I / big / child (young person rather than as relationship term) / fish / flower / in / mountain / new / sleep / three / to hear / to vomit / white / who? / wide / worm
233	V	7	a	Ø	i	a	Ø	Ø	Ø	Ø	Ø	Ø	aː	Ø	Ø	Ø	Ø	ɯɯ	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	a	Ø	e	e	ai	u	Ø	Ø	a	1828:3, 2408:1, 5082:1, 1603:1, 2672:5, 3226:2, 5411:3	how / liver / other / rotten (especially log) / stick (of wood) / what? / worm
102	V	6	a	a	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	-	Ø	-	-	-	Ø	Ø	Ø	Ø	3396:0, 3864:3, 1091:5, 4037:3, 5259:3, 1745:3	five / leaf / there / to eat / to give / wife
221	V	6	a	a	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	-	a	Ø	Ø	Ø	Ø	a	Ø	i	i	ɯ	Ø	Ø	a	Ø	2459:3, 4100:0, 706:0, 1838:5, 4002:1, 5085:1	dust / liver / red / to fly / to hit / what?
118	V	2	a	a	Ø	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ə	-	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	1061:3, 4542:5	fish / to suck
176	V	2	a	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4685:4, 4781:3	to tie / to wash
326	V	1	a	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	2193:3	new
363	V	1	a	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	2787:6	sea (ocean)
368	V	1	a	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	2906:5	short
414	V	1	a	ʊ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3469:5	thick
424	V	1	a	ʊ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3583:6	three
440	V	1	a	oʊ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3775:3	to die
455	V	1	a	ʊ	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4100:5	to hit
494	V	1	a	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4811:2	tongue
517	V	1	a	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	5109:1	when?
527	V	1	a	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	aː	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	5231:4	wide
16	V	97	-	-	a	a	a	Ø	Ø	-	Ø	Ø	a	a	a	a	Ø	ɯɯ	Ø	u	a	eː	-	-	Ø	a	e	a	-	Ø	e	e	e	-	Ø	o	a	37:1, 101:1, 260:4, 309:3, 469:1, 587:4, 677:1, 906:1, 939:1, 939:2, 1023:1, 1179:4, 1318:0, 1318:6, 1628:1, 1664:1, 1736:4, 1736:5, 1776:1, 1829:3, 1854:1, 1854:2, 1890:1, 1890:2, 1933:3, 1985:1, 1985:3, 2021:1, 2035:1, 2298:1, 2368:1, 2463:2, 2506:4, 2506:5, 2528:4, 2576:3, 2643:1, 2643:2, 2643:5, 2725:6, 2726:4, 2791:3, 2822:0, 2859:1, 2908:1, 3014:3, 3174:1, 3274:1, 3303:5, 3498:0, 3710:1, 3710:2, 3833:0, 3866:1, 3914:0, 3914:1, 3986:4, 4005:1, 4039:0, 4102:3, 4129:3, 4325:6, 4404:1, 4491:0, 4491:1, 4623:3, 4848:4, 4977:2, 5018:4, 5053:1, 5057:4, 5260:1, 5260:2, 5260:4, 5333:1, 5355:1, 5412:5, 5438:0, 5438:5, 5476:4, 5476:6, 835:1, 1466:5, 1661:1, 1984:0, 2375:6, 2610:1, 2701:4, 2758:0, 3302:2, 3587:0, 4147:3, 4847:5, 4887:2, 4975:5, 5202:1, 2020:4	all (of a number) / ashes / belly / big / bone / dirty / dull (knife) / eye / fat (organic substance) / father / fire / foot / green / head / husband / if / leaf / left (hand) / liver / long / louse / many / mother / mountain / not / one / red / right (correct) / right (hand) / river / root / rope / salt / sand / say / sea (ocean) / see / seed / short / sleep / star / straight / sun / thin / three / to come / to drink / to eat / to fall (drop rather than topple) / to flow / to fly / to give / to hit / to hold (in hand) / to hunt (game) / to push / to sing / to squeeze / to think / tooth (front rather than molar) / tree / water / we / wet / who? / wife / with (accompanying) / woman / worm / ye / year
42	V	59	-	a	aː	aː	-	i	Ø	a	Ø	u	iː	e	a	-	Ø	o	Ø	e	Ø	Ø	a	-	-	a	Ø	-	a	Ø	o	o	o	Ø	Ø	e	ɨ	135:1, 230:2, 750:3, 971:2, 971:4, 1334:1, 1334:3, 1486:2, 1526:1, 1689:1, 1692:2, 1695:1, 1695:3, 1726:1, 1814:3, 1838:3, 1899:2, 2150:3, 2207:1, 2353:3, 2621:5, 2659:2, 2843:2, 2924:3, 3139:3, 3259:1, 3322:3, 3850:3, 3994:1, 4138:1, 4215:2, 4310:1, 4310:3, 4394:3, 4416:1, 4484:1, 4501:0, 4639:1, 4862:4, 5120:6, 5248:4, 5322:4, 5453:0, 629:4, 2229:4, 2266:3, 2986:5, 3561:0, 4785:1, 5032:1, 1396:1, 2375:4, 3044:3, 3368:0, 3587:4, 4002:5, 4593:5, 5085:4, 1734:2	at / bark / dog / ear / feather (larger feathers rather than down) / green / hand / head / heart / in / lake / leaf / leg / liver / louse / near / new / night / nose / old / one / root / rope / see / short / sky / small / snake / stone / sun / that / thou / three / to drink / to flow / to fly / to hold (in hand) / to know (facts) / to pull / to sew / to sing / to split / to squeeze / to swim / to think / to wash / tooth (front rather than molar) / we / what? / when? / wide / wing / ye
44	V	55	-	-	a	a	i	Ø	Ø	ɨ	Ø	a	a	o	Ø	i	Ø	Ø	a	Ø	i	u	i	i	Ø	Ø	Ø	a	-	Ø	iː	i	a	u	Ø	e	a	102:1, 102:2, 184:0, 184:2, 260:0, 309:1, 586:1, 586:2, 619:5, 704:1, 773:1, 773:2, 803:0, 803:1, 939:4, 1257:0, 1257:2, 1566:1, 1664:5, 1829:0, 1890:5, 1933:1, 2409:1, 2410:2, 2558:1, 2977:1, 3128:1, 3128:2, 3128:4, 3498:2, 3815:6, 3946:0, 3946:2, 3986:1, 3986:2, 4102:0, 4129:0, 4301:1, 4573:4, 4595:0, 4595:3, 4623:7, 4659:1, 4687:1, 4782:1, 4848:0, 4927:1, 5476:1, 1441:1, 1466:3, 1745:1, 2973:7, 3832:2, 4818:1, 4888:7	ashes / bad (deleterious or unsuitable) / belly / big / dirty / dog / dust / earth (soil) / egg / father / good / he / head / here / if / leaf / liver / louse / many / other / river / sky / snake / thin / to dig / to drink / to fear / to flow / to hit / to hold (in hand) / to pull / to swell / to swim / to think / to throw / to tie / to wash / tongue / tooth (front rather than molar) / tree / two / year
79	V	14	-	i	Ø	-	Ø	Ø	Ø	i	Ø	Ø	i	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	-	i	Ø	a	ai	a	-	Ø	Ø	i	2407:1, 3073:4, 1218:2, 328:0, 687:1, 2621:1, 2897:1, 3139:1, 5245:0, 5322:1, 2751:1, 3044:5, 5134:3, 4256:0	big / dull (knife) / four / other / root / say / sharp (as knife) / small / smoke (of fire) / snake / to live / where? / wide / wing
48	V	9	-	-	Ø	Ø	Ø	Ø	e	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	i	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	1355:3, 1355:6, 467:5, 2906:7, 4925:3, 1218:5, 2598:4, 727:5, 1128:6	bone / ear / flower / four / hair / road (or trail) / short / two
37	V	7	-	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɨ	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1347:5, 1958:6, 2700:2, 2959:5, 149:6, 1390:4, 1827:4	back (person's) / guts / hand / liver / meat (flesh) / salt / skin (person's)
187	V	7	-	-	o	o	ɛ	-	Ø	Ø	Ø	Ø	-	Ø	-	-	Ø	Ø	Ø	Ø	-	Ø	Ø	-	-	Ø	Ø	i	-	Ø	Ø	Ø	Ø	Ø	Ø	-	-	38:2, 4928:2, 2610:7, 3368:3, 3524:3, 4975:1, 2758:1	all (of a number) / root / say / that / this / two / water
212	V	7	-	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	o	Ø	Ø	i	Ø	a	-	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	a	Ø	a	Ø	a	u	aɯ	Ø	Ø	Ø	Ø	1508:0, 2787:1, 3469:1, 882:4, 2296:0, 3923:1, 4983:4	far / heart / not / sea (ocean) / thick / to fall (drop rather than topple) / water
82	V	6	-	-	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	-	-	1508:5, 4621:5, 1917:0, 3975:5, 2973:3, 3428:3	heart / man (male human) / sky / they / to float / to think
41	V	5	-	ʊ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	467:0, 3340:0, 3396:2, 3831:0, 3272:3	bone / straight / tail / there / to drink
227	V	5	-	-	Ø	u	Ø	Ø	Ø	Ø	Ø	i	iː	o	a	Ø	Ø	-	Ø	o	Ø	Ø	Ø	-	Ø	i	Ø	Ø	-	Ø	-	o	-	Ø	Ø	-	u	468:1, 1396:4, 1572:3, 2375:1, 3012:2	bone / hand / here / one / sleep
178	V	4	-	-	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	-	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	1984:6, 3621:3, 4452:3, 4845:3	mother / to bite / to spit / tooth (front rather than molar)
190	V	3	-	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	ɨ	Ø	Ø	Ø	Ø	ɨ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	-	Ø	-	-	676:2, 2886:2, 1435:2	dull (knife) / he / sharp (as knife)
203	V	3	-	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	o	Ø	Ø	o	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	-	Ø	o	a	o	Ø	Ø	Ø	Ø	2164:5, 3301:2, 4556:3	neck / sun / to suck
161	V	2	-	ɨ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	e	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	216:4, 1852:0	bark / long
162	V	2	-	ɨ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	381:5, 2608:6	black / root
172	V	2	-	ʊ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3073:10, 4526:5	smoke (of fire) / to stand
188	V	2	-	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	-	Ø	Ø	Ø	Ø	-	i	Ø	-	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɨ	3522:1, 5202:5	this / who?
240	V	1	-	-	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	99:6	ashes
242	V	1	-	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɨ	Ø	Ø	Ø	Ø	e	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	216:2	bark
276	V	1	-	oʊ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1316:6	green
279	V	1	-	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	e	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1465:3	head
342	V	1	-	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	2366:1	one
354	V	1	-	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	u	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	2671:2	rotten (especially log)
384	V	1	-	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3073:8	smoke (of fire)
396	V	1	-	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3171:3	star
402	V	1	-	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	e	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ei	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	3301:4	sun
463	V	1	-	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	-	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	e	Ø	4166:5	to kill
485	V	1	-	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɨ	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4621:0	to think
496	V	1	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	o	Ø	-	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	4845:0	tooth (front rather than molar)
536	V	1	-	ɨ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɨ	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	5309:5	wing
218	C	9	ʃ	ʃ	Ø	s	Ø	Ø	t	-	Ø	Ø	-	Ø	Ø	Ø	Ø	s	Ø	Ø	Ø	Ø	ˀk	ʃ	Ø	Ø	Ø	-	ʃ	Ø	ɲ	ɲ	ɲ	Ø	Ø	ts	-	35:2, 2221:2, 727:4, 1355:5, 1917:2, 2758:6, 3044:0, 4323:0, 4818:4	all (of a number) / ear / hair / man (male human) / night / say / small / to push / tongue
49	C	11	ŋ	ŋ	Ø	Ø	Ø	Ø	Ø	n	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	n	ŋ	Ø	Ø	Ø	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	771:2, 1255:2, 2608:2, 4685:2, 5231:2, 1158:4, 1917:5, 1958:4, 87:2, 523:4, 1128:2	animal / cloud / earth (soil) / flower / fog / good / man (male human) / meat (flesh) / root / to tie / wide
1	C	20	Ø	Ø	Ø	Ø	kʰ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	k	Ø	Ø	Ø	Ø	k	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	383:0, 469:3, 556:0, 939:0, 1022:0, 1285:3, 1854:0, 2223:3, 2356:0, 2673:3, 3014:0, 3100:5, 3173:3, 3275:3, 3914:2, 4039:2, 4301:5, 4325:7, 4929:0, 5233:0	black / bone / day (opposite of night rather than time measure) / father / fire / grass / long / night / old / rotten (especially log) / sleep / smooth / star / straight / to fall (drop rather than topple) / to give / to pull / to push / two / wide
31	C	20	Ø	Ø	ʃ	k	tsʰ	Ø	Ø	Ø	Ø	Ø	w	Ø	Ø	s	Ø	Ø	Ø	Ø	ts	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	k	676:0, 1095:3, 1159:2, 1285:0, 2001:0, 2368:0, 2409:0, 2859:3, 2886:0, 3274:0, 3710:0, 3815:0, 4404:3, 4492:0, 4623:2, 1391:4, 5162:1, 5162:3, 2672:4, 4256:1	dull (knife) / five / fog / grass / hand / mother / one / other / rotten (especially log) / seed / sharp (as knife) / straight / to come / to dig / to live / to sing / to squeeze / to think / white
12	C	17	Ø	Ø	Ø	Ø	p	Ø	Ø	Ø	Ø	Ø	Ø	Ø	n	b	Ø	Ø	Ø	Ø	b	b	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	101:0, 260:3, 469:0, 906:0, 1510:3, 2035:0, 2859:0, 2908:0, 3303:4, 3342:0, 4069:3, 4257:0, 5260:3, 5412:4, 5476:5, 2195:0, 2610:0	ashes / belly / bone / fat (organic substance) / heart / mountain / new / root / seed / short / sun / tail / to hear / to live / wife / worm / year
14	C	15	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	b	p	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	b	b	b	Ø	Ø	Ø	Ø	274:2, 1838:0, 1899:1, 2541:2, 2687:2, 3378:0, 3408:0, 3723:0, 4484:0, 4668:0, 1572:0, 3529:0, 5208:0, 5503:0, 1745:2	belly / here / leaf / liver / louse / right (hand) / rotten (especially log) / that / there / this / to come / to split / to throw / who? / yellow
19	C	11	Ø	Ø	Ø	Ø	β	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	β	Ø	Ø	Ø	Ø	β	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	p	Ø	Ø	Ø	131:0, 383:3, 587:3, 677:0, 1318:5, 3117:3, 3276:0, 3750:2, 3778:0, 3986:3, 4147:5	at / black / dirty / dull (knife) / green / smooth / straight / to cut / to die / to flow / to hunt (game)
207	C	11	Ø	d	Ø	Ø	t	tʃ	Ø	t	dz	Ø	Ø	t	Ø	d	Ø	Ø	Ø	Ø	d	Ø	t	Ø	Ø	Ø	Ø	Ø	Ø	Ø	θ	θ	t	Ø	Ø	Ø	Ø	666:0, 2687:0, 2709:2, 4138:2, 4310:0, 4862:1, 5183:1, 1130:0, 1468:2, 3429:0, 4846:0	dry (substance) / flower / head / rotten (especially log) / salt / they / to hold (in hand) / to pull / tooth (front rather than molar) / white
94	C	10	Ø	Ø	Ø	Ø	t	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	d	Ø	tʲ	Ø	Ø	d	td	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	d	d	d	Ø	Ø	Ø	Ø	2266:0, 3477:2, 905:0, 3623:4, 3815:5, 3833:1, 4704:0, 1441:0, 2373:0, 3588:0	fat (organic substance) / he / nose / one / thick / three / to bite / to dig / to drink / to tie
28	C	9	Ø	Ø	w	Ø	ʔ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	ʔ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	260:2, 1599:2, 1664:0, 1829:1, 2908:3, 3623:2, 3815:3, 4848:1, 1391:1	belly / hand / how / if / liver / short / to bite / to dig / tooth (front rather than molar)
29	C	9	Ø	Ø	-	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	n	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	586:7, 587:5, 2298:4, 3045:4, 3045:6, 3100:7, 3117:5, 5233:6, 5162:6	dirty / not / small / smooth / white / wide
210	C	9	Ø	Ø	Ø	n	ɲ	n	Ø	Ø	Ø	t	n	n	Ø	n	Ø	Ø	Ø	Ø	n	Ø	Ø	Ø	n	Ø	Ø	n	Ø	Ø	-	-	-	n	Ø	Ø	n	586:3, 773:3, 1565:0, 3045:0, 3128:3, 4928:0, 3524:1, 4888:0, 5020:3	dirty / earth (soil) / here / small / snake / this / tree / two / we
52	C	8	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	dʒ	dʒ	dʒ	Ø	Ø	Ø	Ø	328:2, 534:2, 1165:2, 3085:2, 3510:0, 4442:2, 5245:2, 2792:5	big / cloud / fog / sea (ocean) / smoke (of fire) / thin / to smell (perceive odor) / wide
53	C	8	Ø	Ø	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	h	Ø	Ø	Ø	Ø	h	h	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	586:0, 773:0, 1510:0, 3128:0, 4573:0, 5412:0, 2256:2, 3370:0	dirty / earth (soil) / heart / nose / snake / that / to swell / worm
177	C	8	Ø	Ø	m	m	Ø	Ø	Ø	Ø	Ø	Ø	m	m	Ø	Ø	Ø	Ø	Ø	m	Ø	Ø	Ø	Ø	Ø	m	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	m	3013:0, 4167:1, 5475:1, 834:2, 1734:3, 2375:3, 2672:0, 5354:0	eye / leaf / one / rotten (especially log) / sleep / to kill / woman / year
