CogID	Node Type	Reconstructed State
959	Internal Node	ɯ !ì/i n i
959	Leaf	ɯ !ì/i n i
959	Leaf	- ɯ n i
960	Internal Node	ɲ i w !ā́/a n a
960	Leaf	ɲ i w !ā́/a n a
960	Leaf	s a w a n u
976	Leaf	k a
979	Internal Node	ʔ a tʃ tʃ i i h ɨ
979	Internal Node	ʔ a tʃ tʃ i i h ɨ
979	Leaf	ʔ a h tʃʰ !í/i !í/i hʲ ɯ
979	Leaf	ʔ a tʃ tʃ i i h ɨ
979	Leaf	- a tʃ tʃ - i h ɨ
982	Internal Node	_ _
982	Internal Node	_ _
982	Leaf	N/A
982	Internal Node	_ _
982	Internal Node	N/A
982	Internal Node	N/A
982	Leaf	ʃ a
982	Leaf	N/A
982	Leaf	N/A
982	Leaf	N/A
982	Leaf	N/A
984	Internal Node	N/A
984	Internal Node	N/A
984	Leaf	N/A
984	Leaf	N/A
984	Leaf	N/A
986	Internal Node	N/A
986	Internal Node	N/A
986	Leaf	N/A
986	Leaf	N/A
986	Leaf	N/A
987	Internal Node	N/A
987	Leaf	N/A
987	Internal Node	N/A
987	Leaf	N/A
987	Leaf	N/A
988	Internal Node	N/A
988	Leaf	N/A
988	Leaf	N/A
991	Leaf	N/A
994	Internal Node	N/A
994	Leaf	N/A
994	Leaf	N/A
997	Internal Node	N/A
997	Internal Node	N/A
997	Leaf	N/A
997	Leaf	N/A
997	Leaf	N/A
1008	Internal Node	N/A
1008	Leaf	N/A
1008	Leaf	N/A
1012	Internal Node	N/A
1012	Internal Node	N/A
1012	Internal Node	N/A
1012	Leaf	N/A
1012	Leaf	N/A
1012	Leaf	N/A
1012	Leaf	N/A
1013	Internal Node	N/A
1013	Internal Node	N/A
1013	Internal Node	N/A
1013	Leaf	N/A
1013	Leaf	N/A
1013	Leaf	N/A
1013	Leaf	N/A
1015	Internal Node	N/A
1015	Internal Node	N/A
1015	Leaf	N/A
1015	Internal Node	N/A
1015	Leaf	N/A
1015	Internal Node	N/A
1015	Leaf	N/A
1015	Leaf	N/A
1015	Leaf	N/A
1016	Internal Node	N/A
1016	Leaf	N/A
1016	Leaf	N/A
1022	Internal Node	N/A
1022	Internal Node	N/A
1022	Leaf	N/A
1022	Internal Node	N/A
1022	Internal Node	N/A
1022	Leaf	N/A
1022	Leaf	N/A
1022	Leaf	N/A
1022	Leaf	N/A
1034	Internal Node	N/A
1034	Leaf	N/A
1034	Internal Node	N/A
1034	Leaf	N/A
1034	Leaf	N/A
1036	Internal Node	N/A
1036	Internal Node	N/A
1036	Leaf	N/A
1036	Leaf	N/A
1036	Leaf	N/A
1046	Internal Node	N/A
1046	Internal Node	N/A
1046	Leaf	N/A
1046	Leaf	N/A
1046	Leaf	N/A
1050	Internal Node	N/A
1050	Leaf	N/A
1050	Leaf	N/A
1062	Internal Node	N/A
1062	Leaf	N/A
1062	Leaf	N/A
1067	Internal Node	N/A
1067	Internal Node	N/A
1067	Leaf	N/A
1067	Leaf	N/A
1067	Leaf	N/A
1068	Internal Node	N/A
1068	Internal Node	N/A
1068	Leaf	N/A
1068	Leaf	N/A
1068	Leaf	N/A
1069	Internal Node	N/A
1069	Internal Node	N/A
1069	Leaf	N/A
1069	Leaf	N/A
1069	Leaf	N/A
1071	Internal Node	N/A
1071	Leaf	N/A
1071	Leaf	N/A
1078	Internal Node	N/A
1078	Internal Node	N/A
1078	Leaf	N/A
1078	Leaf	N/A
1078	Leaf	N/A
1081	Internal Node	N/A
1081	Internal Node	N/A
1081	Leaf	N/A
1081	Leaf	N/A
1081	Leaf	N/A
1083	Internal Node	N/A
1083	Leaf	N/A
1083	Internal Node	N/A
1083	Leaf	N/A
1083	Leaf	N/A
1088	Internal Node	N/A
1088	Leaf	N/A
1088	Leaf	N/A
1089	Internal Node	N/A
1089	Internal Node	N/A
1089	Leaf	N/A
1089	Internal Node	N/A
1089	Leaf	N/A
1089	Leaf	N/A
1089	Leaf	N/A
1099	Internal Node	N/A
1099	Leaf	N/A
1099	Leaf	N/A
1103	Internal Node	N/A
1103	Internal Node	N/A
1103	Leaf	N/A
1103	Internal Node	N/A
1103	Internal Node	N/A
1103	Leaf	N/A
1103	Leaf	N/A
1103	Leaf	N/A
1103	Leaf	N/A
1104	Internal Node	N/A
1104	Internal Node	N/A
1104	Leaf	N/A
1104	Internal Node	N/A
1104	Leaf	N/A
1104	Leaf	N/A
1104	Leaf	N/A
1105	Internal Node	N/A
1105	Internal Node	N/A
1105	Leaf	N/A
1105	Leaf	N/A
1105	Leaf	N/A
1113	Internal Node	N/A
1113	Leaf	N/A
1113	Leaf	N/A
1116	Internal Node	N/A
1116	Internal Node	N/A
1116	Leaf	N/A
1116	Leaf	N/A
1116	Leaf	N/A
1125	Internal Node	N/A
1125	Leaf	N/A
1125	Leaf	N/A
1129	Internal Node	N/A
1129	Internal Node	N/A
1129	Leaf	N/A
1129	Leaf	N/A
1129	Leaf	N/A
1141	Internal Node	N/A
1141	Leaf	N/A
1141	Leaf	N/A
1147	Internal Node	N/A
1147	Leaf	N/A
1147	Internal Node	N/A
1147	Leaf	N/A
1147	Leaf	N/A
1154	Internal Node	N/A
1154	Internal Node	N/A
1154	Leaf	N/A
1154	Internal Node	N/A
1154	Leaf	N/A
1154	Internal Node	N/A
1154	Leaf	N/A
1154	Leaf	N/A
1154	Internal Node	N/A
1154	Leaf	N/A
1154	Leaf	N/A
1157	Internal Node	N/A
1157	Leaf	N/A
1157	Leaf	N/A
1162	Internal Node	N/A
1162	Internal Node	N/A
1162	Internal Node	N/A
1162	Leaf	N/A
1162	Internal Node	N/A
1162	Leaf	N/A
1162	Leaf	N/A
1162	Leaf	N/A
1162	Leaf	N/A
1163	Internal Node	N/A
1163	Internal Node	N/A
1163	Leaf	N/A
1163	Leaf	N/A
1163	Leaf	N/A
1173	Internal Node	N/A
1173	Internal Node	N/A
1173	Leaf	N/A
1173	Leaf	N/A
1173	Internal Node	N/A
1173	Leaf	N/A
1173	Leaf	N/A
1177	Internal Node	N/A
1177	Internal Node	N/A
1177	Leaf	N/A
1177	Leaf	N/A
1177	Leaf	N/A
1183	Internal Node	N/A
1183	Internal Node	N/A
1183	Leaf	N/A
1183	Leaf	N/A
1183	Leaf	N/A
1184	Internal Node	N/A
1184	Internal Node	N/A
1184	Leaf	N/A
1184	Leaf	N/A
1184	Leaf	N/A
1195	Internal Node	N/A
1195	Internal Node	N/A
1195	Leaf	N/A
1195	Leaf	N/A
1195	Leaf	N/A
1198	Internal Node	N/A
1198	Internal Node	N/A
1198	Leaf	N/A
1198	Leaf	N/A
1198	Leaf	N/A
1199	Internal Node	N/A
1199	Leaf	N/A
1199	Leaf	N/A
1201	Internal Node	N/A
1201	Leaf	N/A
1201	Leaf	N/A
1203	Internal Node	N/A
1203	Internal Node	N/A
1203	Leaf	N/A
1203	Leaf	N/A
1203	Leaf	N/A
1208	Internal Node	N/A
1208	Leaf	N/A
1208	Leaf	N/A
1212	Internal Node	N/A
1212	Internal Node	N/A
1212	Leaf	N/A
1212	Leaf	N/A
1212	Internal Node	N/A
1212	Leaf	N/A
1212	Leaf	N/A
1226	Internal Node	N/A
1226	Leaf	N/A
1226	Leaf	N/A
1229	Internal Node	N/A
1229	Internal Node	N/A
1229	Internal Node	N/A
1229	Internal Node	N/A
1229	Leaf	N/A
1229	Internal Node	N/A
1229	Leaf	N/A
1229	Leaf	N/A
1229	Leaf	N/A
1229	Leaf	N/A
1229	Leaf	N/A
1244	Internal Node	w a ŋ k !á/a r m a tʃ u
1244	Leaf	w a ŋ k !á/a r m a tʃ u
1244	Leaf	w a n k a r m a tʃ u
1247	Internal Node	i i h - - e
1247	Internal Node	i i h - - e
1247	Leaf	ɨ ɨ h - - !ɨ́/ɨ
1247	Leaf	i i h - - e
1247	Leaf	!í/i !í/i h e n e
1256	Leaf	!r/ɾ ɯ dʒ !í/i !r/ɾ e d e
1274	Internal Node	!á/a ɯ n o !r/ɾ i
1274	Internal Node	!á/a ɯ n o !r/ɾ i
1274	Leaf	i a n o r i
1274	Internal Node	!á/a ɯ n o !r/ɾ i
1274	Internal Node	!í/i a n o !r/ɾ i
1274	Leaf	!á/a ɯ n o !r/ɾ i
1274	Leaf	a !ɯ́/ɯ n o m o
1274	Leaf	!í/i a n o !r/ɾ i
1274	Leaf	i !á/a n o !r/ɾ i
1278	Internal Node	N/A
1278	Internal Node	N/A
1278	Leaf	N/A
1278	Leaf	N/A
1278	Leaf	N/A
1280	Internal Node	N/A
1280	Internal Node	N/A
1280	Leaf	N/A
1280	Leaf	N/A
1280	Leaf	N/A
1283	Internal Node	N/A
1283	Leaf	N/A
1283	Leaf	N/A
1286	Internal Node	N/A
1286	Internal Node	N/A
1286	Leaf	N/A
1286	Internal Node	N/A
1286	Leaf	N/A
1286	Internal Node	N/A
1286	Internal Node	N/A
1286	Leaf	N/A
1286	Leaf	N/A
1286	Leaf	N/A
1286	Leaf	N/A
1299	Internal Node	N/A
1299	Leaf	N/A
1299	Internal Node	N/A
1299	Leaf	N/A
1299	Leaf	N/A
1301	Internal Node	N/A
1301	Internal Node	N/A
1301	Leaf	N/A
1301	Leaf	N/A
1301	Internal Node	N/A
1301	Leaf	N/A
1301	Leaf	N/A
1310	Internal Node	N/A
1310	Leaf	N/A
1310	Leaf	N/A
1313	Internal Node	N/A
1313	Leaf	N/A
1313	Internal Node	N/A
1313	Leaf	N/A
1313	Leaf	N/A
1314	Internal Node	N/A
1314	Leaf	N/A
1314	Internal Node	N/A
1314	Leaf	N/A
1314	Leaf	N/A
1315	Internal Node	N/A
1315	Internal Node	N/A
1315	Leaf	N/A
1315	Leaf	N/A
1315	Leaf	N/A
1321	Internal Node	N/A
1321	Internal Node	N/A
1321	Internal Node	N/A
1321	Internal Node	N/A
1321	Leaf	N/A
1321	Leaf	N/A
1321	Leaf	N/A
1321	Leaf	N/A
1321	Leaf	N/A
1322	Internal Node	N/A
1322	Leaf	N/A
1322	Leaf	N/A
1331	Internal Node	N/A
1331	Internal Node	N/A
1331	Leaf	N/A
1331	Internal Node	N/A
1331	Leaf	N/A
1331	Internal Node	N/A
1331	Leaf	N/A
1331	Internal Node	N/A
1331	Internal Node	N/A
1331	Internal Node	N/A
1331	Leaf	N/A
1331	Leaf	N/A
1331	Leaf	N/A
1331	Leaf	N/A
1331	Leaf	N/A
1332	Internal Node	N/A
1332	Internal Node	N/A
1332	Leaf	N/A
1332	Leaf	N/A
1332	Leaf	N/A
1335	Internal Node	N/A
1335	Leaf	N/A
1335	Leaf	N/A
1340	Internal Node	N/A
1340	Internal Node	N/A
1340	Leaf	N/A
1340	Leaf	N/A
1340	Internal Node	N/A
1340	Leaf	N/A
1340	Leaf	N/A
1352	Internal Node	N/A
1352	Internal Node	N/A
1352	Leaf	N/A
1352	Leaf	N/A
1352	Leaf	N/A
1354	Internal Node	N/A
1354	Internal Node	N/A
1354	Leaf	N/A
1354	Leaf	N/A
1354	Leaf	N/A
1359	Internal Node	N/A
1359	Internal Node	N/A
1359	Internal Node	N/A
1359	Leaf	N/A
1359	Leaf	N/A
1359	Internal Node	N/A
1359	Internal Node	N/A
1359	Leaf	N/A
1359	Leaf	N/A
1359	Internal Node	N/A
1359	Leaf	N/A
1359	Leaf	N/A
1359	Leaf	N/A
1364	Internal Node	N/A
1364	Internal Node	N/A
1364	Leaf	N/A
1364	Leaf	N/A
1364	Leaf	N/A
1368	Internal Node	N/A
1368	Internal Node	N/A
1368	Leaf	N/A
1368	Leaf	N/A
1368	Leaf	N/A
1383	Internal Node	N/A
1383	Leaf	N/A
1383	Leaf	N/A
1386	Internal Node	N/A
1386	Internal Node	N/A
1386	Leaf	N/A
1386	Internal Node	N/A
1386	Leaf	N/A
1386	Leaf	N/A
1386	Leaf	N/A
1389	Internal Node	N/A
1389	Internal Node	N/A
1389	Leaf	N/A
1389	Leaf	N/A
1389	Leaf	N/A
1392	Internal Node	N/A
1392	Internal Node	N/A
1392	Leaf	N/A
1392	Leaf	N/A
1392	Internal Node	N/A
1392	Leaf	N/A
1392	Leaf	N/A
1394	Internal Node	N/A
1394	Internal Node	N/A
1394	Leaf	N/A
1394	Leaf	N/A
1394	Leaf	N/A
1396	Internal Node	N/A
1396	Leaf	N/A
1396	Leaf	N/A
1398	Internal Node	N/A
1398	Internal Node	N/A
1398	Leaf	N/A
1398	Leaf	N/A
1398	Internal Node	N/A
1398	Internal Node	N/A
1398	Leaf	N/A
1398	Internal Node	N/A
1398	Leaf	N/A
1398	Leaf	N/A
1398	Leaf	N/A
1399	Internal Node	N/A
1399	Leaf	N/A
1399	Leaf	N/A
1400	Internal Node	N/A
1400	Internal Node	N/A
1400	Leaf	N/A
1400	Leaf	N/A
1400	Internal Node	N/A
1400	Leaf	N/A
1400	Leaf	N/A
1412	Internal Node	N/A
1412	Internal Node	N/A
1412	Leaf	N/A
1412	Leaf	N/A
1412	Internal Node	N/A
1412	Leaf	N/A
1412	Leaf	N/A
1413	Internal Node	N/A
1413	Internal Node	N/A
1413	Internal Node	N/A
1413	Leaf	N/A
1413	Internal Node	N/A
1413	Leaf	N/A
1413	Leaf	N/A
1413	Leaf	N/A
1413	Leaf	N/A
1414	Internal Node	N/A
1414	Internal Node	N/A
1414	Leaf	N/A
1414	Leaf	N/A
1414	Leaf	N/A
1424	Internal Node	N/A
1424	Internal Node	N/A
1424	Internal Node	N/A
1424	Leaf	N/A
1424	Leaf	N/A
1424	Leaf	N/A
1424	Leaf	N/A
1428	Internal Node	N/A
1428	Leaf	N/A
1428	Leaf	N/A
1431	Internal Node	N/A
1431	Leaf	N/A
1431	Leaf	N/A
1432	Internal Node	N/A
1432	Leaf	N/A
1432	Leaf	N/A
1442	Internal Node	N/A
1442	Internal Node	N/A
1442	Leaf	N/A
1442	Leaf	N/A
1442	Leaf	N/A
1444	Internal Node	N/A
1444	Leaf	N/A
1444	Leaf	N/A
1445	Internal Node	N/A
1445	Internal Node	N/A
1445	Leaf	N/A
1445	Leaf	N/A
1445	Leaf	N/A
1463	Internal Node	N/A
1463	Leaf	N/A
1463	Leaf	N/A
1468	Internal Node	N/A
1468	Leaf	N/A
1468	Internal Node	N/A
1468	Leaf	N/A
1468	Leaf	N/A
1470	Internal Node	N/A
1470	Leaf	N/A
1470	Internal Node	N/A
1470	Leaf	N/A
1470	Leaf	N/A
1474	Internal Node	N/A
1474	Leaf	N/A
1474	Leaf	N/A
1479	Internal Node	N/A
1479	Leaf	N/A
1479	Leaf	N/A
1481	Internal Node	N/A
1481	Leaf	N/A
1481	Leaf	N/A
1492	Internal Node	N/A
1492	Internal Node	N/A
1492	Leaf	N/A
1492	Leaf	N/A
1492	Leaf	N/A
1496	Internal Node	N/A
1496	Leaf	N/A
1496	Leaf	N/A
1499	Internal Node	N/A
1499	Internal Node	N/A
1499	Internal Node	N/A
1499	Leaf	N/A
1499	Leaf	N/A
1499	Leaf	N/A
1499	Leaf	N/A
1507	Internal Node	N/A
1507	Leaf	N/A
1507	Internal Node	N/A
1507	Leaf	N/A
1507	Leaf	N/A
1508	Internal Node	N/A
1508	Leaf	N/A
1508	Leaf	N/A
1515	Internal Node	N/A
1515	Internal Node	N/A
1515	Leaf	N/A
1515	Leaf	N/A
1515	Leaf	N/A
1518	Internal Node	N/A
1518	Leaf	N/A
1518	Leaf	N/A
1521	Internal Node	N/A
1521	Internal Node	N/A
1521	Leaf	N/A
1521	Leaf	N/A
1521	Leaf	N/A
1528	Internal Node	N/A
1528	Internal Node	N/A
1528	Leaf	N/A
1528	Leaf	N/A
1528	Leaf	N/A
1529	Internal Node	N/A
1529	Leaf	N/A
1529	Leaf	N/A
1530	Internal Node	N/A
1530	Internal Node	N/A
1530	Internal Node	N/A
1530	Leaf	N/A
1530	Internal Node	N/A
1530	Leaf	N/A
1530	Leaf	N/A
1530	Leaf	N/A
1530	Leaf	N/A
1531	Internal Node	N/A
1531	Internal Node	N/A
1531	Leaf	N/A
1531	Internal Node	N/A
1531	Leaf	N/A
1531	Leaf	N/A
1531	Leaf	N/A
1541	Internal Node	N/A
1541	Leaf	N/A
1541	Leaf	N/A
1545	Internal Node	N/A
1545	Leaf	N/A
1545	Leaf	N/A
1548	Internal Node	N/A
1548	Internal Node	N/A
1548	Leaf	N/A
1548	Leaf	N/A
1548	Leaf	N/A
1560	Internal Node	N/A
1560	Leaf	N/A
1560	Leaf	N/A
1564	Leaf	N/A
1565	Internal Node	N/A
1565	Internal Node	N/A
1565	Leaf	N/A
1565	Leaf	N/A
1565	Leaf	N/A
1566	Internal Node	N/A
1566	Internal Node	N/A
1566	Leaf	N/A
1566	Leaf	N/A
1566	Leaf	N/A
1567	Internal Node	N/A
1567	Internal Node	N/A
1567	Leaf	N/A
1567	Leaf	N/A
1567	Leaf	N/A
1577	Internal Node	N/A
1577	Leaf	N/A
1577	Internal Node	N/A
1577	Leaf	N/A
1577	Leaf	N/A
1580	Internal Node	N/A
1580	Internal Node	N/A
1580	Leaf	N/A
1580	Leaf	N/A
1580	Leaf	N/A
1581	Leaf	N/A
1582	Internal Node	N/A
1582	Internal Node	N/A
1582	Leaf	N/A
1582	Leaf	N/A
1582	Leaf	N/A
1583	Internal Node	N/A
1583	Leaf	N/A
1583	Internal Node	N/A
1583	Leaf	N/A
1583	Leaf	N/A
1589	Internal Node	N/A
1589	Internal Node	N/A
1589	Leaf	N/A
1589	Leaf	N/A
1589	Leaf	N/A
1593	Internal Node	N/A
1593	Leaf	N/A
1593	Leaf	N/A
1596	Internal Node	N/A
1596	Internal Node	N/A
1596	Leaf	N/A
1596	Leaf	N/A
1596	Leaf	N/A
1599	Internal Node	N/A
1599	Leaf	N/A
1599	Internal Node	N/A
1599	Leaf	N/A
1599	Leaf	N/A
1603	Internal Node	N/A
1603	Leaf	N/A
1603	Leaf	N/A
1608	Internal Node	N/A
1608	Leaf	N/A
1608	Leaf	N/A
1611	Internal Node	N/A
1611	Internal Node	N/A
1611	Leaf	N/A
1611	Internal Node	N/A
1611	Leaf	N/A
1611	Leaf	N/A
1611	Leaf	N/A
1615	Internal Node	N/A
1615	Leaf	N/A
1615	Leaf	N/A
1617	Internal Node	N/A
1617	Internal Node	N/A
1617	Leaf	N/A
1617	Leaf	N/A
1617	Internal Node	N/A
1617	Leaf	N/A
1617	Leaf	N/A
1623	Internal Node	N/A
1623	Leaf	N/A
1623	Leaf	N/A
1626	Internal Node	N/A
1626	Leaf	N/A
1626	Internal Node	N/A
1626	Leaf	N/A
1626	Leaf	N/A
1628	Internal Node	N/A
1628	Internal Node	N/A
1628	Internal Node	N/A
1628	Leaf	N/A
1628	Leaf	N/A
1628	Leaf	N/A
1628	Leaf	N/A
1629	Internal Node	N/A
1629	Internal Node	N/A
1629	Leaf	N/A
1629	Leaf	N/A
1629	Leaf	N/A
1630	Internal Node	N/A
1630	Internal Node	N/A
1630	Internal Node	N/A
1630	Internal Node	N/A
1630	Leaf	N/A
1630	Leaf	N/A
1630	Leaf	N/A
1630	Leaf	N/A
1630	Leaf	N/A
1641	Internal Node	N/A
1641	Internal Node	N/A
1641	Leaf	N/A
1641	Leaf	N/A
1641	Leaf	N/A
1642	Internal Node	N/A
1642	Internal Node	N/A
1642	Leaf	N/A
1642	Leaf	N/A
1642	Leaf	N/A
1647	Internal Node	N/A
1647	Leaf	N/A
1647	Leaf	N/A
1658	Leaf	N/A
1659	Internal Node	N/A
1659	Leaf	N/A
1659	Leaf	N/A
1662	Internal Node	N/A
1662	Leaf	N/A
1662	Leaf	N/A
1664	Internal Node	N/A
1664	Leaf	N/A
1664	Leaf	N/A
1665	Internal Node	N/A
1665	Internal Node	N/A
1665	Leaf	N/A
1665	Leaf	N/A
1665	Leaf	N/A
1675	Leaf	N/A
1681	Internal Node	N/A
1681	Leaf	N/A
1681	Leaf	N/A
1683	Internal Node	N/A
1683	Internal Node	N/A
1683	Leaf	N/A
1683	Leaf	N/A
1683	Leaf	N/A
1691	Internal Node	N/A
1691	Leaf	N/A
1691	Internal Node	N/A
1691	Leaf	N/A
1691	Leaf	N/A
1693	Internal Node	N/A
1693	Internal Node	N/A
1693	Leaf	N/A
1693	Leaf	N/A
1693	Internal Node	N/A
1693	Leaf	N/A
1693	Leaf	N/A
1695	Internal Node	N/A
1695	Internal Node	N/A
1695	Leaf	N/A
1695	Leaf	N/A
1695	Leaf	N/A
1710	Internal Node	N/A
1710	Leaf	N/A
1710	Internal Node	N/A
1710	Leaf	N/A
1710	Leaf	N/A
1717	Internal Node	N/A
1717	Leaf	N/A
1717	Leaf	N/A
1718	Internal Node	N/A
1718	Leaf	N/A
1718	Leaf	N/A
1729	Internal Node	N/A
1729	Internal Node	N/A
1729	Leaf	N/A
1729	Leaf	N/A
1729	Leaf	N/A
1732	Internal Node	N/A
1732	Leaf	N/A
1732	Leaf	N/A
1738	Internal Node	N/A
1738	Internal Node	N/A
1738	Leaf	N/A
1738	Leaf	N/A
1738	Internal Node	N/A
1738	Internal Node	N/A
1738	Leaf	N/A
1738	Leaf	N/A
1738	Leaf	N/A
1740	Internal Node	N/A
1740	Internal Node	N/A
1740	Leaf	N/A
1740	Leaf	N/A
1740	Leaf	N/A
1746	Internal Node	N/A
1746	Internal Node	N/A
1746	Leaf	N/A
1746	Leaf	N/A
1746	Internal Node	N/A
1746	Leaf	N/A
1746	Leaf	N/A
1757	Internal Node	N/A
1757	Internal Node	N/A
1757	Leaf	N/A
1757	Internal Node	N/A
1757	Leaf	N/A
1757	Leaf	N/A
1757	Leaf	N/A
1758	Internal Node	N/A
1758	Leaf	N/A
1758	Internal Node	N/A
1758	Leaf	N/A
1758	Leaf	N/A
1759	Internal Node	N/A
1759	Internal Node	N/A
1759	Leaf	N/A
1759	Leaf	N/A
1759	Leaf	N/A
1764	Internal Node	N/A
1764	Leaf	N/A
1764	Leaf	N/A
1769	Internal Node	N/A
1769	Leaf	N/A
1769	Leaf	N/A
1771	Internal Node	N/A
1771	Leaf	N/A
1771	Leaf	N/A
1775	Internal Node	N/A
1775	Internal Node	N/A
1775	Leaf	N/A
1775	Leaf	N/A
1775	Leaf	N/A
1776	Internal Node	N/A
1776	Internal Node	N/A
1776	Leaf	N/A
1776	Leaf	N/A
1776	Leaf	N/A
1791	Internal Node	N/A
1791	Leaf	N/A
1791	Leaf	N/A
1797	Internal Node	N/A
1797	Internal Node	N/A
1797	Leaf	N/A
1797	Leaf	N/A
1797	Leaf	N/A
1798	Internal Node	N/A
1798	Internal Node	N/A
1798	Leaf	N/A
1798	Leaf	N/A
1798	Leaf	N/A
1808	Internal Node	N/A
1808	Leaf	N/A
1808	Leaf	N/A
1809	Internal Node	N/A
1809	Leaf	N/A
1809	Leaf	N/A
1811	Internal Node	N/A
1811	Leaf	N/A
1811	Leaf	N/A
1814	Internal Node	N/A
1814	Internal Node	N/A
1814	Leaf	N/A
1814	Leaf	N/A
1814	Leaf	N/A
1825	Internal Node	N/A
1825	Leaf	N/A
1825	Leaf	N/A
1828	Internal Node	N/A
1828	Internal Node	N/A
1828	Leaf	N/A
1828	Leaf	N/A
1828	Leaf	N/A
1829	Internal Node	N/A
1829	Leaf	N/A
1829	Leaf	N/A
1830	Internal Node	N/A
1830	Internal Node	N/A
1830	Leaf	N/A
1830	Leaf	N/A
1830	Leaf	N/A
1841	Internal Node	N/A
1841	Leaf	N/A
1841	Leaf	N/A
1862	Internal Node	N/A
1862	Leaf	N/A
1862	Internal Node	N/A
1862	Leaf	N/A
1862	Leaf	N/A
1864	Internal Node	N/A
1864	Internal Node	N/A
1864	Leaf	N/A
1864	Leaf	N/A
1864	Leaf	N/A
1867	Internal Node	N/A
1867	Leaf	N/A
1867	Leaf	N/A
1871	Internal Node	N/A
1871	Internal Node	N/A
1871	Leaf	N/A
1871	Leaf	N/A
1871	Internal Node	N/A
1871	Leaf	N/A
1871	Leaf	N/A
1885	Internal Node	N/A
1885	Leaf	N/A
1885	Leaf	N/A
1886	Internal Node	N/A
1886	Internal Node	N/A
1886	Leaf	N/A
1886	Leaf	N/A
1886	Leaf	N/A
1887	Internal Node	N/A
1887	Internal Node	N/A
1887	Internal Node	N/A
1887	Internal Node	N/A
1887	Leaf	N/A
1887	Leaf	N/A
1887	Leaf	N/A
1887	Leaf	N/A
1887	Internal Node	N/A
1887	Leaf	N/A
1887	Leaf	N/A
1900	Internal Node	N/A
1900	Leaf	N/A
1900	Internal Node	N/A
1900	Leaf	N/A
1900	Leaf	N/A
1901	Internal Node	N/A
1901	Leaf	N/A
1901	Internal Node	N/A
1901	Leaf	N/A
1901	Leaf	N/A
1903	Internal Node	N/A
1903	Leaf	N/A
1903	Leaf	N/A
1906	Internal Node	N/A
1906	Leaf	N/A
1906	Leaf	N/A
1916	Internal Node	N/A
1916	Leaf	N/A
1916	Leaf	N/A
1921	Internal Node	N/A
1921	Internal Node	N/A
1921	Leaf	N/A
1921	Leaf	N/A
1921	Leaf	N/A
1923	Internal Node	N/A
1923	Internal Node	N/A
1923	Leaf	N/A
1923	Leaf	N/A
1923	Leaf	N/A
1928	Internal Node	N/A
1928	Leaf	N/A
1928	Leaf	N/A
1933	Internal Node	N/A
1933	Leaf	N/A
1933	Leaf	N/A
1937	Internal Node	N/A
1937	Internal Node	N/A
1937	Leaf	N/A
1937	Leaf	N/A
1937	Internal Node	N/A
1937	Leaf	N/A
1937	Leaf	N/A
1938	Internal Node	N/A
1938	Internal Node	N/A
1938	Leaf	N/A
1938	Leaf	N/A
1938	Leaf	N/A
1939	Internal Node	N/A
1939	Internal Node	N/A
1939	Leaf	N/A
1939	Leaf	N/A
1939	Leaf	N/A
1943	Internal Node	N/A
1943	Leaf	N/A
1943	Leaf	N/A
1948	Internal Node	N/A
1948	Leaf	N/A
1948	Leaf	N/A
1957	Internal Node	N/A
1957	Internal Node	N/A
1957	Leaf	N/A
1957	Leaf	N/A
1957	Leaf	N/A
1962	Internal Node	N/A
1962	Internal Node	N/A
1962	Leaf	N/A
1962	Leaf	N/A
1962	Leaf	N/A
1964	Internal Node	N/A
1964	Internal Node	N/A
1964	Leaf	N/A
1964	Leaf	N/A
1964	Leaf	N/A
1965	Internal Node	N/A
1965	Leaf	N/A
1965	Leaf	N/A
1973	Leaf	N/A
1977	Internal Node	N/A
1977	Internal Node	N/A
1977	Leaf	N/A
1977	Internal Node	N/A
1977	Leaf	N/A
1977	Internal Node	N/A
1977	Internal Node	N/A
1977	Internal Node	N/A
1977	Leaf	N/A
1977	Leaf	N/A
1977	Leaf	N/A
1977	Leaf	N/A
1977	Leaf	N/A
1979	Internal Node	N/A
1979	Internal Node	N/A
1979	Leaf	N/A
1979	Internal Node	N/A
1979	Leaf	N/A
1979	Internal Node	N/A
1979	Leaf	N/A
1979	Leaf	N/A
1979	Leaf	N/A
1986	Internal Node	N/A
1986	Leaf	N/A
1986	Leaf	N/A
1989	Internal Node	N/A
1989	Internal Node	N/A
1989	Leaf	N/A
1989	Internal Node	N/A
1989	Leaf	N/A
1989	Leaf	N/A
1989	Leaf	N/A
1991	Internal Node	N/A
1991	Internal Node	N/A
1991	Leaf	N/A
1991	Leaf	N/A
1991	Leaf	N/A
1993	Internal Node	N/A
1993	Internal Node	N/A
1993	Leaf	N/A
1993	Leaf	N/A
1993	Leaf	N/A
2000	Internal Node	N/A
2000	Internal Node	N/A
2000	Leaf	N/A
2000	Internal Node	N/A
2000	Internal Node	N/A
2000	Leaf	N/A
2000	Leaf	N/A
2000	Leaf	N/A
2000	Leaf	N/A
2005	Internal Node	N/A
2005	Internal Node	N/A
2005	Leaf	N/A
2005	Internal Node	N/A
2005	Internal Node	N/A
2005	Leaf	N/A
2005	Internal Node	N/A
2005	Leaf	N/A
2005	Leaf	N/A
2005	Internal Node	N/A
2005	Leaf	N/A
2005	Leaf	N/A
2005	Leaf	N/A
2006	Internal Node	N/A
