CogID	Node Type	Reconstructed State
2974	Leaf	N/A
2974	Leaf	N/A
2977	Internal Node	N/A
2977	Leaf	N/A
2977	Leaf	N/A
2978	Internal Node	N/A
2978	Internal Node	N/A
2978	Internal Node	N/A
2978	Leaf	N/A
2978	Leaf	N/A
2978	Leaf	N/A
2978	Leaf	N/A
2979	Internal Node	N/A
2979	Internal Node	N/A
2979	Leaf	N/A
2979	Leaf	N/A
2979	Leaf	N/A
2984	Internal Node	N/A
2984	Leaf	N/A
2984	Leaf	N/A
2994	Internal Node	N/A
2994	Internal Node	N/A
2994	Internal Node	N/A
2994	Leaf	N/A
2994	Leaf	N/A
2994	Leaf	N/A
2994	Leaf	N/A
2995	Internal Node	N/A
2995	Internal Node	N/A
2995	Leaf	N/A
2995	Leaf	N/A
2995	Internal Node	N/A
2995	Leaf	N/A
2995	Leaf	N/A
3006	Internal Node	N/A
3006	Leaf	N/A
3006	Leaf	N/A
3009	Internal Node	N/A
3009	Leaf	N/A
3009	Leaf	N/A
3010	Internal Node	N/A
3010	Leaf	N/A
3010	Leaf	N/A
3011	Internal Node	N/A
3011	Internal Node	N/A
3011	Leaf	N/A
3011	Leaf	N/A
3011	Leaf	N/A
3019	Internal Node	N/A
3019	Leaf	N/A
3019	Leaf	N/A
3024	Internal Node	N/A
3024	Leaf	N/A
3024	Internal Node	N/A
3024	Leaf	N/A
3024	Leaf	N/A
3025	Internal Node	N/A
3025	Leaf	N/A
3025	Leaf	N/A
3032	Internal Node	N/A
3032	Leaf	N/A
3032	Internal Node	N/A
3032	Leaf	N/A
3032	Leaf	N/A
3038	Internal Node	N/A
3038	Internal Node	N/A
3038	Leaf	N/A
3038	Leaf	N/A
3038	Leaf	N/A
3043	Internal Node	N/A
3043	Internal Node	N/A
3043	Leaf	N/A
3043	Internal Node	N/A
3043	Leaf	N/A
3043	Leaf	N/A
3043	Leaf	N/A
3056	Internal Node	N/A
3056	Leaf	N/A
3056	Leaf	N/A
3060	Internal Node	N/A
3060	Internal Node	N/A
3060	Leaf	N/A
3060	Internal Node	N/A
3060	Leaf	N/A
3060	Internal Node	N/A
3060	Leaf	N/A
3060	Leaf	N/A
3060	Leaf	N/A
3061	Leaf	N/A
3067	Internal Node	N/A
3067	Leaf	N/A
3067	Leaf	N/A
3070	Internal Node	N/A
3070	Internal Node	N/A
3070	Leaf	N/A
3070	Leaf	N/A
3070	Leaf	N/A
3071	Internal Node	N/A
3071	Leaf	N/A
3071	Internal Node	N/A
3071	Leaf	N/A
3071	Leaf	N/A
3072	Internal Node	N/A
3072	Internal Node	N/A
3072	Leaf	N/A
3072	Leaf	N/A
3072	Leaf	N/A
3077	Internal Node	N/A
3077	Leaf	N/A
3077	Leaf	N/A
3079	Internal Node	N/A
3079	Leaf	N/A
3079	Leaf	N/A
3085	Internal Node	N/A
3085	Internal Node	N/A
3085	Leaf	N/A
3085	Leaf	N/A
3085	Leaf	N/A
3087	Internal Node	N/A
3087	Leaf	N/A
3087	Leaf	N/A
3092	Internal Node	N/A
3092	Leaf	N/A
3092	Leaf	N/A
3093	Internal Node	N/A
3093	Leaf	N/A
3093	Leaf	N/A
3106	Internal Node	N/A
3106	Internal Node	N/A
3106	Leaf	N/A
3106	Leaf	N/A
3106	Internal Node	N/A
3106	Leaf	N/A
3106	Leaf	N/A
3107	Internal Node	N/A
3107	Internal Node	N/A
3107	Leaf	N/A
3107	Leaf	N/A
3107	Leaf	N/A
3113	Internal Node	N/A
3113	Internal Node	N/A
3113	Leaf	N/A
3113	Internal Node	N/A
3113	Internal Node	N/A
3113	Leaf	N/A
3113	Leaf	N/A
3113	Internal Node	N/A
3113	Leaf	N/A
3113	Leaf	N/A
3113	Leaf	N/A
3117	Internal Node	N/A
3117	Leaf	N/A
3117	Leaf	N/A
3120	Internal Node	N/A
3120	Internal Node	N/A
3120	Leaf	N/A
3120	Leaf	N/A
3120	Leaf	N/A
3125	Internal Node	N/A
3125	Leaf	N/A
3125	Leaf	N/A
3127	Internal Node	N/A
3127	Internal Node	N/A
3127	Leaf	N/A
3127	Internal Node	N/A
3127	Leaf	N/A
3127	Internal Node	N/A
3127	Leaf	N/A
3127	Internal Node	N/A
3127	Leaf	N/A
3127	Leaf	N/A
3127	Leaf	N/A
3130	Internal Node	N/A
3130	Leaf	N/A
3130	Leaf	N/A
3132	Internal Node	N/A
3132	Internal Node	N/A
3132	Leaf	N/A
3132	Internal Node	N/A
3132	Leaf	N/A
3132	Internal Node	N/A
3132	Leaf	N/A
3132	Internal Node	N/A
3132	Leaf	N/A
3132	Leaf	N/A
3132	Leaf	N/A
3137	Internal Node	N/A
3137	Leaf	N/A
3137	Leaf	N/A
3138	Internal Node	N/A
3138	Internal Node	N/A
3138	Leaf	N/A
3138	Leaf	N/A
3138	Leaf	N/A
3155	Internal Node	N/A
3155	Leaf	N/A
3155	Leaf	N/A
3161	Internal Node	N/A
3161	Leaf	N/A
3161	Internal Node	N/A
3161	Leaf	N/A
3161	Leaf	N/A
3164	Leaf	N/A
