ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	SUBGROUP	ALIGNMENT	COGID	COGIDS	SOURCE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES
2316	Proto-Bora-Muinane	father	giʔiru	giʔiru	g i ʔ i r u	None	Boran	g i ʔ i r u	3598	929	Seifart2024	1 7 1 7 5 7	AXBYBZ	KIHIRY	19	19.K.C 19.I.V 19.H.C 19.I.V 19.R.C 19.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	giʔiru	0
2317	Proto-Bora-Muinane	father	kaani	kaani	k a a n i	None	Boran	k a.a n i	3613	939	Seifart2024	1 7 7 4 7	AXYBZ	KAANI	19	19.K.C 19.A.V 19.A.V 19.N.C 19.I.V	2.0 1.5 1.3 1.75 0.8	kaani	0
2318	Bora	father	ʧiʔíjo	ʧiʔíjo	tʃ i ʔ i j o	None	Boran	tʃ i ʔ i j o	3598	929	Seifart2024	1 7 1 7 6 7	AXBYBZ	TIHIJU	5	5.T.C 5.I.V 5.H.C 5.I.V 5.J.C 5.U.V	2.0 1.5 1.75 1.3 1.75 0.8	tʃiʔijo	0
2319	Bora	father	kʰaani	kʰaani	kʰ a a n i	None	Boran	kʰ a.a n i	3613	939	Seifart2024	1 7 7 4 7	AXYBZ	KAANI	5	5.K.C 5.A.V 5.A.V 5.N.C 5.I.V	2.0 1.5 1.3 1.75 0.8	kʰaani	0
2320	Muinane	father	gíʔírubi	gíʔírubi	g i ʔ i r u + b i	None	Boran	g i ʔ i r u + b i	3599	929 812	Seifart2024	1 7 1 7 5 7 9 1 7	AXBYBZ_AX	KIHIRY_PI	14	14.K.C 14.I.V 14.H.C 14.I.V 14.R.C 14.Y.V 14._._ 14.P.C 14.I.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5	giʔiru+bi	0
2321	Muinane	father	kááni	kááni	k a a n i	None	Boran	k a.a n i	3613	939	Seifart2024	1 7 7 4 7	AXYBZ	KAANI	14	14.K.C 14.A.V 14.A.V 14.N.C 14.I.V	2.0 1.5 1.3 1.75 0.8	kaani	0
2773	AchuarShiwiar	father	páachir	páachir	p a + a tʃ i + r	Phonological alternation: ápar,apáachir	Chicham	- - p a + a tʃ i + r	3607	933 799 798	Fast2008	1 7 9 7 1 7 9 5	AX_XBZ_A	PA_ATI_R	1	1.P.C 1.A.V 1._._ 1.A.V 1.T.C 1.I.V 1._._ 1.R.C	2.0 1.5 0.0 1.5 1.75 0.8 0.0 2.0	pa+atʃi+r	0
2934	Andoa	father	kwakí	kwakí	kʷ a k i	None	Zaparoan	kʷ a k i	3592	922	Michael2009	1 7 1 7	AXBZ	KAKI	3	3.K.C 3.A.V 3.K.C 3.I.V	2.0 1.5 1.75 0.8	kʷaki	0
2979	Canichana	father	eu-tishi	eu-tishi	e u + t i ʃ i	eu = 1SG	Isolate	e u + t i ʃ i	3594	924 925	Crevels2012	7 7 9 1 7 3 7	XZ_AXBZ	EY_TISI	7	7.E.V 7.Y.V 7._._ 7.T.C 7.I.V 7.S.C 7.I.V	1.5 0.8 0.0 2.0 1.5 1.75 0.8	eu+tiʃi	0
3146	Juri	father	hato	hato	ʔ a t o	Martius: pater	Ticuna-Yuri	ʔ a t o	3596	927	Martius1867	1 7 1 7	AXBZ	HATU	12	12.H.C 12.A.V 12.T.C 12.U.V	2.0 1.5 1.75 0.8	ʔato	0
3147	Juri	father	suâtu	suâtu	s u a t u	Martius: pater	Ticuna-Yuri	s u a t u	3615	940	Martius1867	3 7 7 1 7	AXYBZ	SYATY	12	12.S.C 12.Y.V 12.A.V 12.T.C 12.Y.V	2.0 1.5 1.3 1.75 0.8	suatu	0
3148	Juri	father	háto	háto	ʔ a t o	Martius: pater	Ticuna-Yuri	ʔ a t o	3596	927	Martius1867	1 7 1 7	AXBZ	HATU	12	12.H.C 12.A.V 12.T.C 12.U.V	2.0 1.5 1.75 0.8	ʔato	1
3241	Coeruna	father	comú	comú	k o + m u	Martius: pater / 3.POSS-father?	Huitotoan	k o + m u	3528	846 930	Martius1867	1 7 9 4 7	AX_AX	KU_MY	10	10.K.C 10.U.V 10._._ 10.M.C 10.Y.V	2.0 1.5 0.0 2.0 1.5	ko+mu	0
3338	MiranhaCarapana-Tapuya	father	ámba	ámba	a m b a	Martius: pater	Huitotoan	a m b a	3597	928	Martius1867	7 4 1 7	XMBZ	AMPA	13	13.A.V 13.M.c 13.P.C 13.A.V	1.5 1.1 1.75 0.8	amba	0
3399	Shiwilu	father	tata	tata	t a t a	None	Cahuapanan	t a t a	3604	932	Valenzuela2012	1 7 1 7	AXBZ	TATA	21	21.T.C 21.A.V 21.T.C 21.A.V	2.0 1.5 1.75 0.8	tata	0
3578	Shuar	father	apa̠	apa̠	a p a	None	Chicham	- a p a	3605	933	Pellizzaro2005	7 1 7	XBZ	APA	22	22.A.V 22.P.C 22.A.V	1.5 1.75 0.8	apa	0
3841	Yameo	father	ī́yē̠	ī́yē̠	i j e	Tessmann: Vater	Peba-Yagua	i j e	3610	936	Tessmann1930	7 6 7	XBZ	IJE	33	33.I.V 33.J.C 33.E.V	1.5 1.75 0.8	ije	0
4099	Wampis	father	apa	apa	a p a	None	Chicham	- a p a	3605	933	Peña2023	7 1 7	XBZ	APA	27	27.A.V 27.P.C 27.A.V	1.5 1.75 0.8	apa	0
4262	Yagua	father	saja̠y	saja̠y	s a + h !ã/a j	None	Peba-Yagua	s a + h !ã/a j	3609	935 1709	Gonzales2023	3 7 9 3 7 6	AX_AXN	SA_HAJ	32	32.S.C 32.A.V 32._._ 32.H.C 32.A.V 32.J.c	2.0 1.5 0.0 2.0 1.5 0.8	sa+h!ã/aj	0
4449	Yanesha	father	apaˀ	apaˀ	a p aˀ	None	Arawakan	a p aˀ	3611	937	Peña2024	7 1 7	XBZ	APA	34	34.A.V 34.P.C 34.A.V	1.5 1.75 0.8	apaˀ	0
4686	Zaparo	father	kumanu	kumanu	k u m a n u	None	Zaparoan	k u m a n u	3612	938	Beier2014	1 7 4 7 4 7	AXBYBZ	KYMANY	35	35.K.C 35.Y.V 35.M.C 35.A.V 35.N.C 35.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	kumanu	0
4802	AchuarShiwiar	father	ápar	ápar	!á/a p a + r	None	Chicham	- !á/a p a + r	3606	933 798	Fast2008	7 1 7 9 5	XBZ_A	APA_R	1	1.A.V 1.P.C 1.A.V 1._._ 1.R.C	1.5 1.75 0.8 0.0 2.0	!á/apa+r	0
46	Iquito	feather (larger feathers rather than down)	kajasi	kajasi	k a h a + s i	feather	Zaparoan	k a h a + s i	3627	954 57	Michael2022	1 7 3 7 9 3 7	AXBZ_AX	KAHA_SI	11	11.K.C 11.A.V 11.H.C 11.A.V 11._._ 11.S.C 11.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	kaha+si	0
403	Ocaina	feather (larger feathers rather than down)	hɯxaaro	hɯxaaro	h ɯ x aː r o	None	Huitotoan	h ɯ x aː r o	3635	963	Huber2021	3 7 3 7 5 7	AXBYBZ	HIGARU	16	16.H.C 16.I.V 16.G.C 16.A.V 16.R.C 16.U.V	2.0 1.5 1.75 1.3 1.75 0.8	hɯxaːro	0
628	Resigaro	feather (larger feathers rather than down)	ʃakooʔgíʔó	ʃakooʔgíʔó	ʃ a k oː ʔ g i ʔ o	None	Arawakan	ʃ a k oː ʔ g i ʔ o	3637	966	Huber2021	3 7 1 7 1 1 7 1 7	AXBYMBYBZ	SAKUHKIHU	20	20.S.C 20.A.V 20.K.C 20.U.V 20.H.c 20.K.C 20.I.V 20.H.C 20.U.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 0.8	ʃakoːʔgiʔo	0
811	WitotoMinica	feather (larger feathers rather than down)	óogodo	óogodo	oː g o + d o	None	Huitotoan	oː g o + d o	3642	971 2324	Huber2021	7 1 7 9 1 7	XBZ_AX	UKU_TU	29	29.U.V 29.K.C 29.U.V 29._._ 29.T.C 29.U.V	1.5 1.75 0.8 0.0 2.0 1.5	oːgo+do	0
1029	WitotoMurui	feather (larger feathers rather than down)	oogodo	oogodo	oː g o + d o	/-do/ CLF:SMALL.POINTED	Huitotoan	oː g o + d o	3642	971 2324	Huber2021	7 1 7 9 1 7	XBZ_AX	UKU_TU	30	30.U.V 30.K.C 30.U.V 30._._ 30.T.C 30.U.V	1.5 1.75 0.8 0.0 2.0 1.5	oːgo+do	0
1236	WitotoNipode	feather (larger feathers rather than down)	óogodo	óogodo	oː g o + d o	None	Huitotoan	oː g o + d o	3642	971 2324	Huber2021	7 1 7 9 1 7	XBZ_AX	UKU_TU	31	31.U.V 31.K.C 31.U.V 31._._ 31.T.C 31.U.V	1.5 1.75 0.8 0.0 2.0 1.5	oːgo+do	0
1418	Aguaruna	feather (larger feathers rather than down)	uhɨ	uhɨ	ʊ h ɨ	None	Chicham	- ʊ h ɨ	3625	953	Johansson2021	7 3 7	XBZ	YHI	2	2.Y.V 2.H.C 2.I.V	1.5 1.75 0.8	ʊhɨ	0
1555	Arabela	feather (larger feathers rather than down)	kaj̃asu	kaj̃asu	k a h a + s u	None	Zaparoan	k a h a + s u	3627	954 57	Johansson2021	1 7 3 7 9 3 7	AXBZ_AX	KAHA_SY	4	4.K.C 4.A.V 4.H.C 4.A.V 4._._ 4.S.C 4.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	kaha+su	0
1685	Candoshi-Shapra	feather (larger feathers rather than down)	poɾo	poɾo	p o ɾ o	None	Isolate	p o ɾ o	3625	953	Johansson2021	1 7 5 7	AXBZ	PURU	6	6.P.C 6.U.V 6.R.C 6.U.V	2.0 1.5 1.75 0.8	poɾo	0
1798	Chayahuita	feather (larger feathers rather than down)	anpoɾoʔ	anpoɾoʔ	a n p o ɾ o ʔ	None	Cahuapanan	a n p o ɾ o ʔ	3629	958	Johansson2021	7 4 1 7 5 7 1	XMBYBYN	ANPURUH	8	8.A.V 8.N.c 8.P.C 8.U.V 8.R.C 8.U.V 8.H.c	1.5 1.1 1.75 1.3 1.75 1.3 0.8	anpoɾoʔ	0
1927	Muniche	feather (larger feathers rather than down)	tʃitna	tʃitna	tʃ i t n a	None	Isolate	tʃ i t n a	3634	962	Johansson2021	1 7 1 4 7	AXBCZ	TITNA	15	15.T.C 15.I.V 15.T.C 15.N.C 15.A.V	2.0 1.5 1.75 1.5 0.8	tʃitna	0
2047	Taushiro	feather (larger feathers rather than down)	ɲahan	ɲahan	ɲ a h a n	None	Isolate	ɲ a h a n	3638	967	Johansson2021	4 7 3 7 4	AXBYN	NAHAN	23	23.N.C 23.A.V 23.H.C 23.A.V 23.N.c	2.0 1.5 1.75 1.3 0.8	ɲahan	0
2162	Waorani	feather (larger feathers rather than down)	õõbã	õõbã	o o b a	None	Isolate	o o b a	3641	970	Johansson2021	7 7 1 7	XYBZ	UUPA	28	28.U.V 28.U.V 28.P.C 28.A.V	1.5 1.3 1.75 0.8	ooba	0
2486	Proto-Bora-Muinane	feather (larger feathers rather than down)	i-hee-no	i-hee-no	i + h e e + n o	None	Boran	i + h e.e + n o	3636	964 955 965	Seifart2024	7 9 3 7 7 9 4 7	X_AXZ_AX	I_HEE_NU	19	19.I.V 19._._ 19.H.C 19.E.V 19.E.V 19._._ 19.N.C 19.U.V	1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5	i+hee+no	0
2487	Bora	feather (larger feathers rather than down)	ɨ́ʔhɨne	ɨ́ʔhɨne	ɨ ʔ + h ɨ + n ɛ	None	Boran	ɨ.ʔ + h ɨ + n ɛ	3636	964 955 965	Seifart2024	7 1 9 3 7 9 4 7	XN_AX_AX	IH_HI_NE	5	5.I.V 5.H.c 5._._ 5.H.C 5.I.V 5._._ 5.N.C 5.E.V	1.5 0.8 0.0 2.0 1.5 0.0 2.0 1.5	ɨʔ+hɨ+nɛ	0
2488	Muinane	feather (larger feathers rather than down)	íhéene	íhéene	i + h e e + n e	None	Boran	i + h e.e + n e	3636	964 955 965	Seifart2024	7 9 3 7 7 9 4 7	X_AXZ_AX	I_HEE_NE	14	14.I.V 14._._ 14.H.C 14.E.V 14.E.V 14._._ 14.N.C 14.E.V	1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5	i+hee+ne	0
2775	AchuarShiwiar	feather (larger feathers rather than down)	úre	úre	u r ɨ	None	Chicham	- u r ɨ	3625	953	Fast2008	7 5 7	XBZ	YRI	1	1.Y.V 1.R.C 1.I.V	1.5 1.75 0.8	urɨ	0
2935	Andoa	feather (larger feathers rather than down)	kajáso	kajáso	k a h a + s o	None	Zaparoan	k a h a + s o	3627	954 57	Michael2009	1 7 3 7 9 3 7	AXBZ_AX	KAHA_SU	3	3.K.C 3.A.V 3.H.C 3.A.V 3._._ 3.S.C 3.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	kaha+so	0
2980	Canichana	feather (larger feathers rather than down)	mim-colli	mim-colli	m i m + k o ʎ i	None	Isolate	m i m + k o ʎ i	3628	956 957	Crevels2012	4 7 4 9 1 7 5 7	AXN_AXBZ	MIM_KULI	7	7.M.C 7.I.V 7.M.c 7._._ 7.K.C 7.U.V 7.L.C 7.I.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	mim+koʎi	0
3154	Juri	feather (larger feathers rather than down)	naini	naini	n a i n i	Martius: pluma	Ticuna-Yuri	n a i n i	3632	960	Martius1867	4 7 7 4 7	AXYBZ	NAINI	12	12.N.C 12.A.V 12.I.V 12.N.C 12.I.V	2.0 1.5 1.3 1.75 0.8	naini	0
3244	Coeruna	feather (larger feathers rather than down)	ihóato	ihóato	i ʔ o a t o	Martius: pluma	Huitotoan	i ʔ o a t o	3630	959	Martius1867	7 1 7 7 1 7	XBYYBZ	IHUATU	10	10.I.V 10.H.C 10.U.V 10.A.V 10.T.C 10.U.V	1.5 1.75 1.3 1.3 1.75 0.8	iʔoato	0
3341	MiranhaCarapana-Tapuya	feather (larger feathers rather than down)	gannó	gannó	g a n n o	Martius: pluma	Huitotoan	g a n n o	3633	961	Martius1867	1 7 4 4 7	AXMBZ	KANNU	13	13.K.C 13.A.V 13.N.c 13.N.C 13.U.V	2.0 1.5 1.1 1.75 0.8	ganno	0
3401	Shiwilu	feather (larger feathers rather than down)	anpulu’	anpulu’	a m b u l u ʔ	None	Cahuapanan	a m b u l u ʔ	3629	958	Valenzuela2012	7 4 1 7 5 7 1	XMBYBYN	AMPYLYH	21	21.A.V 21.M.c 21.P.C 21.Y.V 21.L.C 21.Y.V 21.H.c	1.5 1.1 1.75 1.3 1.75 1.3 0.8	ambuluʔ	0
3974	Urarina	feather (larger feathers rather than down)	t̪ahaae ɨhɨí	t̪ahaae ɨhɨí	t a h a a e + ɨ h ɨ i	bird + hair	Isolate	t a h a a e + ɨ h ɨ i	3639	968 969	Peña2023	1 7 3 7 7 7 9 7 3 7 7	AXBYYZ_XBYZ	TAHAAE_IHII	26	26.T.C 26.A.V 26.H.C 26.A.V 26.A.V 26.E.V 26._._ 26.I.V 26.H.C 26.I.V 26.I.V	2.0 1.5 1.75 1.3 1.3 0.8 0.0 1.5 1.75 1.3 0.8	tahaae+ɨhɨi	0
4124	Wampis	feather (larger feathers rather than down)	ure	ure	u r ɨ	None	Chicham	- u r ɨ	3625	953	Peña2023	7 5 7	XBZ	YRI	27	27.Y.V 27.R.C 27.I.V	1.5 1.75 0.8	urɨ	0
4292	Yagua	feather (larger feathers rather than down)	sa̠si	sa̠hasi	s !ã/a + h a s i	None	Peba-Yagua	s !ã/a + h a s i	3289	55 1710	Gonzales2023	3 7 9 3 7 3 7	AX_AXBZ	SA_HASI	32	32.S.C 32.A.V 32._._ 32.H.C 32.A.V 32.S.C 32.I.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	s!ã/a+hasi	0
4490	Yanesha	feather (larger feathers rather than down)	papoé / aʎaɽa	papoé	p a p o e	None	Arawakan	p a p o e	3643	972	Peña2024	1 7 1 7 7	AXBYZ	PAPUE	34	34.P.C 34.A.V 34.P.C 34.U.V 34.E.V	2.0 1.5 1.75 1.3 0.8	papoe	0
4491	Yanesha	feather (larger feathers rather than down)	papoé / aʎaɽa	aʎaɽa	a ʎ a ɽ a	None	Arawakan	a ʎ a ɽ a	3644	973	Peña2024	7 5 7 5 7	XBYBZ	ALARA	34	34.A.V 34.L.C 34.A.V 34.R.C 34.A.V	1.5 1.75 1.3 1.75 0.8	aʎaɽa	0
4688	Zaparo	feather (larger feathers rather than down)	kahaakwa	kahaakwa	k a h aː + kʷ a	None	Zaparoan	k a h aː + kʷ a	3626	954 56	Beier2014	1 7 3 7 9 1 7	AXBZ_AX	KAHA_KA	35	35.K.C 35.A.V 35.H.C 35.A.V 35._._ 35.K.C 35.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	kahaː+kʷa	0
47	Iquito	few	jɨɨ́timijaarika	jɨɨ́timijaarika	h ɨː t i m i h aː r i k a	a few	Zaparoan	h ɨː t i m i h aː r i k a	3655	994	Michael2022	3 7 1 7 4 7 3 7 5 7 1 7	AXBYBYBYBYBZ	HITIMIHARIKA	11	11.H.C 11.I.V 11.T.C 11.I.V 11.M.C 11.I.V 11.H.C 11.A.V 11.R.C 11.I.V 11.K.C 11.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	hɨːtimihaːrika	0
48	Iquito	few	jɨɨ́tipɨjaarika	jɨɨ́tipɨjaarika	h ɨː t i p ɨ h aː r i k a	a few	Zaparoan	h ɨː t i p ɨ h aː r i k a	3655	994	Michael2022	3 7 1 7 1 7 3 7 5 7 1 7	AXBYBYBYBYBZ	HITIPIHARIKA	11	11.H.C 11.I.V 11.T.C 11.I.V 11.P.C 11.I.V 11.H.C 11.A.V 11.R.C 11.I.V 11.K.C 11.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	hɨːtipɨhaːrika	0
228	Ticuna	few	nôʼré	nôʼré	n o ʔ ɾ e	be few	Ticuna-Yuri	n o ʔ ɾ e	6	1003	Bertet2020	4 7 1 5 7	AXBCZ	NUHRE	25	25.N.C 25.U.V 25.H.C 25.R.C 25.E.V	2.0 1.5 1.75 1.5 0.8	noʔɾe	0
511	Ocaina	few	síítiʔ	síítiʔ	s iː t i ʔ	None	Huitotoan	- s iː t i ʔ	3658	997	Huber2021	3 7 1 7 1	AXBYN	SITIH	16	16.S.C 16.I.V 16.T.C 16.I.V 16.H.c	2.0 1.5 1.75 1.3 0.8	siːtiʔ	0
512	Ocaina	few	sóógo	sóógo	s oː g o	None	Huitotoan	s oː g - o	3651	990	Huber2021	3 7 1 7	AXBZ	SUKU	16	16.S.C 16.U.V 16.K.C 16.U.V	2.0 1.5 1.75 0.8	soːgo	0
513	Ocaina	few	tóógo	tóógo	t oː g o	None	Huitotoan	t oː g - o	3651	990	Huber2021	1 7 1 7	AXBZ	TUKU	16	16.T.C 16.U.V 16.K.C 16.U.V	2.0 1.5 1.75 0.8	toːgo	0
514	Ocaina	few	xaβĩʔ	xaβĩʔ	x a β i ʔ	None	Huitotoan	x a β i ʔ	15	1012	Huber2021	3 7 3 7 1	AXBYN	GABIH	16	16.G.C 16.A.V 16.B.C 16.I.V 16.H.c	2.0 1.5 1.75 1.3 0.8	xaβiʔ	0
691	Resigaro	few	ooʤaʤáʔ	ooʤaʤáʔ	oː dʒ a dʒ a ʔ	None	Arawakan	oː dʒ a dʒ a ʔ	3660	999	Huber2021	7 1 7 1 7 1	XBYBYN	UTATAH	20	20.U.V 20.T.C 20.A.V 20.T.C 20.A.V 20.H.c	1.5 1.75 1.3 1.75 1.3 0.8	oːdʒadʒaʔ	0
895	WitotoMinica	few	dúera	dúera	d u e + ɾ a	None	Huitotoan	d u e + ɾ a	9	1006 1007	Huber2021	1 7 7 9 5 7	AXZ_AX	TYE_RA	29	29.T.C 29.Y.V 29.E.V 29._._ 29.R.C 29.A.V	2.0 1.5 0.8 0.0 2.0 1.5	due+ɾa	0
1105	WitotoMurui	few	hanore	hanore	h a n o + r e	Literally means 'little'-ATT	Huitotoan	h a n o + r e	3593	923 1007	Huber2021	3 7 4 7 9 5 7	AXBZ_AX	HANU_RE	30	30.H.C 30.A.V 30.N.C 30.U.V 30._._ 30.R.C 30.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	hano+re	0
1310	WitotoNipode	few	híɯre	híɯre	h i ɯ + ɾ e	None	Huitotoan	h i ɯ + ɾ e	3595	926 1007	Huber2021	3 7 7 9 5 7	AXZ_AX	HII_RE	31	31.H.C 31.I.V 31.I.V 31._._ 31.R.C 31.E.V	2.0 1.5 0.8 0.0 2.0 1.5	hiɯ+ɾe	0
1419	Aguaruna	few	uhumak	uhumak	ʊ h ʊ m a k	None	Chicham	ʊ h ʊ m a k	3647	988	Johansson2021	7 3 7 4 7 1	XBYBYN	YHYMAK	2	2.Y.V 2.H.C 2.Y.V 2.M.C 2.A.V 2.K.c	1.5 1.75 1.3 1.75 1.3 0.8	ʊhʊmak	0
1556	Arabela	few	ʃiitianijoj̃ua	ʃiitianijoj̃ua	ʃ iː t i a n i h o h u a	None	Zaparoan	ʃ iː t i a n i h o h u a	3648	989	Johansson2021	3 7 1 7 7 4 7 3 7 3 7 7	AXBYYBYBYBYZ	SITIANIHUHYA	4	4.S.C 4.I.V 4.T.C 4.I.V 4.A.V 4.N.C 4.I.V 4.H.C 4.U.V 4.H.C 4.Y.V 4.A.V	2.0 1.5 1.75 1.3 1.3 1.75 1.3 1.75 1.3 1.75 1.3 0.8	ʃiːtianihohua	0
1686	Candoshi-Shapra	few	paktʃi	paktʃi	p a k tʃ i	None	Isolate	p a k tʃ i	1060	2327	Johansson2021	1 7 1 1 7	AXMBZ	PAKTI	6	6.P.C 6.A.V 6.K.c 6.T.C 6.I.V	2.0 1.5 1.1 1.75 0.8	paktʃi	0
1799	Chayahuita	few	pipiʃa	pipiʃa	p i p i ʃ a	None	Cahuapanan	p i p i ʃ a	3653	992	Johansson2021	1 7 1 7 3 7	AXBYBZ	PIPISA	8	8.P.C 8.I.V 8.P.C 8.I.V 8.S.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	pipiʃa	0
2048	Taushiro	few	atʃintuhiɾo	atʃintuhiɾo	a tʃ i n t u h i ɾ o	None	Isolate	a tʃ i n t u h i ɾ o	5	1002	Johansson2021	7 1 7 4 1 7 3 7 5 7	XBYMBYBYBZ	ATINTYHIRU	23	23.A.V 23.T.C 23.I.V 23.N.c 23.T.C 23.Y.V 23.H.C 23.I.V 23.R.C 23.U.V	1.5 1.75 1.3 1.1 1.75 1.3 1.75 1.3 1.75 0.8	atʃintuhiɾo	0
2163	Waorani	few	wædæ̃ke	wædæ̃ke	w æ d æ k e	None	Isolate	w æ d æ k e	8	1005	Johansson2021	6 7 1 7 1 7	AXBYBZ	WETEKE	28	28.W.C 28.E.V 28.T.C 28.E.V 28.K.C 28.E.V	2.0 1.5 1.75 1.3 1.75 0.8	wædæke	0
2776	AchuarShiwiar	few	untsúrinchu	untsúrinchu	u n ts u r i n tʃ u	Phonological variation: untsúrinchau	Chicham	u n ts u r i n tʃ u	3646	987	Fast2008	7 4 2 7 5 7 4 1 7	XMBYBYMBZ	YNCYRINTY	1	1.Y.V 1.N.c 1.C.C 1.Y.V 1.R.C 1.I.V 1.N.c 1.T.C 1.Y.V	1.5 1.1 1.75 1.3 1.75 1.3 1.1 1.75 0.8	untsurintʃu	0
2981	Canichana	few	mehumache	mehumache	m e h u m a tʃ e	None	Isolate	m e h u m a tʃ e	3652	991	Crevels2012	4 7 3 7 4 7 1 7	AXBYBYBZ	MEHYMATE	7	7.M.C 7.E.V 7.H.C 7.Y.V 7.M.C 7.A.V 7.T.C 7.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	mehumatʃe	0
3149	Juri	few	ihi	ihi	i ʔ i	Martius: paucus	Ticuna-Yuri	i ʔ i	3656	995	Martius1867	7 1 7	XBZ	IHI	12	12.I.V 12.H.C 12.I.V	1.5 1.75 0.8	iʔi	0
3242	Coeruna	few	anuaécki	anuaécki	a n u a e k i	Martius: paucus, a, um	Huitotoan	a n u a e k i	3654	993	Martius1867	7 4 7 7 7 1 7	XBYYYBZ	ANYAEKI	10	10.A.V 10.N.C 10.Y.V 10.A.V 10.E.V 10.K.C 10.I.V	1.5 1.75 1.3 1.3 1.3 1.75 0.8	anuaeki	0
3339	MiranhaCarapana-Tapuya	few	honigáka	honigáka	ʔ o n i g a k a	Martius: paucus, a, um	Huitotoan	ʔ o n i g a k a	3657	996	Martius1867	1 7 4 7 1 7 1 7	AXBYBYBZ	HUNIKAKA	13	13.H.C 13.U.V 13.N.C 13.I.V 13.K.C 13.A.V 13.K.C 13.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	ʔonigaka	0
3402	Shiwilu	few	ñi enpu’ni	ñi enpu’ni	ɲ i + ə m b u ʔ n i	None	Cahuapanan	ɲ i + ə m b u ʔ n i	4	1000 1001	Valenzuela2012	4 7 9 7 4 1 7 1 4 7	AX_XMBYBCZ	NI_EMPYHNI	21	21.N.C 21.I.V 21._._ 21.E.V 21.M.c 21.P.C 21.Y.V 21.H.C 21.N.C 21.I.V	2.0 1.5 0.0 1.5 1.1 1.75 1.3 1.75 1.5 0.8	ɲi+əmbuʔni	0
3789	Omurano	few	atatī́u	atatī́u	a t a t i u	Tessmann: wenig	Isolate	a t a t i u	3659	998	Tessmann1930	7 1 7 1 7 7	XBYBYZ	ATATIY	17	17.A.V 17.T.C 17.A.V 17.T.C 17.I.V 17.Y.V	1.5 1.75 1.3 1.75 1.3 0.8	atatiu	0
3868	Yameo	few	tekar paṛinṛe	tekar paṛinṛe	t e k a r + p a r i n + r e	Tessmann: wenig	Peba-Yagua	t e k a r + p a r i n + r e	11	1009 1008 1711	Tessmann1930	1 7 1 7 5 9 1 7 5 7 4 9 5 7	AXBYN_AXBYN_AX	TEKAR_PARIN_RE	33	33.T.C 33.E.V 33.K.C 33.A.V 33.R.c 33._._ 33.P.C 33.A.V 33.R.C 33.I.V 33.N.c 33._._ 33.R.C 33.E.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5	tekar+parin+re	0
4046	Urarina	few	kud̺at̪aháhai	kud̺at̪aháhai	k u d a t a h a h a i	None	Isolate	k u d a t a h a h a i	7	1004	Peña2023	1 7 1 7 1 7 3 7 3 7 7	AXBYBYBYBYZ	KYTATAHAHAI	26	26.K.C 26.Y.V 26.T.C 26.A.V 26.T.C 26.A.V 26.H.C 26.A.V 26.H.C 26.A.V 26.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 0.8	kudatahahai	0
4075	Wampis	few	ishichik	ishichik	i ʃ i tʃ i k	None	Chicham	i ʃ i tʃ i k	3658	997	Peña2023	7 3 7 1 7 1	XBYBYN	ISITIK	27	27.I.V 27.S.C 27.I.V 27.T.C 27.I.V 27.K.c	1.5 1.75 1.3 1.75 1.3 0.8	iʃitʃik	0
4426	Yagua	few	pasidye	pasidye	p a s i + dʲ e	None	Peba-Yagua	p a s i - + dʲ e	10	1008 1711	Gonzales2023	1 7 3 7 9 1 7	AXBZ_AX	PASI_TE	32	32.P.C 32.A.V 32.S.C 32.I.V 32._._ 32.T.C 32.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	pasi+dʲe	0
