ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	FAMILY	COGID	COGIDS	MORPHEMES	BORROWING
3141	MiranhaCarapana-Tapuya	tooth (front rather than molar)	gesühi	gesühi	g e s ɨ ʔ i	Martius: dens	Huitotoan	0			
3342	Shiwilu	tooth (front rather than molar)	latek	latek	l a tˀ ə k		Cahuapanan	0			
3524	Shuar	tooth (front rather than molar)	nai	nai	n ei		Chicham	0			
3550	Chibito	tooth (front rather than molar)	dzuī (tui)	dzuī	dz u !ī/i	Tessmann: Zahn	Hibito-Cholon	0			
3570	Omurano	tooth (front rather than molar)	nanani	nanani	n a n a n i	Tessmann: Zahn	Omurano	0			
3630	Tequiraca	tooth (front rather than molar)	āka	āka	!ā/a k a	Tessmann: Zahn	Aewa	0			
3714	Urarina	tooth (front rather than molar)	kaʰt̪ɨ́	kaʰt̪ɨ́	k !aʰ/a̤ t !̪ɨ́/ɨ		Urarina	0			
3962	Wampis	tooth (front rather than molar)	nai	nai	n a i		Chicham	0			
4106	Yagua	tooth (front rather than molar)	janda	janda	h a n d a		Peba-Yagua	0			
4289	Yanesha	tooth (front rather than molar)	asot͡s / paˀs	asot͡s	a s o ts		Arawakan	0			
4290	Yanesha	tooth (front rather than molar)	asot͡s / paˀs	paˀs	p a ʔ s		Arawakan	0			
4598	Zaparo	tooth (front rather than molar)	icharɨ	icharɨ	i tʃ a r ɨ		Zaparoan	0			
168	Iquito	tree	náana	náana	n !áa/aː n a	tree	Zaparoan	0			
261	Ocaina	tree	am̥ɯ̃ɯ̃ɲ̥a	am̥ɯ̃ɯ̃ɲ̥a	a m̥ !ɯ̃ɯ̃/ɯɯ ɲ̥ a		Huitotoan	0			
491	Resigaro	tree	aβáanaʔé	aβáanaʔé	a β !áa/aː n a ʔ !é/e		Arawakan	0			
672	WitotoMinica	tree	aména	aména	a m !é/e n a		Huitotoan	0			
890	WitotoMurui	tree	amena	amena	a m e n a		Huitotoan	0			
1097	WitotoNipode	tree	aména	aména	a m !é/e n a		Huitotoan	0			
1373	Aguaruna	tree	numi	numi	n ʊ m i		Chicham	0			
1504	Arabela	tree	naana	naana	n aː n a		Zaparoan	0			
1616	Candoshi-Shapra	tree	jasina	jasina	j a s i n a		Candoshi-Shapra	0			
1742	Chayahuita	tree	naɾa	naɾa	n a ɾ a		Cahuapanan	0			
1864	Muniche	tree	apaʔnɨ	apaʔnɨ	a p a ʔ n ɨ		Muniche	0			
1965	Taushiro	tree	awah	awah	a w a h		Taushiro	0			
2077	Waorani	tree	awæ̃	awæ̃	a w !æ̃/æ		Waorani	0			
2203	Proto-Bora-Muinane	tree	ɨmo-ʔo	ɨmo-ʔo	ɨ m o + ʔ o			0			
2204	Bora	tree	ɯ́me-ʔe	ɯ́me-ʔe	!ɯ́/ɯ m e + ʔ e		Boran	0			
2205	Muinane	tree	ɨ́mo-ʔo	ɨ́mo-ʔo	!ɨ́/ɨ m o + ʔ o		Boran	0			
2729	AchuarShiwiar	tree	númi	númi	n !ú/u m i	Phonological alternation: yúmi	Chicham	0			
2787	Andoa	tree	amáka	amáka	a m !á/a k a		Zaparoan	0			
2865	Canichana	tree	ni-yiga	ni-yiga	n i + j i g a	ni = ABS	Canichana	0			
2886	Juri	tree	noinlno	noinlno	n o i n l n o	Martius: arbor	Ticuna-Yuri	0			
2887	Juri	tree	noinó	noinó	n o i n !ó/o	Martius: arbor	Ticuna-Yuri	0			
3032	Coeruna	tree	taina	taina	t a i n a	Martius: arbor	Huitotoan	0			
3091	Pebas	tree	tapasey	tapasey	t a p a s e j	Martius: arbor	Peba-Yagua	0			
3129	MiranhaCarapana-Tapuya	tree	amühi	amühi	a m ɨ ʔ i	Martius: arbor	Huitotoan	0			
3343	Shiwilu	tree	nala	nala	n a l a		Cahuapanan	0			
3525	Shuar	tree	numi	numi	n u m i		Chicham	0			
3607	Omurano	tree	á͜a	á͜a	aː	Tessmann: Baum	Omurano	0			
3683	Yameo	tree	ṓɣun̊	ṓɣun̊	!ṓ/o ɣ u !n̊/n	Tessmann: Baum	Peba-Yagua	0			
3780	Urarina	tree	n̪ɨ̃ɨ̃n̪ã́	n̪ɨ̃ɨ̃n̪ã́	n !̪ɨ̃/ɨ !ɨ̃/ɨ n !̪ã́/a		Urarina	0			
3938	Wampis	tree	numi	numi	n u m i		Chicham	0			
4091	Yagua	tree	ni̠nu	ni̠nu	n !i̠/i n u		Peba-Yagua	0			
4269	Yanesha	tree	sat͡s	sat͡s	s a ts		Arawakan	0			
4599	Zaparo	tree	nakuna	nakuna	n a k u n a		Zaparoan	0			
170	Iquito	two	kuumi	kuumi	k uː m i	two	Zaparoan	0			
171	Iquito	two	kuupɨ	kuupɨ	k uː p ɨ	two	Zaparoan	0			
278	Ocaina	two	han̥aa	han̥aa	h a n̥ aː		Huitotoan	0			
279	Ocaina	two	han̥aamaʔ	han̥aamaʔ	h a n̥ aː m a ʔ		Huitotoan	0			
503	Resigaro	two	migaakú	migaakú	m i g aː k !ú/u		Arawakan	0			
686	WitotoMinica	two	ména	ména	m !é/e n a		Huitotoan	0			
904	WitotoMurui	two	mena	mena	m e n a		Huitotoan	0			
1110	WitotoNipode	two	ména	ména	m !é/e n a		Huitotoan	0			
1374	Aguaruna	two	himag	himag	h i m a ŋ		Chicham	0			
1505	Arabela	two	kaapikwi	kaapikwi	k aː p i k i		Zaparoan	0			
1617	Candoshi-Shapra	two	tsimpono	tsimpono	ts i m p o n o		Candoshi-Shapra	0			
1743	Chayahuita	two	katoʔ	katoʔ	k a t o ʔ		Cahuapanan	0			
1865	Muniche	two	utspa	utspa	u ts p a		Muniche	0			
1966	Taushiro	two	atʃini	atʃini	a tʃ i n i		Taushiro	0			
2078	Waorani	two	bẽa	bẽa	b !ẽ/e a		Waorani	0			
2230	Proto-Bora-Muinane	two	mi-no-kɨ	mi-no-kɨ	m i + n o + k ɨ			0			
2231	Bora	two	mí-ɲéé-kʰɯɯ́	mí-ɲéé-kʰɯɯ́	m !í/i + ɲ !é/e !é/e + kʰ ɯ !ɯ́/ɯ		Boran	0			
2232	Muinane	two	míí-no-kkɨ	míí-no-kkɨ	m !í/i !í/i + n o + k k ɨ		Boran	0			
2731	AchuarShiwiar	two	jímiar	jímiar	h !í/i mʲ a r		Chicham	0			
2866	Canichana	two	caadita	caadita	k a a d i t a	Because of order of entries, here is the variant: eu-colileche	Canichana	0			
3015	Juri	two	panga	panga	p a n g a	Martius: 2	Ticuna-Yuri	0			
3016	Juri	two	peiá	peiá	p e i !á/a	Martius: 2	Ticuna-Yuri	0			
3017	Juri	two	paoó	paoó	p a o !ó/o	Martius: 2	Ticuna-Yuri	0			
3121	Pebas	two	nomoira	nomoira	n o m o i ɾ a	Martius: 2	Peba-Yagua	0			
3187	MiranhaCarapana-Tapuya	two	inahma	inahma	i n a ʔ m a	Martius: 2	Huitotoan	0			
3345	Shiwilu	two	katu’	katu’	k a t u ʔ		Cahuapanan	0			
3527	Shuar	two	jímiar	jímiar	h !í/i m i a ɾ		Chicham	0			
3564	Chibito	two	optšē	optšē	o p tʃ !ē/e	Tessmann: zwei	Hibito-Cholon	0			
3583	Omurano	two	θṓoro	θṓoro	θ !ṓ/o o r o	Tessmann: zwei	Omurano	0			
3642	Tequiraca	two	kisnáõ	kisnáõ	k i s n !á/a !õ/o	Tessmann: zwei	Aewa	0			
3655	Yameo	two	narámue̯	narámue̯	n a r !á/a m u !e̯/e	Tessmann: zwei	Peba-Yagua	0			
3909	Wampis	two	jimar	jimar	h i m a r		Chicham	0			
4247	Yagua	two	araju̠	araju̠	a r a h !u̠/u		Peba-Yagua	0			
4462	Yanesha	two	epa	epa	e p a		Arawakan	0			
4600	Zaparo	two	amashaniki	amashaniki	a m a ʃ a n i k i		Zaparoan	0			
174	Iquito	warm (of weather)	íípànàna	íípànàna	!íí/iː p !à/a n !à/a n a		Zaparoan	0			
2734	AchuarShiwiar	warm (of weather)	tsúwer	tsúwer	ts !ú/u w ɨ r		Chicham	0			
4053	Wampis	warm (of weather)	jake	jake	h a k e		Chicham	0			
4427	Yanesha	warm (of weather)	at͡seɾ	at͡seɾ	a ts e ɾ		Arawakan	0			
176	Iquito	water	aaka	aaka	aː k a	water	Zaparoan	0			
345	Ocaina	water	ɲõõ	ɲõõ	ɲ !õõ/oː		Huitotoan	0			
346	Ocaina	water	ɲõõhɯ̃	ɲõõhɯ̃	ɲ !õõ/oː h !ɯ̃/ɯ		Huitotoan	0			
469	Resigaro	water	hooní	hooní	h oː n !í/i		Arawakan	0			
648	WitotoMinica	water	háɯnoi	háɯnoi	h !á/a ɯ n o i		Huitotoan	0			
865	WitotoMurui	water	hɯnui	hɯnui	h ɯ n ui		Huitotoan	0			
1072	WitotoNipode	water	háɯnoi	háɯnoi	h !á/a ɯ n o i		Huitotoan	0			
1376	Aguaruna	water	jumi	jumi	j ʊ m i		Chicham	0			
1507	Arabela	water	mowaka	mowaka	m o w a k a		Zaparoan	0			
1619	Candoshi-Shapra	water	koŋko	koŋko	k o ŋ k o		Candoshi-Shapra	0			
1745	Chayahuita	water	iʔʃa	iʔʃa	i ʔ ʃ a		Cahuapanan	0			
1867	Muniche	water	idɨ	idɨ	i d ɨ		Muniche	0			
1968	Taushiro	water	wɨi	wɨi	w ɨ i		Taushiro	0			
2079	Waorani	water	æpæ̃	æpæ̃	æ p !æ̃/æ		Waorani	0			
2156	Proto-Bora-Muinane	water	nɨ-ppaiu	nɨ-ppaiu	n ɨ + p p a i u			0			
2157	Bora	water	nɯ́-hpʰakʰʲo	nɯ́-hpʰakʰʲo	n !ɯ́/ɯ + h pʰ a kʰʲ o		Boran	0			
2158	Muinane	water	nɨ́-ɸáíʔu	nɨ́-ɸáíʔu	n !ɨ́/ɨ + ɸ !á/a !í/i ʔ u		Boran	0			
2736	AchuarShiwiar	water	yúmi	yúmi	j !ú/u m i		Chicham	0			
2788	Andoa	water	moáka	moáka	m o !á/a k a		Zaparoan	0			
2868	Canichana	water	ne-se	ne-se	n e + s e	ni = ABS	Canichana	0			
2883	Juri	water	o(a)ra	ora	o ɾ a	Martius: aqua	Ticuna-Yuri	0			
2884	Juri	water	coörá	coörá	c o !ö/o ɾ !á/a	Martius: aqua	Ticuna-Yuri	0			
2885	Juri	water	ghoaraq	ghoaraq	g o a ɾ a q	Martius: aqua	Ticuna-Yuri	0			
3031	Coeruna	water	nühó	nühó	n ɨ ʔ !ó/o	Martius: aqua	Huitotoan	0			
3090	Pebas	water	ain	ain	ai n	Martius: aqua	Peba-Yagua	0			
3128	MiranhaCarapana-Tapuya	water	nóhwi	nóhwi	n !ó/o ʔ w i	Martius: aqua	Huitotoan	0			
3349	Shiwilu	water	dek	dek	ð ə ˀk		Cahuapanan	0			
3531	Shuar	water	entsa	entsa	ɨ n ts a		Chicham	0			
3555	Chibito	water	otšj	otšj	o tʃ j	Tessmann: Wasser	Hibito-Cholon	0			
3575	Omurano	water	tówă	tówă	t !ó/o w !ă/a	Tessmann: Wasser	Omurano	0			
3635	Tequiraca	water	wā́ē	wā́ē	w !ā́/a !ē/e	Tessmann: Wasser	Aewa	0			
3647	Yameo	water	nan̊'wá	nan̊'wá	n a !n̊/n w !á/a	Tessmann: Wasser	Peba-Yagua	0			
3705	Urarina	water	aʰkaɨ́	aʰkaɨ́	!aʰ/a̤ k a !ɨ́/i		Urarina	0			
4026	Wampis	water	entsa	entsa	e n ts a	also yumi	Chicham	0			
4135	Yagua	water	ja̠	ja̠	h !a̠/a		Peba-Yagua	0			
4336	Yanesha	water	oɲ	oɲ	o ɲ		Arawakan	0			
4604	Zaparo	water	murichaha	murichaha	m u r i tʃ a h a		Zaparoan	0			
177	Iquito	we	kana=,pɨ́ɨ́=	kana=	k a n a		Zaparoan	0			
178	Iquito	we	kana=,pɨ́ɨ́=	pɨ́ɨ́=	p !ɨ́ɨ́=/ɨː		Zaparoan	0			
292	Ocaina	we	xa	xa	x a		Huitotoan	0			
293	Ocaina	we	xaho	xaho	x a h o		Huitotoan	0			
294	Ocaina	we	xo	xo	x o		Huitotoan	0			
295	Ocaina	we	xoxo	xoxo	x o x o		Huitotoan	0			
296	Ocaina	we	xak	xak	x a k		Huitotoan	0			
297	Ocaina	we	xaka	xaka	x a k a		Huitotoan	0			
510	Resigaro	we	ɸaʔá	ɸaʔá	ɸ a ʔ !á/a		Arawakan	0			
511	Resigaro	we	muuʔá	muuʔá	m uː ʔ !á/a		Arawakan	0			
694	WitotoMinica	we	kaɯ	kaɯ	k a ɯ		Huitotoan	0			
695	WitotoMinica	we	kóko	kóko	k !ó/o k o		Huitotoan	0			
696	WitotoMinica	we	káɯŋaɯ	káɯŋaɯ	k !á/a ɯ ŋ a ɯ		Huitotoan	0			
911	WitotoMurui	we	kaɯ	kaɯ	k aɯ		Huitotoan	0			
912	WitotoMurui	we	koko	koko	k o k o		Huitotoan	0			
913	WitotoMurui	we	kaiɲaɯ	kaiɲaɯ	k ai ɲ aɯ		Huitotoan	0			
1118	WitotoNipode	we	kaɯ	kaɯ	k a ɯ		Huitotoan	0			
1119	WitotoNipode	we	kóko	kóko	k !ó/o k o		Huitotoan	0			
2248	Proto-Bora-Muinane	we	mɨɨʔai	mɨɨʔai	m ɨ ɨ ʔ a i			0			
2249	Bora	we	mɯɯ́ʔa	mɯɯ́ʔa	m ɯ !ɯ́/ɯ ʔ a		Boran	0			
2250	Muinane	we	mɨ́ɨ́ʔai	mɨ́ɨ́ʔai	m !ɨ́/ɨ !ɨ́/ɨ ʔ a i		Boran	0			
2737	AchuarShiwiar	we	ii	ii	iː		Chicham	0			
2869	Canichana	we	ohexxalxina	ohexxalxina	o h e h h a l h i n a		Canichana	0			
2960	Juri	we	too	too	t o o	Martius: nos	Ticuna-Yuri	0			
3350	Shiwilu	we	kenmu’wa’	kenmu’wa’	kˀ ə n m u ʔ w a ʔ	inclusive form	Cahuapanan	0			
3351	Shiwilu	we	kuda	kuda	k u ð a	exclusive form	Cahuapanan	0			
3532	Shuar	we	li	li	l i		Chicham	0			
3836	Urarina	we	kan̪ãkaán̪ã	kan̪ãkaán̪ã	k a n !̪ã/a k a !á/a n !̪ã/a		Urarina	0			
3890	Wampis	we	ii	ii	i i		Chicham	0			
4161	Yagua	we	ju̠	ju̠	h !u̠/u		Peba-Yagua	0			
4364	Yanesha	we	ja	ja	j a		Arawakan	0			
4605	Zaparo	we	kanaha	kanaha	k a n a h a	exclusive. Short form: kana=	Zaparoan	0			
4606	Zaparo	we	pɨaka	pɨaka	p ɨ a k a	inclusive. Short form: pa=	Zaparoan	0			
179	Iquito	wet	pikana	pikana	p i k a n a	wet	Zaparoan	0			
389	Ocaina	wet	hááhi	hááhi	h !áá/aː h i		Huitotoan	0			
566	Resigaro	wet	patsʰánuʔ	patsʰánuʔ	p a tsʰ !á/a n u ʔ		Arawakan	0			
772	WitotoMinica	wet	rɯáide	rɯáide	!r/ɾ ɯ !á/a i d e		Huitotoan	0			
981	WitotoMurui	wet	ɯnorede	ɯnorede	ɯ n o r e d e		Huitotoan	0			
1185	WitotoNipode	wet	ɯnórede	ɯnórede	ɯ n !ó/o !r/ɾ e d e		Huitotoan	0			
1377	Aguaruna	wet	tʃupihu	tʃupihu	tʃ ʊ p i h ʊ		Chicham	0			
1508	Arabela	wet	pikwiikwia	pikwiikwia	p i k iː k i a		Zaparoan	0			
1746	Chayahuita	wet	ʃipiɾin	ʃipiɾin	ʃ i p i ɾ i n		Cahuapanan	0			
1868	Muniche	wet	çaju	çaju	ç a j u		Muniche	0			
1969	Taushiro	wet	itʃuntunoʔ	itʃuntunoʔ	i tʃ u n t u n o ʔ		Taushiro	0			
2415	Proto-Bora-Muinane	wet	peepai-no	peepai-no	p e e p a i + n o			0			
2416	Proto-Bora-Muinane	wet	maa-	maa-	m a a			0			
2417	Bora	wet	mahááβe	mahááβe	m a h !á/a !á/a β e		Boran	0			
2418	Bora	wet	pʰɨ́ɨ́pʰá-ɲe	pʰɨ́ɨ́pʰá-ɲe	pʰ !ɨ́/ɨ !ɨ́/ɨ pʰ !á/a + ɲ e		Boran	0			
2419	Muinane	wet	mááɲo	mááɲo	m !á/a !á/a ɲ o		Boran	0			
2420	Muinane	wet	ɸééɸa-ɲo	ɸééɸa-ɲo	ɸ !é/e !é/e ɸ a + ɲ o		Boran	0			
2738	AchuarShiwiar	wet	chúpit	chúpit	tʃ !ú/u p i t		Chicham	0			
3533	Shuar	wet	jiniárma	jiniárma	h i n i !á/a ɾ m a		Chicham	0			
3767	Urarina	wet	s̪eʰt̪eẽ́t̪i	s̪eʰt̪eẽ́t̪i	s !̪eʰ/e̤ t e !ẽ́/e t i		Urarina	0			
4065	Wampis	wet	jinaru	jinaru	h i n a r u		Chicham	0			
4223	Yagua	wet	apadi	apadi	a p a d i		Peba-Yagua	0			
4435	Yanesha	wet	poreˀ	poreˀ	p o ɾ e ʔ		Arawakan	0			
4607	Zaparo	wet	tsutuka	tsutuka	ts u t u k a		Zaparoan	0			
180	Iquito	what?	saakaa	saakaa	s aː k aː	what	Zaparoan	0			
318	Ocaina	what?	dzoʔ	dzoʔ	dz o ʔ		Huitotoan	0			
526	Resigaro	what?	kóoní	kóoní	k !óo/oː n !í/i		Arawakan	0			
713	WitotoMinica	what?	mɯnɯ́ka	mɯnɯ́ka	m ɯ n !ɯ́/ɯ k a		Huitotoan	0			
929	WitotoMurui	what?	bue	bue	b u e		Huitotoan	0			
1135	WitotoNipode	what?	nɯpóde	nɯpóde	n ɯ p !ó/o d e		Huitotoan	0			
1378	Aguaruna	what?	wahi	wahi	w a h i		Chicham	0			
1509	Arabela	what?	kasaa	kasaa	k a s aː		Zaparoan	0			
1620	Candoshi-Shapra	what?	maja	maja	m a j a		Candoshi-Shapra	0			
1747	Chayahuita	what?	maʔtaʔ	maʔtaʔ	m a ʔ t a ʔ		Cahuapanan	0			
1869	Muniche	what?	tiʔku	tiʔku	t i ʔ k u		Muniche	0			
1970	Taushiro	what?	antuʔhan	antuʔhan	a n t u ʔ h a n		Taushiro	0			
2080	Waorani	what?	kĩdõ	kĩdõ	k !ĩ/i d !õ/o		Waorani	0			
2739	AchuarShiwiar	what?	warí	warí	w a r !í/i		Chicham	0			
2870	Canichana	what?	emta	emta	e m t a		Canichana	0			
3352	Shiwilu	what?	ma’	ma’	m a ʔ		Cahuapanan	0			
3534	Shuar	what?	warí	warí	w a ɾ !í/i		Chicham	0			
3755	Urarina	what?	dʒa; dʒahé	dʒa	dʒ a		Urarina	0			
3756	Urarina	what?	dʒa; dʒahé	dʒahé	dʒ a h !é/e		Urarina	0			
3898	Wampis	what?	wari	wari	w a r i		Chicham	0			
4165	Yagua	what?	ta̠ra	ta̠ra	t !a̠/a r a		Peba-Yagua	0			
4367	Yanesha	what?	esoˀt	esoˀt	e s o ʔ t		Arawakan	0			
4608	Zaparo	what?	katsaka	katsaka	k a ts a k a		Zaparoan	0			
181	Iquito	when?	jɨɨ́tikari	jɨɨ́tikari	h !ɨɨ́/ɨː t i k a r i	when	Zaparoan	0			
375	Ocaina	when?	dzoʔkã	dzoʔkã	dz o ʔ k !ã/a		Huitotoan	0			
376	Ocaina	when?	dzoʔaa	dzoʔaa	dz o ʔ aː		Huitotoan	0			
557	Resigaro	when?	hideeʔtsí	hideeʔtsí	h i d eː ʔ td !í/i		Arawakan	0			
757	WitotoMinica	when?	nɯrúido	nɯrúido	n ɯ !r/ɾ !ú/u i d o		Huitotoan	0			
969	WitotoMurui	when?	nɯruido	nɯruido	n ɯ r ui d o		Huitotoan	0			
1175	WitotoNipode	when?	nɯrúido	nɯrúido	n ɯ !r/ɾ !ú/u i d o		Huitotoan	0			
1379	Aguaruna	when?	wahuti	wahuti	w a h ʊ t i		Chicham	0			
1510	Arabela	when?	kaɾi	kaɾi	k a ɾ i		Zaparoan	0			
1748	Chayahuita	when?	onpoɾotaʔ	onpoɾotaʔ	o n p o ɾ o t a ʔ		Cahuapanan	0			
1971	Taushiro	when?	inɨhan	inɨhan	i n ɨ h a n		Taushiro	0			
2081	Waorani	when?	æjedẽdõ	æjedẽdõ	æ j e d !ẽ/e d !õ/o		Waorani	0			
2740	AchuarShiwiar	when?	warútik	warútik	w a r !ú/u t i k	Phonological alternation: warútia	Chicham	0			
2871	Canichana	when?	yahuaxana	yahuaxana	j a w a h a n a		Canichana	0			
3353	Shiwilu	when?	enpi’i’na	enpi’i’na	ə m b i ʔ i ʔ n a		Cahuapanan	0			
3535	Shuar	when?	urútai	urútai	u ɾ !ú/u t ei		Chicham	0			
3827	Urarina	when?	dʒa ban̪ã́	dʒa ban̪ã́	dʒ a + b a n !̪ã́/a		Urarina	0			
3900	Wampis	when?	urutma	urutma	u r u t m a		Chicham	0			
4255	Yagua	when?	nutyaju	nutyaju	n u tʲ a h u		Peba-Yagua	0			
4471	Yanesha	when?	esempoˀt	esempoˀt	e s e m p o ʔ t		Arawakan	0			
4609	Zaparo	when?	tiyakari	tiyakari	t i j a k a r i		Zaparoan	0			
182	Iquito	where?	tɨɨti	tɨɨti	t ɨː t i	where	Zaparoan	0			
372	Ocaina	where?	dzoo	dzoo	dz oː		Huitotoan	0			
373	Ocaina	where?	dzõõ	dzõõ	dz !õõ/oː		Huitotoan	0			
374	Ocaina	where?	dzõõʔ	dzõõʔ	dz !õõ/oː ʔ		Huitotoan	0			
558	Resigaro	where?	henéé	henéé	h e n !éé/eː		Arawakan	0			
758	WitotoMinica	where?	nɯnó	nɯnó	n ɯ n !ó/o		Huitotoan	0			
759	WitotoMinica	where?	nɯné	nɯné	n ɯ n !é/e		Huitotoan	0			
970	WitotoMurui	where?	nɯno	nɯno	n ɯ n o		Huitotoan	0			
971	WitotoMurui	where?	nɯne	nɯne	n ɯ n e		Huitotoan	0			
1176	WitotoNipode	where?	nɯnó	nɯnó	n ɯ n !ó/o		Huitotoan	0			
1177	WitotoNipode	where?	nɯné	nɯné	n ɯ n !é/e		Huitotoan	0			
1380	Aguaruna	where?	tuwi	tuwi	t ʊ w i		Chicham	0			
1511	Arabela	where?	tee	tee	t eː		Zaparoan	0			
1621	Candoshi-Shapra	where?	tamanʃita	tamanʃita	t a m a n ʃ i t a		Candoshi-Shapra	0			
1749	Chayahuita	where?	insɨkɨtaʔ	insɨkɨtaʔ	i n s ɨ k ɨ t a ʔ		Cahuapanan	0			
1870	Muniche	where?	manca	manca	m a n c a		Muniche	0			
1972	Taushiro	where?	hihan	hihan	h i h a n		Taushiro	0			
2082	Waorani	where?	æjõbõdõ	æjõbõdõ	æ j !õ/o b !õ/o d !õ/o		Waorani	0			
2741	AchuarShiwiar	where?	tuní	tuní	t u n !í/i		Chicham	0			
2872	Canichana	where?	lava	lava	l a v a		Canichana	0			
3354	Shiwilu	where?	enkasek	enkasek	ə n g a s ə ˀk		Cahuapanan	0			
3794	Urarina	where?	dʒɨ́	dʒɨ́	dʒ !ɨ́/i		Urarina	0			
3899	Wampis	where?	tui	tui	t u i		Chicham	0			
4254	Yagua	where?	te	te	t e		Peba-Yagua	0			
4610	Zaparo	where?	tayi	tayi	t a j i		Zaparoan	0			
183	Iquito	white	musútina	musútina	m u s !ú/u t i n a	white	Zaparoan	0			
310	Ocaina	white	ɸɯrãìãìɲ̥a	ɸɯrãìãìɲ̥a	ɸ ɯ r !ã/a !ì/i !ã/a !ì/i ɲ̥ a		Huitotoan	0			
518	Resigaro	white	heɸííʔ	heɸííʔ	h e ɸ !íí/iː ʔ		Arawakan	0			
707	WitotoMinica	white	úθerede	úθerede	!ú/u θ e !r/ɾ e d e		Huitotoan	0			
923	WitotoMurui	white	uθerede	uθerede	u θ e r e d e		Huitotoan	0			
1129	WitotoNipode	white	úterede	úterede	!ú/u t e !r/ɾ e d e		Huitotoan	0			
1381	Aguaruna	white	puhu	puhu	p ʊ h ʊ		Chicham	0			
1512	Arabela	white	kowaj̃a	kowaj̃a	k o w a !h̃/h a		Zaparoan	0			
1622	Candoshi-Shapra	white	mpooɾʃi	mpooɾʃi	m p oː ɾ ʃ i		Candoshi-Shapra	0			
1750	Chayahuita	white	wiɾiton	wiɾiton	w i ɾ i t o n		Cahuapanan	0			
1871	Muniche	white	ahnedatsaʔa	ahnedatsaʔa	a h n e d a ts a ʔ a		Muniche	0			
1973	Taushiro	white	haʔanta	haʔanta	h a ʔ a n t a		Taushiro	0			
2083	Waorani	white	dãbæ̃ta	dãbæ̃ta	d !ã/a b !æ̃/æ t a		Waorani	0			
2270	Proto-Bora-Muinane	white	ʦeʦee	ʦeʦee	ts e ts e e			0			
2271	Bora	white	ʦʰɨʦʰɨ	ʦʰɨʦʰɨ	tsʰ ɨ tsʰ ɨ		Boran	0			
2272	Muinane	white	sésééne	sésééne	s !é/e s !é/e !é/e n e		Boran	0			
2742	AchuarShiwiar	white	púju	púju	p !ú/u h u	Because of order of the entries: píshi	Chicham	0			
2789	Andoa	white	oshíshia	oshíshia	o ʃ !í/i ʃ i a		Zaparoan	0			
2873	Canichana	white	m-bara	m-bara	m + b a ɾ a		Canichana	0			
2879	Juri	white	háre	háre	ʔ !á/a ɾ e	Martius: albus	Ticuna-Yuri	0			
2880	Juri	white	ahré	ahré	a ʔ ɾ !é/e	Martius: albus	Ticuna-Yuri	0			
2881	Juri	white	aâre	aâre	a !â/a ɾ e	Martius: albus	Ticuna-Yuri	0			
3029	Coeruna	white	hacoámö	hacoámö	ʔ a k o !á/a m !ö/o	Martius: albus, a, um	Huitotoan	0			
3089	Pebas	white	papasey	papasey	p a p a s e j	Martius: albus	Peba-Yagua	0			
3126	MiranhaCarapana-Tapuya	white	iháma	iháma	i ʔ !á/a m a	Martius: albus	Huitotoan	0			
3355	Shiwilu	white	dadapu	dadapu	ð a ð a p u		Cahuapanan	0			
3536	Shuar	white	puju	puju	p u h u		Chicham	0			
3566	Chibito	white	utsūtš (atsutš)	utsūtš	u ts !ū/u tʃ	Tessmann: weiß	Hibito-Cholon	0			
3585	Omurano	white	tšalama	tšalama	tʃ a l a m a	Tessmann: weiß	Omurano	0			
3644	Tequiraca	white	sukḗe	sukḗe	s u k !ḗ/e e	Tessmann: weiß	Aewa	0			
3657	Yameo	white	pašelắ	pašelắ	p a ʃ e l !ắ/a	Tessmann: weiß	Peba-Yagua	0			
3720	Urarina	white	s̪umãhã́ĩ	s̪umãhã́ĩ	s u m !ã/a h !ã́/a !ĩ/i		Urarina	0			
4049	Wampis	white	puju	puju	p u h u		Chicham	0			
4226	Yagua	white	pupasi	pupasi	p u p a s i		Peba-Yagua	0			
4439	Yanesha	white	waʎamaˀtʲ	waʎamaˀtʲ	w a ʎ a m a ʔ tʲ		Arawakan	0			
4611	Zaparo	white	ushicha	ushicha	u ʃ i tʃ a		Zaparoan	0			
184	Iquito	who?	kánɨɨka	kánɨɨka	k !á/a n ɨː k a	who	Zaparoan	0			
317	Ocaina	who?	bṍ	bṍ	b !ṍ/o		Huitotoan	0			
525	Resigaro	who?	kéení	kéení	k !ée/eː n !í/i		Arawakan	0			
712	WitotoMinica	who?	bu	bu	b u		Huitotoan	0			
928	WitotoMurui	who?	bu	bu	b u		Huitotoan	0			
1134	WitotoNipode	who?	bu	bu	b u		Huitotoan	0			
1382	Aguaruna	who?	ja	ja	j a		Chicham	0			
1513	Arabela	who?	kana	kana	k a n a		Zaparoan	0			
1623	Candoshi-Shapra	who?	tʃaka	tʃaka	tʃ a k a		Candoshi-Shapra	0			
1751	Chayahuita	who?	inkaɾitaʔ	inkaɾitaʔ	i n k a ɾ i t a ʔ		Cahuapanan	0			
1872	Muniche	who?	putaduça	putaduça	p u t a d u ç a		Muniche	0			
1974	Taushiro	who?	kuʔhan	kuʔhan	k u ʔ h a n		Taushiro	0			
2084	Waorani	who?	ækãdõ	ækãdõ	æ k !ã/a d !õ/o		Waorani	0			
