Doculect A	Doculect B	Concept	Form A	Form B	Cogid	Distance from Identity Score	Levenshtein Distance	Bigram Distance	Trigram Distance	Combined Distance	Same Family?
Ticuna	Ticuna	because	ŋ e ɾ ɯ	e ɾ ɯ	144	0.43999999999999995	0.25	0.375	0.3333333333333333	0.3495833333333333	yes
Ticuna	Ticuna	because	ŋ e ɾ ɯ	dʑ e ɾ ɯ	144	0.4	0.25	0.25	0.2	0.275	yes
Ticuna	Ticuna	because	dʑ e ɾ ɯ	e ɾ ɯ	144	0.52	0.25	0.375	0.3333333333333333	0.3695833333333333	yes
Ticuna	Ticuna	because	dʑ e ɾ ɯ	ŋ e ɾ ɯ	144	0.4	0.25	0.25	0.2	0.275	yes
Ticuna	Muniche	to bite	tɕ i	ʂ a	2187	0.64	1.0	0.75	0.5555555555555555	0.7363888888888889	no
Ticuna	Ocaina	to bite	ŋ o	aː n ɯ	2188	0.72	1.0	0.8333333333333334	0.6666666666666666	0.8049999999999999	no
Ticuna	WitotoMinica	to bite	ŋ o	aɯ n i d e	2188	0.72	1.0	0.9	0.7777777777777778	0.8494444444444444	no
Ticuna	WitotoMurui	to bite	ŋ o	aɯ n i d e	2188	0.72	1.0	0.9	0.7777777777777778	0.8494444444444444	no
Ticuna	WitotoNipode	to bite	ŋ o	aɯ n i d e	2188	0.72	1.0	0.9	0.7777777777777778	0.8494444444444444	no
Ticuna	Ocaina	dirty	ɯ ʔ a	ɲ aː ʔ ɯ	372	0.72	0.75	0.625	0.5333333333333334	0.6570833333333332	no
Ticuna	Aguaruna	dry (substance)	p a	b ʊ k ʊ	404	0.72	1.0	0.875	0.7333333333333333	0.8320833333333333	no
Ticuna	Proto-Bora-Muinane	eye	ʔ e t ɯ	a dʒ ɨ + ɨ	520	0.76	1.0	0.9	0.7777777777777778	0.8594444444444445	no
Ticuna	Bora	eye	ʔ e t ɯ	ʔ a tʃ ɯ + ɯ	520	0.76	0.6666666666666666	0.6666666666666666	0.5714285714285714	0.6661904761904762	no
Ticuna	Muinane	eye	ʔ e t ɯ	a a dʒ ɨ + ɨ	520	0.76	1.0	0.9166666666666666	0.8095238095238095	0.871547619047619	no
Ticuna	Juri	eye	ʔ e t ɯ	i t i	520	0.64	0.75	0.625	0.6	0.65375	yes
Ticuna	Muniche	far	dʑ a ʔ n a	t i h n a	548	0.6	0.6	0.6	0.5	0.575	no
Ticuna	Shuar	far	dʑ a ʔ n a	j a h a	548	0.72	0.6	0.6	0.5555555555555555	0.6188888888888888	no
Ticuna	Wampis	far	dʑ a ʔ n a	j a h a	548	0.72	0.6	0.6	0.5555555555555555	0.6188888888888888	no
Ticuna	Shuar	father	p a p a	a p a	584	0.72	0.25	0.375	0.26666666666666666	0.40291666666666665	no
Ticuna	Wampis	father	p a p a	a p a	584	0.72	0.25	0.375	0.26666666666666666	0.40291666666666665	no
Ticuna	Ticuna	hand	ʔ m e ʔ e	m e	883	0.48	0.6	0.7	0.6666666666666666	0.6116666666666667	yes
Ticuna	Ticuna	hand	m e	ʔ m e ʔ e	883	0.48	0.6	0.7	0.611111111111111	0.5977777777777777	yes
Ticuna	Taushiro	how	ɲ u ʔ a k ɯ	ɨ n t ɨ h a n	982	0.72	1.0	0.8571428571428571	0.7500000000000001	0.8317857142857142	no
Ticuna	Ticuna	if	e g a	g a	1016	0.48	0.3333333333333333	0.5	0.41666666666666663	0.4325	yes
Ticuna	Ticuna	if	e g a	ŋ e g a	1016	0.48	0.25	0.375	0.26666666666666666	0.34291666666666665	yes
Ticuna	AchuarShiwiar	if	e g a	k a	1016	0.76	0.6666666666666666	0.6666666666666666	0.5833333333333334	0.6691666666666667	no
Ticuna	Shuar	if	e g a	k a	1016	0.76	0.6666666666666666	0.6666666666666666	0.5833333333333334	0.6691666666666667	no
Ticuna	Ticuna	if	g a	e g a	1016	0.48	0.3333333333333333	0.5	0.3333333333333333	0.4116666666666666	yes
Ticuna	Ticuna	if	g a	ŋ e g a	1016	0.43999999999999995	0.5	0.625	0.5333333333333333	0.5245833333333333	yes
Ticuna	AchuarShiwiar	if	g a	k a	1016	0.52	0.5	0.5	0.3333333333333333	0.4633333333333333	no
Ticuna	Shuar	if	g a	k a	1016	0.52	0.5	0.5	0.3333333333333333	0.4633333333333333	no
Ticuna	Ticuna	if	ŋ e g a	e g a	1016	0.48	0.25	0.375	0.3333333333333333	0.3595833333333333	yes
Ticuna	Ticuna	if	ŋ e g a	g a	1016	0.43999999999999995	0.5	0.625	0.5333333333333333	0.5245833333333333	yes
Ticuna	AchuarShiwiar	if	ŋ e g a	k a	1016	0.72	0.75	0.75	0.6666666666666666	0.7216666666666666	no
Ticuna	Shuar	if	ŋ e g a	k a	1016	0.72	0.75	0.75	0.6666666666666666	0.7216666666666666	no
Ticuna	Aguaruna	to kill	m a	m oʊ t	2502	0.72	0.6666666666666666	0.5	0.5	0.5966666666666667	no
Ticuna	AchuarShiwiar	to kill	m a	m aː t i n	2502	0.72	0.8	0.7	0.6666666666666666	0.7216666666666666	no
Ticuna	Shuar	to kill	m a	m a + a	2502	0.76	0.5	0.5	0.4666666666666666	0.5566666666666666	no
Ticuna	Wampis	to kill	m a	m aː t	2502	0.72	0.6666666666666666	0.5	0.5	0.5966666666666667	no
Ticuna	Ticuna	mother	b u ʔ i	b i ʔ i	1218	0.28	0.25	0.25	0.2	0.245	yes
Ticuna	Ticuna	mother	b i ʔ i	b u ʔ i	1218	0.28	0.25	0.25	0.13333333333333333	0.22833333333333333	yes
Ticuna	Yagua	other	t o	t i	1473	0.56	0.5	0.25	0.2222222222222222	0.3830555555555556	no
Ticuna	Juri	person	d u a	dʒ o k o	1481	0.64	1.0	0.875	0.7333333333333333	0.8120833333333334	yes
Ticuna	Waorani	sleep	p e	b o	1837	0.56	1.0	0.75	0.5555555555555555	0.7163888888888889	no
Ticuna	Ticuna	to tie	ŋ a	n a i	2818	0.52	0.6666666666666666	0.6666666666666666	0.49999999999999994	0.5883333333333333	yes
Ticuna	Ticuna	to tie	n a i	ŋ a	2818	0.52	0.6666666666666666	0.6666666666666666	0.49999999999999994	0.5883333333333333	yes
Ticuna	Ticuna	what?	a k ɯ	t ɯ a k ɯ	3024	0.52	0.4	0.5	0.4444444444444444	0.4661111111111111	yes
Ticuna	Ticuna	what?	t ɯ a k ɯ	a k ɯ	3024	0.52	0.4	0.5	0.4444444444444444	0.4661111111111111	yes
Ticuna	Ocaina	when?	ɲ u ʔ g u	dz o ʔ k a	3037	0.6	0.8	0.7	0.611111111111111	0.6777777777777777	no
Ticuna	Ocaina	when?	ɲ u ʔ g u	dz o ʔ aː	3037	0.72	0.8	0.7	0.6666666666666666	0.7216666666666666	no
Ticuna	Aguaruna	white	p u ʔ u	p ʊ h ʊ	3059	0.56	0.75	0.625	0.5333333333333333	0.6170833333333333	no
Ticuna	AchuarShiwiar	white	p u ʔ u	p u h u	3059	0.56	0.25	0.25	0.2	0.315	no
Ticuna	Shuar	white	p u ʔ u	p u h u	3059	0.56	0.25	0.25	0.2	0.315	no
Ticuna	Wampis	white	p u ʔ u	p u h u	3059	0.56	0.25	0.25	0.2	0.315	no
Ticuna	MiranhaCarapana-Tapuya	yellow	d e ʔ e	n o ʔ o k e a	3269	0.72	0.7142857142857143	0.7857142857142857	0.6666666666666665	0.7216666666666666	no
Ocaina	WitotoMinica	mouth	ɸ oː ɯ	ɸ u e	1258	0.43999999999999995	0.6666666666666666	0.5	0.41666666666666663	0.5058333333333332	yes
Ocaina	WitotoMurui	mouth	ɸ oː ɯ	ɸ u e	1258	0.43999999999999995	0.6666666666666666	0.5	0.41666666666666663	0.5058333333333332	yes
Ocaina	WitotoNipode	mouth	ɸ oː ɯ	p u e	1258	0.48	1.0	0.8333333333333334	0.6666666666666666	0.745	yes
Ocaina	WitotoMinica	nose	tʲ oː ɸ o	d o ɸ o	1388	0.4	0.5	0.5	0.39999999999999997	0.44999999999999996	yes
Ocaina	WitotoMurui	nose	tʲ oː ɸ o	d o ɸ o	1388	0.4	0.5	0.5	0.39999999999999997	0.44999999999999996	yes
Ocaina	WitotoNipode	nose	tʲ oː ɸ o	d o p o	1388	0.48	0.75	0.75	0.6	0.645	yes
Ocaina	Ocaina	back (person's)	h ɯː ʔ x o	h ɯː ʔ x o m o	86	0.48	0.2857142857142857	0.2857142857142857	0.29166666666666663	0.33577380952380953	yes
Ocaina	Ocaina	back (person's)	h ɯː ʔ x o m o	h ɯː ʔ x o	86	0.48	0.2857142857142857	0.2857142857142857	0.29166666666666663	0.33577380952380953	yes
Ocaina	Ocaina	hand	o n̥ oː	o n̥ oː p o	873	0.48	0.4	0.4	0.38888888888888884	0.4172222222222222	yes
Ocaina	WitotoMinica	hand	o n̥ oː	o n oɯ	873	0.4	0.6666666666666666	0.5	0.41666666666666663	0.49583333333333335	yes
Ocaina	WitotoMurui	hand	o n̥ oː	o n o dʒ ɯ	873	0.6	0.8	0.7	0.611111111111111	0.6777777777777777	yes
Ocaina	WitotoMurui	hand	o n̥ oː	o n oɯ	873	0.4	0.6666666666666666	0.5	0.41666666666666663	0.49583333333333335	yes
Ocaina	WitotoNipode	hand	o n̥ oː	o n oɯ	873	0.4	0.6666666666666666	0.5	0.41666666666666663	0.49583333333333335	yes
Ocaina	Coeruna	hand	o n̥ oː	k u n i a	873	0.64	1.0	0.9	0.7777777777777778	0.8294444444444444	yes
Ocaina	MiranhaCarapana-Tapuya	hand	o n̥ oː	g a n o a g a	873	0.64	0.8571428571428571	0.8571428571428571	0.7916666666666666	0.7864880952380952	yes
Ocaina	Ocaina	hand	o n̥ oː p o	o n̥ oː	873	0.48	0.4	0.4	0.38888888888888884	0.4172222222222222	yes
Ocaina	WitotoMinica	hand	o n̥ oː p o	o n oɯ	873	0.6	0.8	0.7	0.611111111111111	0.6777777777777777	yes
Ocaina	WitotoMurui	hand	o n̥ oː p o	o n o dʒ ɯ	873	0.43999999999999995	0.8	0.7	0.5555555555555555	0.6238888888888888	yes
Ocaina	WitotoMurui	hand	o n̥ oː p o	o n oɯ	873	0.6	0.8	0.7	0.611111111111111	0.6777777777777777	yes
Ocaina	WitotoNipode	hand	o n̥ oː p o	o n oɯ	873	0.6	0.8	0.7	0.611111111111111	0.6777777777777777	yes
Ocaina	Coeruna	hand	o n̥ oː p o	k u n i a	873	0.64	1.0	0.9	0.7777777777777778	0.8294444444444444	yes
Ocaina	MiranhaCarapana-Tapuya	hand	o n̥ oː p o	g a n o a g a	873	0.64	1.0	0.8571428571428571	0.75	0.8117857142857143	yes
Ocaina	Ocaina	leg	o dz a k o n a	o dz aː β ɯ n a	1100	0.36	0.42857142857142855	0.42857142857142855	0.375	0.39803571428571427	yes
Ocaina	Ocaina	leg	o dz aː β ɯ n a	o dz a k o n a	1100	0.36	0.42857142857142855	0.42857142857142855	0.375	0.39803571428571427	yes
Ocaina	Ocaina	foot	ɯ ʔ j oː	ɯ ʔ j oː g a	744	0.48	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.36999999999999994	yes
Ocaina	Ocaina	foot	ɯ ʔ j oː g a	ɯ ʔ j oː	744	0.48	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.36999999999999994	yes
Ocaina	MiranhaCarapana-Tapuya	woman	m aː m i	a m i	3189	0.64	0.5	0.5	0.39999999999999997	0.51	yes
Ocaina	WitotoMinica	husband	oː n a	ɯ i n i	999	0.6	0.75	0.625	0.6	0.64375	yes
Ocaina	WitotoMurui	husband	oː n a	ɯ n i	999	0.43999999999999995	0.6666666666666666	0.5	0.41666666666666663	0.5058333333333332	yes
Ocaina	WitotoNipode	husband	oː n a	ɯ i n i	999	0.6	0.75	0.625	0.6	0.64375	yes
Ocaina	Ocaina	father	m oː	m oː h o	581	0.48	0.5	0.5	0.4666666666666666	0.48666666666666664	yes
Ocaina	WitotoMinica	father	m oː	m oː	581	0.24	0.0	0.0	0.0	0.06	yes
Ocaina	WitotoMurui	father	m oː	m oː	581	0.24	0.0	0.0	0.0	0.06	yes
Ocaina	WitotoNipode	father	m oː	m oː	581	0.24	0.0	0.0	0.0	0.06	yes
Ocaina	Ocaina	father	m oː h o	m oː	581	0.48	0.5	0.5	0.4666666666666666	0.48666666666666664	yes
Ocaina	WitotoMinica	father	m oː h o	m oː	581	0.6	0.5	0.5	0.4666666666666666	0.5166666666666667	yes
Ocaina	WitotoMurui	father	m oː h o	m oː	581	0.6	0.5	0.5	0.4666666666666666	0.5166666666666667	yes
Ocaina	WitotoNipode	father	m oː h o	m oː	581	0.6	0.5	0.5	0.4666666666666666	0.5166666666666667	yes
Ocaina	WitotoMinica	river	m aː n̥ ɯ	i m a n i	1560	0.6	0.8	0.8	0.6666666666666666	0.7166666666666667	yes
Ocaina	WitotoMurui	river	m aː n̥ ɯ	i m a n i	1560	0.6	0.8	0.8	0.6666666666666666	0.7166666666666667	yes
Ocaina	WitotoNipode	river	m aː n̥ ɯ	i m a n i	1560	0.6	0.8	0.8	0.6666666666666666	0.7166666666666667	yes
Ocaina	Ocaina	small	s oː g o	t oː g o	1843	0.36	0.25	0.25	0.2	0.265	yes
Ocaina	Arabela	small	s oː g o	s ɨ k aː	1843	0.56	0.75	0.625	0.5333333333333333	0.6170833333333333	no
Ocaina	Wampis	small	s oː g o	ʃ i k a p i tʃ	1843	0.72	1.0	0.9285714285714286	0.8333333333333334	0.8704761904761905	no
Ocaina	Ocaina	small	t oː g o	s oː g o	1843	0.36	0.25	0.25	0.2	0.265	yes
Ocaina	Arabela	small	t oː g o	s ɨ k aː	1843	0.6	1.0	0.875	0.7333333333333333	0.8020833333333334	no
Ocaina	Wampis	small	t oː g o	ʃ i k a p i tʃ	1843	0.72	1.0	0.9285714285714286	0.8333333333333334	0.8704761904761905	no
Ocaina	Ocaina	cloud	h a ʔ ɸ iː ʔ o	h a ʔ ɸ i ʔ o j iː n a	324	0.48	0.45454545454545453	0.45454545454545453	0.4444444444444444	0.4583838383838384	yes
Ocaina	Ocaina	cloud	h a ʔ ɸ i ʔ o j iː n a	h a ʔ ɸ iː ʔ o	324	0.48	0.45454545454545453	0.45454545454545453	0.4444444444444444	0.4583838383838384	yes
Ocaina	Ocaina	sky	b ɯ m̥ o ɲ̥ a	x ɯ tʲ a m oː ɲ̥ a	1814	0.48	0.625	0.625	0.5555555555555556	0.571388888888889	yes
Ocaina	WitotoMinica	sky	b ɯ m̥ o ɲ̥ a	m o n a	1814	0.64	0.6666666666666666	0.6666666666666666	0.619047619047619	0.6480952380952381	yes
Ocaina	WitotoMurui	sky	b ɯ m̥ o ɲ̥ a	m o n a	1814	0.6	0.6666666666666666	0.6666666666666666	0.619047619047619	0.638095238095238	yes
Ocaina	WitotoNipode	sky	b ɯ m̥ o ɲ̥ a	m o n a	1814	0.64	0.6666666666666666	0.6666666666666666	0.619047619047619	0.6480952380952381	yes
Ocaina	Ocaina	sky	x ɯ tʲ a m oː ɲ̥ a	b ɯ m̥ o ɲ̥ a	1814	0.48	0.625	0.625	0.5555555555555556	0.571388888888889	yes
Ocaina	WitotoMinica	sky	x ɯ tʲ a m oː ɲ̥ a	m o n a	1814	0.64	0.75	0.8125	0.7407407407407407	0.7358101851851853	yes
Ocaina	WitotoMurui	sky	x ɯ tʲ a m oː ɲ̥ a	m o n a	1814	0.6	0.75	0.8125	0.7407407407407407	0.7258101851851853	yes
Ocaina	WitotoNipode	sky	x ɯ tʲ a m oː ɲ̥ a	m o n a	1814	0.64	0.75	0.8125	0.7407407407407407	0.7358101851851853	yes
Ocaina	Ocaina	wind	h ɯ β oː dʲ o	h ɯ β oː	3141	0.48	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.36999999999999994	yes
Ocaina	WitotoMurui	wind	h ɯ β oː dʲ o	aɯ ɸ ɯ	3141	0.6	1.0	0.8333333333333334	0.7619047619047619	0.7988095238095239	yes
Ocaina	Ocaina	wind	h ɯ β oː	h ɯ β oː dʲ o	3141	0.48	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.36999999999999994	yes
Ocaina	WitotoMurui	wind	h ɯ β oː	aɯ ɸ ɯ	3141	0.6	1.0	0.75	0.6666666666666666	0.7541666666666667	yes
Ocaina	Pebas	sun	n ɯː n a	w a n a	2017	0.6	0.5	0.5	0.3333333333333333	0.48333333333333334	no
Ocaina	Ocaina	day (opposite of night rather than time measure)	m oː ɲ̥ a	m o ɲ̥ a m o	348	0.48	0.5	0.5	0.47619047619047616	0.48904761904761906	yes
Ocaina	WitotoMinica	day (opposite of night rather than time measure)	m oː ɲ̥ a	m o n a	348	0.4	0.5	0.5	0.39999999999999997	0.44999999999999996	yes
Ocaina	WitotoMurui	day (opposite of night rather than time measure)	m oː ɲ̥ a	a r e m o n a	348	0.6	0.7142857142857143	0.7857142857142857	0.7083333333333333	0.7020833333333334	yes
Ocaina	WitotoNipode	day (opposite of night rather than time measure)	m oː ɲ̥ a	m o n a	348	0.4	0.5	0.5	0.39999999999999997	0.44999999999999996	yes
Ocaina	Ocaina	day (opposite of night rather than time measure)	m o ɲ̥ a m o	m oː ɲ̥ a	348	0.48	0.5	0.5	0.47619047619047616	0.48904761904761906	yes
Ocaina	WitotoMinica	day (opposite of night rather than time measure)	m o ɲ̥ a m o	m o n a	348	0.6	0.5	0.5	0.47619047619047616	0.5190476190476191	yes
Ocaina	WitotoMurui	day (opposite of night rather than time measure)	m o ɲ̥ a m o	a r e m o n a	348	0.6	0.8571428571428571	0.7857142857142857	0.625	0.7169642857142857	yes
Ocaina	WitotoNipode	day (opposite of night rather than time measure)	m o ɲ̥ a m o	m o n a	348	0.6	0.5	0.5	0.47619047619047616	0.5190476190476191	yes
Ocaina	WitotoMinica	night	n a tʲ o	n a ɯː o	1369	0.6	0.25	0.25	0.2	0.325	yes
Ocaina	WitotoMinica	night	n a tʲ o	n a ɯ o	1369	0.6	0.25	0.25	0.2	0.325	yes
Ocaina	WitotoMurui	night	n a tʲ o	n aɯ o	1369	0.6	0.5	0.5	0.4666666666666667	0.5166666666666667	yes
Ocaina	WitotoMurui	night	n a tʲ o	n aɯ o n a	1369	0.6	0.8	0.6	0.5	0.625	yes
Ocaina	WitotoNipode	night	n a tʲ o	n a ɯː o	1369	0.6	0.25	0.25	0.2	0.325	yes
Ocaina	WitotoMinica	dog	h o ʔ x o	h ɯ k o	390	0.6	0.6	0.6	0.5	0.575	yes
Ocaina	WitotoMurui	dog	h o ʔ x o	h ɯ k o	390	0.6	0.6	0.6	0.5	0.575	yes
Ocaina	WitotoNipode	dog	h o ʔ x o	h ɯ k o	390	0.6	0.6	0.6	0.5	0.575	yes
Ocaina	WitotoMinica	tree	a m̥ ɯɯ ɲ̥ a	a m e n a	2913	0.43999999999999995	0.6	0.6	0.5	0.535	yes
Ocaina	WitotoMurui	tree	a m̥ ɯɯ ɲ̥ a	a m e n a	2913	0.43999999999999995	0.6	0.6	0.5	0.535	yes
Ocaina	WitotoNipode	tree	a m̥ ɯɯ ɲ̥ a	a m e n a	2913	0.48	0.6	0.6	0.5	0.545	yes
Ocaina	Andoa	tree	a m̥ ɯɯ ɲ̥ a	a m a k a	2913	0.6	0.6	0.6	0.5	0.575	no
Ocaina	Ocaina	root	ts i ɲ iː ʔ o ɸ e	ts i ɲ̥ iː ʔ o ʔ k o	1588	0.48	0.4444444444444444	0.3888888888888889	0.3666666666666666	0.41999999999999993	yes
Ocaina	Ocaina	root	ts i ɲ̥ iː ʔ o ʔ k o	ts i ɲ iː ʔ o ɸ e	1588	0.48	0.4444444444444444	0.3888888888888889	0.3333333333333333	0.4116666666666666	yes
Ocaina	WitotoMinica	stick (of wood)	a m̥ ɯɯ ɲ̥ a	a m e n a	1969	0.43999999999999995	0.6	0.6	0.5	0.535	yes
Ocaina	WitotoMurui	stick (of wood)	a m̥ ɯɯ ɲ̥ a	a m e n a	1969	0.43999999999999995	0.6	0.6	0.5	0.535	yes
Ocaina	Ocaina	grass	tʲ o h aː	tʲ o h aː h a	808	0.48	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.36999999999999994	yes
Ocaina	Ocaina	grass	tʲ o h aː h a	tʲ o h aː	808	0.48	0.3333333333333333	0.3333333333333333	0.2857142857142857	0.358095238095238	yes
Ocaina	WitotoMinica	one	tʲ a	d a	1446	0.4	0.5	0.5	0.3333333333333333	0.4333333333333333	yes
Ocaina	WitotoMinica	one	tʲ a	d aː	1446	0.4	1.0	0.75	0.5555555555555555	0.6763888888888888	yes
Ocaina	WitotoMurui	one	tʲ a	d a h e	1446	0.6	0.75	0.75	0.6666666666666666	0.6916666666666667	yes
Ocaina	WitotoMurui	one	tʲ a	d a e	1446	0.6	0.6666666666666666	0.6666666666666666	0.49999999999999994	0.6083333333333333	yes
Ocaina	WitotoNipode	one	tʲ a	d a	1446	0.43999999999999995	0.5	0.5	0.3333333333333333	0.4433333333333333	yes
Ocaina	Chibito	one	tʲ a	e ts i	1446	0.72	1.0	0.8333333333333334	0.6666666666666666	0.8049999999999999	no
Ocaina	Ocaina	two	h a n̥ aː	h a n̥ aː m a ʔ	2939	0.48	0.42857142857142855	0.42857142857142855	0.41666666666666663	0.4384523809523809	yes
Ocaina	Ocaina	two	h a n̥ aː m a ʔ	h a n̥ aː	2939	0.48	0.42857142857142855	0.42857142857142855	0.41666666666666663	0.4384523809523809	yes
Ocaina	Iquito	I	x o	k i	2	0.6	1.0	0.75	0.5555555555555555	0.7263888888888889	no
Ocaina	Ocaina	I	x o	x o ɯ	2	0.48	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.36999999999999994	yes
Ocaina	WitotoMinica	I	x o	k u e	2	0.6	1.0	0.8333333333333334	0.6666666666666666	0.775	yes
Ocaina	WitotoMurui	I	x o	k u e	2	0.6	1.0	0.8333333333333334	0.6666666666666666	0.775	yes
Ocaina	WitotoNipode	I	x o	k u e	2	0.6	1.0	0.8333333333333334	0.6666666666666666	0.775	yes
Ocaina	Arabela	I	x o	k ua	2	0.56	1.0	0.75	0.5555555555555555	0.7163888888888889	no
Ocaina	Chayahuita	I	x o	k a	2	0.56	1.0	0.75	0.5555555555555555	0.7163888888888889	no
Ocaina	Andoa	I	x o	k i h a	2	0.6799999999999999	1.0	0.875	0.7333333333333333	0.8220833333333333	no
Ocaina	MiranhaCarapana-Tapuya	I	x o	k u i	2	0.64	1.0	0.8333333333333334	0.6666666666666666	0.785	yes
Ocaina	Shiwilu	I	x o	kʷ a	2	0.6	1.0	0.75	0.5555555555555555	0.7263888888888889	no
Ocaina	Urarina	I	x o	k a n ɨ	2	0.6799999999999999	1.0	0.875	0.7333333333333333	0.8220833333333333	no
Ocaina	Zaparo	I	x o	kʷ i hʲ a	2	0.6799999999999999	1.0	0.875	0.7333333333333333	0.8220833333333333	no
Ocaina	Iquito	I	x o ɯ	k i	2	0.72	1.0	0.8333333333333334	0.6666666666666666	0.8049999999999999	no
Ocaina	Ocaina	I	x o ɯ	x o	2	0.48	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.36999999999999994	yes
Ocaina	WitotoMinica	I	x o ɯ	k u e	2	0.48	1.0	0.8333333333333334	0.6666666666666666	0.745	yes
Ocaina	WitotoMurui	I	x o ɯ	k u e	2	0.48	1.0	0.8333333333333334	0.6666666666666666	0.745	yes
Ocaina	WitotoNipode	I	x o ɯ	k u e	2	0.48	1.0	0.8333333333333334	0.6666666666666666	0.745	yes
Ocaina	Arabela	I	x o ɯ	k ua	2	0.6799999999999999	1.0	0.8333333333333334	0.6666666666666666	0.7949999999999999	no
Ocaina	Chayahuita	I	x o ɯ	k a	2	0.6799999999999999	1.0	0.8333333333333334	0.6666666666666666	0.7949999999999999	no
Ocaina	Andoa	I	x o ɯ	k i h a	2	0.6799999999999999	1.0	0.875	0.7333333333333333	0.8220833333333333	no
Ocaina	MiranhaCarapana-Tapuya	I	x o ɯ	k u i	2	0.52	1.0	0.8333333333333334	0.6666666666666666	0.755	yes
Ocaina	Shiwilu	I	x o ɯ	kʷ a	2	0.72	1.0	0.8333333333333334	0.6666666666666666	0.8049999999999999	no
Ocaina	Urarina	I	x o ɯ	k a n ɨ	2	0.6799999999999999	1.0	0.875	0.7333333333333333	0.8220833333333333	no
Ocaina	Zaparo	I	x o ɯ	kʷ i hʲ a	2	0.6799999999999999	1.0	0.875	0.7333333333333333	0.8220833333333333	no
Ocaina	Ocaina	thou	o	o ɯ	2150	0.48	0.5	0.5	0.3333333333333333	0.4533333333333333	yes
Ocaina	WitotoMinica	thou	o	o	2150	0.24	0.0	0.0	0.0	0.06	yes
Ocaina	WitotoMurui	thou	o	o	2150	0.24	0.0	0.0	0.0	0.06	yes
Ocaina	WitotoNipode	thou	o	o	2150	0.24	0.0	0.0	0.0	0.06	yes
Ocaina	Ocaina	thou	o ɯ	o	2150	0.48	0.5	0.5	0.4444444444444444	0.4811111111111111	yes
Ocaina	Ocaina	thou	o ɯ	o	2150	0.52	0.5	0.5	0.4444444444444444	0.4911111111111111	yes
Ocaina	WitotoMinica	thou	o ɯ	o	2150	0.6	0.5	0.5	0.4444444444444444	0.5111111111111111	yes
Ocaina	WitotoMurui	thou	o ɯ	o	2150	0.6	0.5	0.5	0.4444444444444444	0.5111111111111111	yes
Ocaina	WitotoNipode	thou	o ɯ	o	2150	0.6	0.5	0.5	0.4444444444444444	0.5111111111111111	yes
Ocaina	Ocaina	thou	o	o ɯ	2150	0.52	0.5	0.5	0.3333333333333333	0.4633333333333333	yes
Ocaina	WitotoMinica	thou	o	o	2150	0.19999999999999996	0.0	0.0	0.0	0.04999999999999999	yes
Ocaina	WitotoMurui	thou	o	o	2150	0.19999999999999996	0.0	0.0	0.0	0.04999999999999999	yes
Ocaina	WitotoNipode	thou	o	o	2150	0.19999999999999996	0.0	0.0	0.0	0.04999999999999999	yes
Ocaina	Ocaina	he	a ʔ iː m̥ a	ɯː m̥ a	894	0.48	0.6	0.6	0.5555555555555555	0.5588888888888889	yes
Ocaina	WitotoMinica	he	a ʔ iː m̥ a	a ɸ e m ɯ e	894	0.6	0.8333333333333334	0.75	0.6666666666666667	0.7125000000000001	yes
Ocaina	WitotoMurui	he	a ʔ iː m̥ a	i m ɯ e	894	0.6	1.0	0.9	0.7777777777777778	0.8194444444444444	yes
Ocaina	WitotoNipode	he	a ʔ iː m̥ a	a p e m a	894	0.43999999999999995	0.6	0.6	0.5	0.535	yes
Ocaina	Ocaina	he	ɯː m̥ a	a ʔ iː m̥ a	894	0.48	0.6	0.6	0.5555555555555555	0.5588888888888889	yes
Ocaina	WitotoMinica	he	ɯː m̥ a	a ɸ e m ɯ e	894	0.6	1.0	0.9166666666666666	0.7619047619047619	0.8196428571428571	yes
Ocaina	WitotoMurui	he	ɯː m̥ a	i m ɯ e	894	0.6	1.0	0.875	0.7333333333333333	0.8020833333333334	yes
Ocaina	WitotoNipode	he	ɯː m̥ a	a p e m a	894	0.6	0.8	0.8	0.6666666666666666	0.7166666666666667	yes
Ocaina	Ocaina	we	x a	x a h o	2987	0.48	0.5	0.5	0.4666666666666666	0.48666666666666664	yes
Ocaina	Ocaina	we	x a	x o	2987	0.36	0.5	0.25	0.2222222222222222	0.33305555555555555	yes
Ocaina	Ocaina	we	x a	x a k	2987	0.48	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.36999999999999994	yes
Ocaina	Ocaina	we	x a h o	x a	2987	0.48	0.5	0.5	0.4666666666666666	0.48666666666666664	yes
Ocaina	Ocaina	we	x a h o	x o	2987	0.52	0.5	0.625	0.5333333333333333	0.5445833333333333	yes
Ocaina	Ocaina	we	x a h o	x a k	2987	0.48	0.5	0.375	0.4	0.43875	yes
Ocaina	Ocaina	we	x o	x a	2987	0.36	0.5	0.25	0.2222222222222222	0.33305555555555555	yes
Ocaina	Ocaina	we	x o	x a h o	2987	0.52	0.5	0.625	0.5333333333333333	0.5445833333333333	yes
